"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2011","81","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","10",".",".","81","37"
"01/02/2011","62","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8",".",".","62","18"
"01/03/2011","30","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8",".","25","30","."
"01/04/2011","59","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","13",".",".","59","44"
"01/05/2011","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","13",".",".","46","32"
"01/06/2011","52","PM2.5","Worcester ywca","25-027-0016","AQS","13",".",".","52","44"
"01/07/2011","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","14",".",".","54","38"
"01/08/2011","42","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8",".",".","42","20"
"01/09/2011","29","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7",".","8","29","12"
"01/10/2011","26","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","9",".",".","26","18"
"01/11/2011","43","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","9",".",".","43","37"
"01/12/2011","31","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","9",".",".","31","23"
"01/13/2011","21","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","9",".",".","21","21"
"01/14/2011","29","NO2","WORCESTER SUMMER STREET","25-027-0023","AQS","10",".",".","23","29"
"01/15/2011","60","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","13",".","19","60","54"
"01/16/2011","53","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","9",".",".","53","18"
"01/17/2011","47","NO2","WORCESTER SUMMER STREET","25-027-0023","AQS","9",".",".","43","47"
"01/18/2011","56","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","9",".",".","56","37"
"01/19/2011","30","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8",".",".","30","27"
"01/20/2011","52","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7",".",".","52","32"
"01/21/2011","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS",".",".","13","54","33"
"01/22/2011","53","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS",".",".",".","53","52"
"01/23/2011","71","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS",".",".",".","71","51"
"01/24/2011","63","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS",".",".",".","63","52"
"01/25/2011","86","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS",".",".",".","86","55"
"01/26/2011","113","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS",".",".",".","113","79"
"01/27/2011","52","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS",".",".","12","52","27"
"01/28/2011","75","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","15",".",".","75","66"
"01/29/2011","89","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","16",".",".","89","57"
"01/30/2011","74","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","13",".",".","74","61"
"01/31/2011","57","NO2","WORCESTER SUMMER STREET","25-027-0023","AQS","10",".",".","51","57"
"02/01/2011","50","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8",".",".","50","42"
"02/02/2011","37","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6",".","8","37","37"
"02/03/2011","49","NO2","WORCESTER SUMMER STREET","25-027-0023","AQS","9",".",".","46","49"
"02/04/2011","57","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","9",".",".","57","53"
"02/05/2011","80","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8",".",".","80","44"
"02/06/2011","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6",".",".","46","20"
"02/07/2011","72","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","10",".",".","72","49"
"02/08/2011","51","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8",".","22","51","42"
"02/09/2011","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6",".",".","46","38"
"02/10/2011","51","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7",".",".","51","40"
"02/11/2011","80","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","14",".",".","80","71"
"02/12/2011","80","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","17",".",".","80","61"
"02/13/2011","50","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5",".",".","50","34"
"02/14/2011","47","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6",".","19","47","."
