"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2018","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","37",".","33","33"
"01/02/2018","45","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","34","43","45","40"
"01/03/2018","69","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","30",".","69","42"
"01/04/2018","38","NO2","WORCESTER SUMMER STREET","25-027-0023","AQS","8","37",".","33","38"
"01/05/2018","35","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","35",".","32","10"
"01/06/2018","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS",".","37",".","25","8"
"01/07/2018","36","Ozone","WORCESTER AIRPORT","25-027-0015","AQS",".","36",".","33","29"
"01/08/2018","58","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","29","23","58","31"
"01/09/2018","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","33",".","46","30"
"01/10/2018","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","31",".","46","44"
"01/11/2018","50","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","31",".","50","29"
"01/12/2018","33","Ozone","UXBRIDGE","25-027-0024","AQS","5","33",".","17","24"
"01/13/2018","33","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","33",".","14","6"
"01/14/2018","35","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","35","8","21","11"
"01/15/2018","33","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","33",".","32","14"
"01/16/2018","42","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","26",".","42","26"
"01/17/2018","42","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","23",".","42","25"
"01/18/2018","53","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","31",".","53","18"
"01/19/2018","73","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","29",".","73","26"
"01/20/2018","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","39",".","54","26"
"01/21/2018","63","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8","34",".","63","38"
