"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"04/17/2013","43","Ozone","UXBRIDGE","25-027-0024","AQS","5","43",".","10","17"
"04/18/2013","42","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","42",".","19","31"
"04/19/2013","32","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","32",".","23","15"
"04/20/2013","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","40",".","8","6"
"04/21/2013","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","43",".","21","18"
"04/22/2013","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","41","14","33","30"
"04/23/2013","33","Ozone","UXBRIDGE","25-027-0024","AQS","5","33",".","26","20"
"04/24/2013","51","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","51",".","17","19"
"04/25/2013","47","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","47",".","22","20"
"04/26/2013","47","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","47",".","32","."
"04/27/2013","77","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","77",".","41","27"
"04/28/2013","93","Ozone","UXBRIDGE","25-027-0024","AQS","5","93","14","43","20"
"04/29/2013","74","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","74",".","36","29"
"04/30/2013","67","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","67",".","30","42"
"05/01/2013","54","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","54",".","37","41"
"05/02/2013","54","Ozone","UXBRIDGE","25-027-0024","AQS","5","54",".","38","38"
"05/03/2013","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","40",".","22","20"
"05/04/2013","50","Ozone","UXBRIDGE","25-027-0024","AQS","5","50","19","35","22"
"05/05/2013","51","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","51",".","37","12"
"05/06/2013","47","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","47",".","30","19"
"05/07/2013","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","38",".","24","27"
"05/08/2013","32","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","32",".","20","21"
"05/09/2013","36","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","36",".","20","30"
"05/10/2013","54","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","54","16","31","18"
"05/11/2013","45","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","43",".","45","9"
"05/12/2013","38","Ozone","UXBRIDGE","25-027-0024","AQS","5","38",".","23","6"
"05/13/2013","44","PM2.5","Worcester ywca","25-027-0016","AQS","3","40",".","44","15"
"05/14/2013","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","40",".","25","28"
"05/15/2013","50","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","50",".","48","33"
"05/16/2013","48","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","48","19","31","29"
"05/17/2013","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","37",".","17","29"
"05/18/2013","45","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","45",".","28","19"
"05/19/2013","42","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","42",".","18","9"
"05/20/2013","43","Ozone","UXBRIDGE","25-027-0024","AQS","6","43",".","25","24"
"05/21/2013","44","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","44",".","44","22"
"05/22/2013","38","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8","31","17","38","17"
"05/23/2013","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","24",".","46","16"
"05/24/2013","25","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","25",".","0","13"
"05/25/2013","26","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","26",".","13","4"
"05/26/2013","27","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","27",".","4","4"
"05/27/2013","42","Ozone","UXBRIDGE","25-027-0024","AQS","5","42",".","19","20"
"05/28/2013","54","Ozone","UXBRIDGE","25-027-0024","AQS","7","54","15","33","28"
"05/29/2013","42","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","34",".","42","22"
"05/30/2013","61","Ozone","UXBRIDGE","25-027-0024","AQS","7","61",".","54","23"
"05/31/2013","112","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","112",".","67","30"
"06/01/2013","100","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","100",".","56","12"
"06/02/2013","50","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","39",".","50","7"
"06/03/2013","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","37","16","29","17"
"06/04/2013","35","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","35",".","6","20"
"06/05/2013","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","38",".","19","18"
"06/06/2013","45","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","45",".","28","25"
"06/07/2013","35","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","35",".","9","18"
"06/08/2013","28","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","28",".","0","6"
"06/09/2013","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","41","8","23","20"
"06/10/2013","29","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","29",".","28","26"
"06/11/2013","31","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","31",".","7","18"
"06/12/2013","33","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","33",".","13","6"
"06/13/2013","36","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","36",".","29","25"
"06/14/2013","34","Ozone","UXBRIDGE","25-027-0024","AQS","5","34",".","20","15"
"06/15/2013","36","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","36","12","35","17"
"06/16/2013","51","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","51",".","50","21"
"06/17/2013","46","Ozone","UXBRIDGE","25-027-0024","AQS","5","46",".","25","16"
"06/18/2013","31","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","28",".","31","23"
"06/19/2013","36","Ozone","UXBRIDGE","25-027-0024","AQS","5","36",".","33","25"
"06/20/2013","49","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","49",".","38","23"
"06/21/2013","90","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","90","19","55","16"
"06/22/2013","90","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","90",".","49","9"
"06/23/2013","74","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","74",".","47","7"
"06/24/2013","56","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","45",".","56","11"
"06/25/2013","90","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","90",".","55","9"
"06/26/2013","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","42",".","46","10"
"06/27/2013","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","30","15","54","17"
"06/28/2013","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","41",".","39","15"
"06/29/2013","46","Ozone","UXBRIDGE","25-027-0024","AQS","5","46",".","44","8"
"06/30/2013","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","3","40",".","46","7"
"07/01/2013","23","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","21",".","23","10"
"07/02/2013","32","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","3","26",".","32","12"
"07/03/2013","53","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","31","20","53","15"
"07/04/2013","40","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","37",".","40","5"
"07/05/2013","50","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","47",".","50","8"
"07/06/2013","40","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","33",".","40","7"
"07/07/2013","39","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","32",".","39","17"
"07/08/2013","43","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","36",".","43","11"
"07/09/2013","58","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","33","17","58","17"
"07/10/2013","64","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","43",".","64","14"
"07/11/2013","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","37",".","46","22"
"07/12/2013","32","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","32",".","29","11"
"07/13/2013","37","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","26",".","37","10"
"07/14/2013","32","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","32",".","27","13"
"07/15/2013","36","PM2.5","Worcester ywca","25-027-0016","AQS","6","34","9","36","13"
"07/16/2013","53","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","38",".","53","18"
"07/17/2013","60","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","46",".","60","24"
"07/18/2013","58","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","49",".","58","."
"07/19/2013","112","Ozone","UXBRIDGE","25-027-0024","AQS","7","112",".","66","20"
"07/20/2013","67","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","48",".","67","9"
"07/21/2013","34","Ozone","UXBRIDGE","25-027-0024","AQS","5","34","10","33","11"
"07/22/2013","50","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","50",".","49","15"
"07/23/2013","33","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","33",".","22","17"
"07/24/2013","32","Ozone","UXBRIDGE","25-027-0024","AQS","6","32",".","24","13"
"07/25/2013","22","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","15",".","22","10"
"07/26/2013","23","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","17",".","23","7"
"07/27/2013","48","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","48","13","46","11"
"07/28/2013","39","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","39",".","33","9"
"07/29/2013","42","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","42",".","35","11"
"07/30/2013","33","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","33",".","21","9"
"07/31/2013","34","Ozone","UXBRIDGE","25-027-0024","AQS","5","34",".","24","13"
"08/01/2013","46","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","46",".","43","17"
"08/02/2013","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","37","11","31","24"
"08/03/2013","43","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","38",".","43","12"
"08/04/2013","25","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","25",".","16","5"
"08/05/2013","32","Ozone","UXBRIDGE","25-027-0024","AQS","5","32",".","12","20"
"08/06/2013","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","40",".","22","18"
"08/07/2013","49","Ozone","UXBRIDGE","25-027-0024","AQS","5","49",".","23","27"
"08/08/2013","36","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","36","9","25","17"
"08/09/2013","27","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","27",".","13","16"
"08/10/2013","33","Ozone","UXBRIDGE","25-027-0024","AQS","6","33",".","17","9"
"08/11/2013","25","Ozone","UXBRIDGE","25-027-0024","AQS","5","25",".","20","16"
"08/12/2013","34","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","34",".","27","19"
"08/13/2013","49","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","36",".","49","19"
"08/14/2013","28","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","28","7","18","4"
"08/15/2013","31","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","31",".","18","14"
"08/16/2013","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","40",".","33","25"
"08/17/2013","43","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","39",".","43","19"
"08/18/2013","50","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","37",".","50","20"
"08/19/2013","51","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","40",".","51","12"
"08/20/2013","55","PM2.5","Worcester ywca","25-027-0016","AQS","6","49","19","55","25"
"08/21/2013","84","Ozone","UXBRIDGE","25-027-0024","AQS","6","84",".","69","37"
"08/22/2013","61","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","54",".","61","25"
"08/23/2013","34","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","31",".","34","8"
"08/24/2013","38","Ozone","UXBRIDGE","25-027-0024","AQS","5","38",".","25","20"
"08/25/2013","39","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","39",".","25","17"
"08/26/2013","52","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","44","18","52","20"
"08/27/2013","53","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","47",".","53","."
"08/28/2013","61","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","61",".","54","."
"08/29/2013","43","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","36",".","43","."
"08/30/2013","40","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","36",".","40","9"
"08/31/2013","60","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","37",".","60","8"
"09/01/2013","38","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","33","14","38","14"
"09/02/2013","31","Ozone","UXBRIDGE","25-027-0024","AQS","6","31",".","20","17"
"09/03/2013","33","Ozone","UXBRIDGE","25-027-0024","AQS","6","33",".","30","18"
"09/04/2013","35","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","35",".","19","25"
"09/05/2013","28","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","28",".","23","25"
"09/06/2013","32","Ozone","UXBRIDGE","25-027-0024","AQS","5","32",".","15","24"
"09/07/2013","41","Ozone","UXBRIDGE","25-027-0024","AQS","5","41","8","22","14"
"09/08/2013","31","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","31",".","17","7"
"09/09/2013","32","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","32",".","14","20"
"09/10/2013","41","PM2.5","Worcester ywca","25-027-0016","AQS","6","33",".","41","."
"09/11/2013","100","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","100",".","66","15"
"09/12/2013","60","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","54",".","60","18"
"09/13/2013","31","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","31",".","18","14"
"09/14/2013","15","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","15",".","5","3"
"09/15/2013","27","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","27",".","13","14"
"09/16/2013","25","Ozone","UXBRIDGE","25-027-0024","AQS","5","25",".","18","16"
"09/17/2013","31","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","31",".","15","23"
"09/18/2013","35","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","35",".","20","28"
"09/19/2013","47","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","47","12","28","36"
"09/20/2013","54","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","54",".","40","34"
"09/21/2013","39","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","39",".","16","13"
"09/22/2013","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","38",".","10","4"
"09/23/2013","23","Ozone","UXBRIDGE","25-027-0024","AQS","5","23",".","4","8"
"09/24/2013","30","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","30",".","7","15"
"09/25/2013","30","PM2.5","Worcester ywca","25-027-0016","AQS","5","26","9","30","16"
"09/26/2013","28","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","28",".","17","25"
"09/27/2013","27","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","27",".","16","24"
"09/28/2013","35","PM2.5","Worcester ywca","25-027-0016","AQS","7","31",".","35","24"
"09/29/2013","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","37",".","31","24"
"09/30/2013","36","Ozone","UXBRIDGE","25-027-0024","AQS","7","36",".","28","33"
"10/01/2013","45","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8","41","17","45","37"
