"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2014","42","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","34",".","42","28"
"01/02/2014","37","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","33",".","37","18"
"01/03/2014","36","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","36",".","22","21"
"01/04/2014","49","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","34",".","49","42"
"01/05/2014","65","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","9","28","18","65","35"
"01/06/2014","32","Ozone","UXBRIDGE","25-027-0024","AQS","9","32",".","25","28"
"01/07/2014","34","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","31",".","34","11"
"01/08/2014","43","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","30",".","43","21"
"01/09/2014","56","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","10","34",".","56","42"
"01/10/2014","79","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","10","29",".","79","35"
"01/11/2014","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","17","33","13","54","33"
"01/12/2014","29","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","29",".","14","6"
"01/13/2014","49","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","35",".","49","29"
"01/14/2014","34","Ozone","UXBRIDGE","25-027-0024","AQS","9","34",".","28","34"
"01/15/2014","60","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","13","26",".","60","34"
"01/16/2014","77","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","13","20",".","77","29"
"01/17/2014","59","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8","26","29","59","31"
"01/18/2014","65","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","10","20",".","65","29"
"01/19/2014","47","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","29",".","47","19"
"01/20/2014","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","38",".","36","13"
"01/21/2014","35","Ozone","UXBRIDGE","25-027-0024","AQS","6","35",".","27","17"
"01/22/2014","32","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","32",".","20","13"
"01/23/2014","60","PM10","WORCESTER SUMMER STREET","25-027-0023","AQS","6","35","60","35","13"
"01/24/2014","39","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","36",".","39","27"
"01/25/2014","51","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","37",".","51","33"
"01/26/2014","35","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","35",".","34","15"
"01/27/2014","50","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","35",".","50","49"
"01/28/2014","37","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","35",".","37","17"
"01/29/2014","53","PM10","WORCESTER SUMMER STREET","25-027-0023","AQS","7","35","53","40","."
"01/30/2014","56","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","33",".","56","35"
"01/31/2014","61","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","32",".","61","25"
"02/01/2014","65","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","35",".","65","25"
"02/02/2014","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","34",".","54","21"
"02/03/2014","48","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","32",".","48","32"
"02/04/2014","69","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","13","34",".","69","43"
"02/05/2014","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","9","34",".","54","29"
"02/06/2014","49","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8","37",".","49","41"
"02/07/2014","63","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","9","40",".","63","57"
"02/08/2014","57","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","9","38",".","57","41"
"02/09/2014","56","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","39",".","56","26"
"02/10/2014","58","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8","40","27","58","40"
"02/11/2014","56","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","37",".","56","37"
"02/12/2014","51","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","31",".","51","35"
"02/13/2014","40","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8","30",".","40","32"
"02/14/2014","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","41",".","32","22"
"02/15/2014","83","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","9","39",".","83","42"
"02/16/2014","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","43","8","30","11"
"02/17/2014","43","NO2","WORCESTER SUMMER STREET","25-027-0023","AQS","7","41",".","37","43"
"02/18/2014","62","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","10","32",".","62","50"
"02/19/2014","75","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","10","33",".","75","44"
"02/20/2014","57","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","11","44",".","57","48"
"02/21/2014","35","Ozone","UXBRIDGE","25-027-0024","AQS","9","35",".","29","32"
"02/22/2014","39","Ozone","UXBRIDGE","25-027-0024","AQS","8","39","13","26","34"
"02/23/2014","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","9","43",".","42","43"
"02/24/2014","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","10","44",".","34","40"
"02/25/2014","43","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","38",".","43","19"
"02/26/2014","48","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","40",".","48","37"
"02/27/2014","50","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","38",".","50","41"
"02/28/2014","49","PM10","WORCESTER SUMMER STREET","25-027-0023","AQS","7","41","49","44","35"
"03/01/2014","65","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","10","42",".","65","41"
"03/02/2014","58","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","44",".","58","25"
"03/03/2014","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","8","40",".","28","15"
"03/04/2014","41","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","38",".","41","29"
"03/05/2014","47","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","35",".","47","30"
"03/06/2014","57","PM10","WORCESTER SUMMER STREET","25-027-0023","AQS","10","36","57","53","44"
"03/07/2014","66","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","13","35",".","66","46"
"03/08/2014","59","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","10","58",".","59","37"
"03/09/2014","45","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","45",".","39","8"
"03/10/2014","64","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8","44",".","64","36"
"03/11/2014","63","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8","48",".","63","42"
"03/12/2014","59","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","10","36","31","59","43"
"03/13/2014","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","37",".","22","6"
"03/14/2014","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","43",".","38","18"
"03/15/2014","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","44",".","33","18"
"03/16/2014","39","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","39",".","20","5"
"03/17/2014","39","NO2","WORCESTER SUMMER STREET","25-027-0023","AQS","8","36",".","33","39"
"03/18/2014","40","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","8","36","25","40","36"
"03/19/2014","40","Ozone","UXBRIDGE","25-027-0024","AQS","9","40",".",".","36"
"03/20/2014","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","43",".",".","."
"03/21/2014","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","43",".","11","10"
"03/22/2014","46","Ozone","UXBRIDGE","25-027-0024","AQS","7","46",".","33","43"
"03/23/2014","42","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","42",".","26","11"
"03/24/2014","39","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","39","12","28","11"
"03/25/2014","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","37",".","46","35"
"03/26/2014","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","44",".","38","14"
"03/27/2014","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","40",".","25","24"
"03/28/2014","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","7","44",".","54","27"
"03/29/2014","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","38",".","25","14"
"03/30/2014","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","38","0","6","7"
"03/31/2014","37","Ozone","UXBRIDGE","25-027-0024","AQS","8","37",".","13","20"
"04/01/2014","45","Ozone","UXBRIDGE","25-027-0024","AQS","9","45",".","13","23"
"04/02/2014","48","NO2","WORCESTER SUMMER STREET","25-027-0023","AQS","6","47",".","35","48"
"04/03/2014","45","Ozone","UXBRIDGE","25-027-0024","AQS","6","45",".","35","."
"04/04/2014","40","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","6","38",".","40","34"
"04/05/2014","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","37","7","10","11"
"04/06/2014","46","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","46",".","21","43"
"04/07/2014","47","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","47",".","41","46"
"04/08/2014","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","40",".","13","40"
"04/09/2014","47","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","47",".","22","29"
"04/10/2014","54","Ozone","UXBRIDGE","25-027-0024","AQS","3","54",".","30","47"
"04/11/2014","58","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","58","17","40","30"
"04/12/2014","51","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","51",".","25","28"
"04/13/2014","64","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","6","64",".","47","22"
"04/14/2014","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","44",".","24","13"
"04/15/2014","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","43",".","3","9"
"04/16/2014","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","43",".","25","14"
"04/17/2014","41","Ozone","UXBRIDGE","25-027-0024","AQS","2","41","12","28","19"
"04/18/2014","45","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","5","41",".","45","24"
"04/19/2014","46","Ozone","UXBRIDGE","25-027-0024","AQS","3","46",".","38","22"
"04/20/2014","48","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","48",".","25","25"
"04/21/2014","61","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","61",".","21","35"
"04/22/2014","80","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","80",".","31","26"
"04/23/2014","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","41","12","20","17"
"04/24/2014","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","44",".","14","8"
"04/25/2014","49","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","49",".","16","15"
"04/26/2014","32","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","32",".","20","19"
"04/27/2014","31","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","31",".","16","8"
"04/28/2014","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","38",".","9","15"
"04/29/2014","35","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","35","13","26","16"
"04/30/2014","36","Ozone","UXBRIDGE","25-027-0024","AQS","3","36",".","30","23"
"05/01/2014","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","7","37",".","13","29"
"05/02/2014","46","Ozone","UXBRIDGE","25-027-0024","AQS","3","46",".","22","33"
"05/03/2014","49","Ozone","UXBRIDGE","25-027-0024","AQS","5","49",".","26","32"
"05/04/2014","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","41",".","10","16"
"05/05/2014","31","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","31","4","8","9"
"05/06/2014","42","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","42",".","17","11"
"05/07/2014","48","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","48",".","21","33"
"05/08/2014","47","Ozone","UXBRIDGE","25-027-0024","AQS","5","47",".","28","39"
"05/09/2014","44","Ozone","UXBRIDGE","25-027-0024","AQS","5","44",".","43","30"
"05/10/2014","54","Ozone","UXBRIDGE","25-027-0024","AQS","3","54",".","28","26"
"05/11/2014","51","Ozone","UXBRIDGE","25-027-0024","AQS","2","51","11","19","18"
"05/12/2014","97","Ozone","UXBRIDGE","25-027-0024","AQS","3","97",".","34","42"
"05/13/2014","28","Ozone","UXBRIDGE","25-027-0024","AQS","2","28",".","25","22"
"05/14/2014","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","44",".","26","21"
"05/15/2014","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","37",".","24","23"
"05/16/2014","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","37",".","13","21"
"05/17/2014","44","Ozone","UXBRIDGE","25-027-0024","AQS","2","44","11","18","9"
"05/18/2014","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","44",".","11","6"
"05/19/2014","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","40",".","16","17"
"05/20/2014","39","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","39",".","16","29"
"05/21/2014","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","44",".","18","28"
"05/22/2014","36","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","36",".","24","25"
"05/23/2014","28","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","28","9","25","25"
"05/24/2014","29","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","29",".","16","16"
"05/25/2014","32","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","32",".","24","14"
"05/26/2014","49","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","49",".","33","13"
"05/27/2014","49","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","49",".","31","15"
"05/28/2014","22","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","22",".","10","16"
"05/29/2014","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","43","12","25","22"
"05/30/2014","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","38",".","27","22"
"05/31/2014","39","Ozone","UXBRIDGE","25-027-0024","AQS","2","39",".","29","23"
"06/01/2014","42","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","42",".","37","22"
"06/02/2014","84","Ozone","UXBRIDGE","25-027-0024","AQS","2","84",".","36","19"
"06/03/2014","115","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","115",".","49","40"
"06/04/2014","35","Ozone","UXBRIDGE","25-027-0024","AQS","3","35","14","33","24"
"06/05/2014","26","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","26",".","21","18"
"06/06/2014","19","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","19",".","1","8"
"06/07/2014","26","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","26",".","12","21"
"06/08/2014","39","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","5","39",".","25","20"
"06/09/2014","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","38",".",".","23"
"06/10/2014","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","38","12","25","13"
"06/11/2014","35","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","35",".",".","18"
"06/12/2014","29","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","3","22",".","29","20"
"06/13/2014","20","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","20",".","16","19"
"06/14/2014","27","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","27",".","14","9"
"06/15/2014","32","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","1","32",".","15","8"
"06/16/2014","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","40","9","21","23"
"06/17/2014","67","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","67",".","56","14"
"06/18/2014","42","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","42",".","22","10"
"06/19/2014","33","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","33",".","18","13"
"06/20/2014","31","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","1","31",".","16","12"
"06/21/2014","28","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","28",".","19","19"
"06/22/2014","31","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","31","6","25","21"
"06/23/2014","40","Ozone","UXBRIDGE","25-027-0024","AQS","2","40",".","31","19"
"06/24/2014","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","1","44",".","25","12"
"06/25/2014","45","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","45",".","36","11"
"06/26/2014","29","Ozone","UXBRIDGE","25-027-0024","AQS","2","29",".","8","13"
"06/27/2014","36","Ozone","UXBRIDGE","25-027-0024","AQS","2","36",".","25","32"
"06/28/2014","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","44",".","41","28"
"06/29/2014","49","Ozone","UXBRIDGE","25-027-0024","AQS","2","49",".","43","14"
"06/30/2014","84","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","84",".","37","13"
"07/01/2014","49","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","49",".","38","15"
"07/02/2014","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","41",".","32","12"
"07/03/2014","45","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","45",".","38","16"
"07/04/2014","31","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","31","7","19","9"
"07/05/2014","25","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","1","25",".","18","7"
"07/06/2014","48","Ozone","UXBRIDGE","25-027-0024","AQS","1","48",".","35","10"
"07/07/2014","100","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","100",".","54","16"
"07/08/2014","84","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","84",".","55","21"
"07/09/2014","77","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","77",".","28","12"
"07/10/2014","29","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","29","7","21","17"
"07/11/2014","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","41",".","33","20"
"07/12/2014","49","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","49",".","37","17"
"07/13/2014","41","Ozone","UXBRIDGE","25-027-0024","AQS","1","41",".","39","9"
"07/14/2014","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","37",".","33","15"
"07/15/2014","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","38",".","25","14"
"07/16/2014","33","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","33","9","20","14"
"07/17/2014","30","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","30",".","22","9"
"07/18/2014","30","Ozone","UXBRIDGE","25-027-0024","AQS","2","30",".","26","23"
"07/19/2014","39","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","2","35",".","39","16"
"07/20/2014","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","3","44",".","34","18"
"07/21/2014","44","Ozone","UXBRIDGE","25-027-0024","AQS","2","44",".","39","27"
"07/22/2014","80","Ozone","UXBRIDGE","25-027-0024","AQS","3","80","13","52","24"
"07/23/2014","74","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","74",".","51","13"
"07/24/2014","28","Ozone","UXBRIDGE","25-027-0024","AQS","2","28",".","15","12"
"07/25/2014","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","3","29",".","54","19"
"07/26/2014","58","Ozone","UXBRIDGE","25-027-0024","AQS","2","58",".","52","15"
"07/27/2014","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","2","39",".","54","15"
"07/28/2014","45","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","45","10","32","22"
"07/29/2014","23","Ozone","UXBRIDGE","25-027-0024","AQS","1","23",".","13","17"
"07/30/2014","30","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","30",".","17","21"
"07/31/2014","67","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","2","67",".","43","24"
