"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2018","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"01/02/2018","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"01/03/2018","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"01/04/2018","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"01/05/2018","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"01/06/2018","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"01/07/2018","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"01/08/2018","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"01/09/2018","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"01/10/2018","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/11/2018","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/12/2018","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/13/2018","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"01/14/2018","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"01/15/2018","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"01/16/2018","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"01/17/2018","26","Ozone","PISECO LAKE","36-041-0005","AQS","26","."
"01/18/2018","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"01/19/2018","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/20/2018","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"01/21/2018","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/22/2018","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"01/23/2018","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"01/24/2018","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"01/25/2018","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"01/26/2018","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"01/27/2018","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"01/28/2018","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"01/29/2018","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"01/30/2018","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"01/31/2018","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"02/01/2018","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"02/02/2018","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"02/03/2018","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/04/2018","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"02/05/2018","41","Ozone","PISECO LAKE","36-041-0005","AQS","41","."
"02/06/2018","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"02/07/2018","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/08/2018","41","Ozone","PISECO LAKE","36-041-0005","AQS","41","."
"02/09/2018","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"02/10/2018","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"02/11/2018","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"02/12/2018","43","Ozone","PISECO LAKE","36-041-0005","AQS","43","."
"02/13/2018","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
