"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2014","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"01/02/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"01/03/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"01/04/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"01/05/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/06/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"01/08/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/09/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"01/10/2014","20","Ozone","PISECO LAKE","36-041-0005","AQS","20","."
"01/11/2014","25","Ozone","PISECO LAKE","36-041-0005","AQS","25","."
"01/12/2014","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"01/13/2014","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"01/14/2014","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"01/15/2014","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"01/16/2014","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"01/17/2014","23","Ozone","PISECO LAKE","36-041-0005","AQS","23","."
"01/18/2014","22","Ozone","PISECO LAKE","36-041-0005","AQS","22","."
"01/19/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"01/20/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"01/21/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"01/22/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"01/23/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"01/24/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"01/25/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"01/26/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"01/27/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"01/28/2014","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"01/29/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"01/30/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"01/31/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"02/01/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"02/02/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/03/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"02/04/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"02/05/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/06/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"02/07/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"02/08/2014","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"02/09/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"02/10/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"02/11/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"02/12/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/13/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"02/14/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"02/15/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"02/16/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"02/17/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"02/18/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"02/19/2014","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"02/20/2014","47","Ozone","PISECO LAKE","36-041-0005","AQS","47","."
"02/21/2014","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"02/22/2014","41","Ozone","PISECO LAKE","36-041-0005","AQS","41","."
"02/23/2014","43","Ozone","PISECO LAKE","36-041-0005","AQS","43","."
"02/24/2014","43","Ozone","PISECO LAKE","36-041-0005","AQS","43","."
"02/25/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/26/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"02/27/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"02/28/2014","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"03/01/2014","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"03/02/2014","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"03/03/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"03/04/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"03/05/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"03/06/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"03/07/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"03/08/2014","46","Ozone","PISECO LAKE","36-041-0005","AQS","46","."
"03/09/2014","43","Ozone","PISECO LAKE","36-041-0005","AQS","43","."
"03/10/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"03/12/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"03/13/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"03/14/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"03/15/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"03/16/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"03/17/2014","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"03/18/2014","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"03/19/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"03/20/2014","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"03/21/2014","43","Ozone","PISECO LAKE","36-041-0005","AQS","43","."
"03/22/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"03/23/2014","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"03/24/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"03/25/2014","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"03/26/2014","43","Ozone","PISECO LAKE","36-041-0005","AQS","43","."
"03/27/2014","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"03/28/2014","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"03/29/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"03/30/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"03/31/2014","43","Ozone","PISECO LAKE","36-041-0005","AQS","43","."
"04/01/2014","47","Ozone","PISECO LAKE","36-041-0005","AQS","47","."
"04/02/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"04/03/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"04/04/2014","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"04/05/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"04/06/2014","45","Ozone","PISECO LAKE","36-041-0005","AQS","45","."
"04/07/2014","47","Ozone","PISECO LAKE","36-041-0005","AQS","47","."
"04/08/2014","43","Ozone","PISECO LAKE","36-041-0005","AQS","43","."
"04/09/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"04/10/2014","61","Ozone","PISECO LAKE","36-041-0005","AQS","61","."
"04/11/2014","45","Ozone","PISECO LAKE","36-041-0005","AQS","45","."
"04/12/2014","51","Ozone","PISECO LAKE","36-041-0005","AQS","51","."
"04/13/2014","54","Ozone","PISECO LAKE","36-041-0005","AQS","54","."
"04/14/2014","50","Ozone","PISECO LAKE","36-041-0005","AQS","50","."
"04/15/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"04/16/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"04/17/2014","41","Ozone","PISECO LAKE","36-041-0005","AQS","41","."
"04/18/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"04/19/2014","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"04/20/2014","47","Ozone","PISECO LAKE","36-041-0005","AQS","47","."
"04/21/2014","80","Ozone","PISECO LAKE","36-041-0005","AQS","80","."
"04/22/2014","49","Ozone","PISECO LAKE","36-041-0005","AQS","49","."
"04/23/2014","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"04/24/2014","47","Ozone","PISECO LAKE","36-041-0005","AQS","47","."
"04/25/2014","48","Ozone","PISECO LAKE","36-041-0005","AQS","48","."
"04/26/2014","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"04/27/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"04/28/2014","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"04/29/2014","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"04/30/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"05/01/2014","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"05/02/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"05/03/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"05/04/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"05/05/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"05/07/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"05/08/2014","58","Ozone","PISECO LAKE","36-041-0005","AQS","58","."
"05/09/2014","46","Ozone","PISECO LAKE","36-041-0005","AQS","46","."
"05/10/2014","54","Ozone","PISECO LAKE","36-041-0005","AQS","54","."
"05/11/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"05/12/2014","84","Ozone","PISECO LAKE","36-041-0005","AQS","84","."
"05/13/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"05/14/2014","48","Ozone","PISECO LAKE","36-041-0005","AQS","48","."
"05/15/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"05/16/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"05/17/2014","41","Ozone","PISECO LAKE","36-041-0005","AQS","41","."
"05/18/2014","45","Ozone","PISECO LAKE","36-041-0005","AQS","45","."
"05/19/2014","54","Ozone","PISECO LAKE","36-041-0005","AQS","54","."
"05/20/2014","48","Ozone","PISECO LAKE","36-041-0005","AQS","48","."
"05/21/2014","49","Ozone","PISECO LAKE","36-041-0005","AQS","49","."
"05/23/2014","13","Ozone","PISECO LAKE","36-041-0005","AQS","13","."
"05/24/2014","15","Ozone","PISECO LAKE","36-041-0005","AQS","15","."
"05/25/2014","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"05/26/2014","48","Ozone","PISECO LAKE","36-041-0005","AQS","48","."
"05/27/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"05/28/2014","9","Ozone","PISECO LAKE","36-041-0005","AQS","9","."
"05/29/2014","18","Ozone","PISECO LAKE","36-041-0005","AQS","18","."
"05/31/2014","20","Ozone","PISECO LAKE","36-041-0005","AQS","20","."
"06/01/2014","21","Ozone","PISECO LAKE","36-041-0005","AQS","21","."
"06/02/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"06/03/2014","13","Ozone","PISECO LAKE","36-041-0005","AQS","13","."
"06/04/2014","25","Ozone","PISECO LAKE","36-041-0005","AQS","25","."
"06/06/2014","18","Ozone","PISECO LAKE","36-041-0005","AQS","18","."
"06/07/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"06/08/2014","50","Ozone","PISECO LAKE","36-041-0005","AQS","50","."
"06/09/2014","64","Ozone","PISECO LAKE","36-041-0005","AQS","64","."
"06/10/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"06/11/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"06/12/2014","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"06/13/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"06/14/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"06/15/2014","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"06/17/2014","47","Ozone","PISECO LAKE","36-041-0005","AQS","47","."
"06/18/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"06/19/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"06/20/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"06/21/2014","25","Ozone","PISECO LAKE","36-041-0005","AQS","25","."
"06/22/2014","26","Ozone","PISECO LAKE","36-041-0005","AQS","26","."
"06/23/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"06/24/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"06/25/2014","25","Ozone","PISECO LAKE","36-041-0005","AQS","25","."
"06/26/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"06/27/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"06/28/2014","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"06/29/2014","48","Ozone","PISECO LAKE","36-041-0005","AQS","48","."
"06/30/2014","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"07/01/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"07/02/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"07/03/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"07/04/2014","24","Ozone","PISECO LAKE","36-041-0005","AQS","24","."
"07/05/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"07/06/2014","48","Ozone","PISECO LAKE","36-041-0005","AQS","48","."
"07/07/2014","41","Ozone","PISECO LAKE","36-041-0005","AQS","41","."
"07/08/2014","41","Ozone","PISECO LAKE","36-041-0005","AQS","41","."
"07/09/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"07/10/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"07/11/2014","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"07/12/2014","51","Ozone","PISECO LAKE","36-041-0005","AQS","51","."
"07/13/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"07/14/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"07/15/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"07/16/2014","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"07/17/2014","25","Ozone","PISECO LAKE","36-041-0005","AQS","25","."
"07/18/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"07/19/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"07/20/2014","41","Ozone","PISECO LAKE","36-041-0005","AQS","41","."
"07/21/2014","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"07/22/2014","46","Ozone","PISECO LAKE","36-041-0005","AQS","46","."
"07/23/2014","45","Ozone","PISECO LAKE","36-041-0005","AQS","45","."
"07/24/2014","24","Ozone","PISECO LAKE","36-041-0005","AQS","24","."
"07/25/2014","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"07/26/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"07/27/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"07/28/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"07/29/2014","18","Ozone","PISECO LAKE","36-041-0005","AQS","18","."
"07/30/2014","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"07/31/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"08/01/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"08/02/2014","45","Ozone","PISECO LAKE","36-041-0005","AQS","45","."
"08/03/2014","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"08/04/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"08/05/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"08/06/2014","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"08/07/2014","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"08/08/2014","24","Ozone","PISECO LAKE","36-041-0005","AQS","24","."
"08/09/2014","22","Ozone","PISECO LAKE","36-041-0005","AQS","22","."
"08/10/2014","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"08/11/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"08/12/2014","28","Ozone","PISECO LAKE","36-041-0005","AQS","28","."
"08/13/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"08/14/2014","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"08/15/2014","21","Ozone","PISECO LAKE","36-041-0005","AQS","21","."
"08/16/2014","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"08/17/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"08/18/2014","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"08/19/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"08/20/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"08/21/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"08/22/2014","26","Ozone","PISECO LAKE","36-041-0005","AQS","26","."
"08/23/2014","18","Ozone","PISECO LAKE","36-041-0005","AQS","18","."
"08/24/2014","23","Ozone","PISECO LAKE","36-041-0005","AQS","23","."
"08/25/2014","22","Ozone","PISECO LAKE","36-041-0005","AQS","22","."
"08/26/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"08/27/2014","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"08/28/2014","24","Ozone","PISECO LAKE","36-041-0005","AQS","24","."
"08/29/2014","17","Ozone","PISECO LAKE","36-041-0005","AQS","17","."
"08/30/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"08/31/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"09/01/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"09/02/2014","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"09/03/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"09/04/2014","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"09/05/2014","51","Ozone","PISECO LAKE","36-041-0005","AQS","51","."
"09/06/2014","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"09/07/2014","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"09/08/2014","28","Ozone","PISECO LAKE","36-041-0005","AQS","28","."
"09/09/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"09/10/2014","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"09/11/2014","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"09/12/2014","25","Ozone","PISECO LAKE","36-041-0005","AQS","25","."
"09/13/2014","23","Ozone","PISECO LAKE","36-041-0005","AQS","23","."
"09/14/2014","22","Ozone","PISECO LAKE","36-041-0005","AQS","22","."
"09/15/2014","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"09/16/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"09/17/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"09/18/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"09/19/2014","24","Ozone","PISECO LAKE","36-041-0005","AQS","24","."
"09/20/2014","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"09/21/2014","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"09/22/2014","22","Ozone","PISECO LAKE","36-041-0005","AQS","22","."
"09/23/2014","21","Ozone","PISECO LAKE","36-041-0005","AQS","21","."
"09/24/2014","26","Ozone","PISECO LAKE","36-041-0005","AQS","26","."
"09/25/2014","26","Ozone","PISECO LAKE","36-041-0005","AQS","26","."
"09/26/2014","28","Ozone","PISECO LAKE","36-041-0005","AQS","28","."
"09/27/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"09/28/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"09/29/2014","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"09/30/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"10/01/2014","25","Ozone","PISECO LAKE","36-041-0005","AQS","25","."
"10/02/2014","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"10/03/2014","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"10/04/2014","26","Ozone","PISECO LAKE","36-041-0005","AQS","26","."
"10/05/2014","21","Ozone","PISECO LAKE","36-041-0005","AQS","21","."
"10/06/2014","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"10/07/2014","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"10/08/2014","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"10/09/2014","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"10/10/2014","23","Ozone","PISECO LAKE","36-041-0005","AQS","23","."
"10/11/2014","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"10/12/2014","25","Ozone","PISECO LAKE","36-041-0005","AQS","25","."
