"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2012","22","Ozone","PISECO LAKE","36-041-0005","AQS","22","."
"01/02/2012","26","Ozone","PISECO LAKE","36-041-0005","AQS","26","."
"01/03/2012","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/04/2012","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"01/05/2012","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"01/06/2012","22","Ozone","PISECO LAKE","36-041-0005","AQS","22","."
"01/07/2012","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"01/08/2012","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"01/09/2012","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"01/10/2012","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"01/11/2012","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"01/12/2012","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/13/2012","28","Ozone","PISECO LAKE","36-041-0005","AQS","28","."
"01/14/2012","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"01/15/2012","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"01/16/2012","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"01/17/2012","24","Ozone","PISECO LAKE","36-041-0005","AQS","24","."
"01/18/2012","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"01/19/2012","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/20/2012","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/21/2012","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"01/22/2012","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"01/23/2012","24","Ozone","PISECO LAKE","36-041-0005","AQS","24","."
"01/24/2012","26","Ozone","PISECO LAKE","36-041-0005","AQS","26","."
"01/25/2012","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"01/26/2012","25","Ozone","PISECO LAKE","36-041-0005","AQS","25","."
"01/27/2012","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"01/28/2012","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"01/29/2012","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"01/30/2012","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"01/31/2012","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"02/01/2012","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"02/02/2012","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"02/03/2012","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"02/04/2012","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"02/05/2012","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"02/06/2012","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"02/07/2012","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"02/08/2012","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"02/09/2012","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"02/10/2012","25","Ozone","PISECO LAKE","36-041-0005","AQS","25","."
"02/11/2012","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"02/12/2012","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"02/13/2012","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/14/2012","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"02/15/2012","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"02/16/2012","25","Ozone","PISECO LAKE","36-041-0005","AQS","25","."
