"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2021","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/02/2021","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"01/03/2021","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"01/04/2021","20","Ozone","PISECO LAKE","36-041-0005","AQS","20","."
"01/05/2021","28","Ozone","PISECO LAKE","36-041-0005","AQS","28","."
"01/06/2021","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"01/07/2021","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/08/2021","32","Ozone","PISECO LAKE","36-041-0005","AQS","32","."
"01/09/2021","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"01/10/2021","29","Ozone","PISECO LAKE","36-041-0005","AQS","29","."
"01/11/2021","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/12/2021","27","Ozone","PISECO LAKE","36-041-0005","AQS","27","."
"01/13/2021","24","Ozone","PISECO LAKE","36-041-0005","AQS","24","."
"01/14/2021","19","Ozone","PISECO LAKE","36-041-0005","AQS","19","."
"01/15/2021","28","Ozone","PISECO LAKE","36-041-0005","AQS","28","."
"01/16/2021","28","Ozone","PISECO LAKE","36-041-0005","AQS","28","."
"01/17/2021","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"01/18/2021","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/19/2021","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"01/20/2021","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"01/21/2021","26","Ozone","PISECO LAKE","36-041-0005","AQS","26","."
"01/22/2021","30","Ozone","PISECO LAKE","36-041-0005","AQS","30","."
"01/23/2021","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"01/24/2021","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"01/25/2021","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"01/26/2021","33","Ozone","PISECO LAKE","36-041-0005","AQS","33","."
"01/27/2021","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"01/28/2021","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"01/29/2021","34","Ozone","PISECO LAKE","36-041-0005","AQS","34","."
"01/30/2021","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"01/31/2021","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/01/2021","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"02/02/2021","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"02/03/2021","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"02/04/2021","42","Ozone","PISECO LAKE","36-041-0005","AQS","42","."
"02/05/2021","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/06/2021","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"02/07/2021","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"02/08/2021","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/09/2021","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/10/2021","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"02/11/2021","37","Ozone","PISECO LAKE","36-041-0005","AQS","37","."
"02/12/2021","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"02/13/2021","38","Ozone","PISECO LAKE","36-041-0005","AQS","38","."
"02/14/2021","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"02/15/2021","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/16/2021","31","Ozone","PISECO LAKE","36-041-0005","AQS","31","."
"02/17/2021","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"02/18/2021","36","Ozone","PISECO LAKE","36-041-0005","AQS","36","."
"02/19/2021","35","Ozone","PISECO LAKE","36-041-0005","AQS","35","."
"02/20/2021","40","Ozone","PISECO LAKE","36-041-0005","AQS","40","."
"02/21/2021","39","Ozone","PISECO LAKE","36-041-0005","AQS","39","."
"02/22/2021","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
"02/23/2021","44","Ozone","PISECO LAKE","36-041-0005","AQS","44","."
