"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"01/17/2021","36","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","66","10","38.2","01/17/2010","01/17/2007"
"01/18/2021","33","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","72","16","40.8","01/18/2009","01/18/2008"
"01/19/2021","39","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","97","18","43.2","01/19/2003","01/19/2004"
"01/20/2021","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","70","9","40.2","01/20/2009","01/20/2007"
"01/21/2021","47","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","84","18","43.6","01/21/2002","01/21/2007"
"01/22/2021","52","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","85","22","43","01/22/2001","01/22/2006"
"01/23/2021","33","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","88","13","40.2","01/23/2009","01/23/2005"
"01/24/2021","36","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","74","23","42.2","01/24/2010","01/24/2005"
"01/25/2021","36","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","86","28","37","01/25/2011","01/25/2007"
"01/26/2021","39","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","113","21","40","01/26/2011","01/26/2006"
"01/27/2021","38","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","67","22","38.2","01/27/2004","01/27/2012"
"01/28/2021","34","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","135","27","37.4","01/28/2003","01/28/2002"
"01/29/2021","37","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","91","18","44","01/29/2002","01/29/2007"
"01/30/2021","35","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","90","24","36.6","01/30/2003","01/30/2001"
"01/31/2021","31","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","76","11","38.4","01/31/2003","01/31/2006"
"02/01/2021","49","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","100","24","45","02/01/2005","02/01/2006"
"02/02/2021","35","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","93","15","41","02/02/2005","02/02/2008"
"02/03/2021","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","78","27","47","02/03/2010","02/03/2009"
"02/04/2021","39","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","72","28","50","02/04/2008","02/04/2009"
"02/05/2021","63","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","80","13","38","02/05/2011","02/05/2006"
"02/06/2021","52","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","65","16","39.8","02/06/2005","02/06/2006"
"02/07/2021","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","95","17","50","02/07/2002","02/07/2010"
"02/08/2021","44","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","66","11","39","02/08/2005","02/08/2006"
"02/09/2021","66","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","85","9","42.2","02/09/2001","02/09/2006"
"02/10/2021","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","77","24","45.4","02/10/2003","02/10/2006"
"02/11/2021","50","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","80","8","37.4","02/11/2011","02/11/2005"
"02/12/2021","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","80","17","43.6","02/12/2011","02/12/2006"
"02/13/2021","38","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","79","8","36","02/13/2001","02/13/2009"
"02/14/2021","43","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","104","5","43.2","02/14/2001","02/14/2009"
"02/15/2021","47","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","83","15","54","02/15/2014","02/15/2009"
"02/16/2021","34","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","92","9","39","02/16/2006","02/16/2009"
"02/17/2021","44","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","87","28","37.4","02/17/2007","02/17/2005"
"02/18/2021","47","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","74","11","44.8","02/18/2011","02/18/2006"
"02/19/2021","44","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","75","11","45.6","02/19/2014","02/19/2005"
"02/20/2021","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","76","10","40","02/20/2004","02/20/2010"
"02/21/2021","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","75","8","45","02/21/2006","02/21/2010"
"02/22/2021","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","78","21","41.8","02/22/2003","02/22/2010"
"02/23/2021","46","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","82","13","44.2","02/23/2006","02/23/2003"
"02/24/2021","43","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","98","0","38","02/24/2000","02/24/2007"
"02/25/2021","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","72","11","39","02/25/2008","02/25/2007"
"02/26/2021","47","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","98","10","37.6","02/26/2008","02/26/2006"
"02/27/2021","47","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","84","7","38.6","02/27/2001","02/27/2006"
"02/28/2021","54","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","71","10","43.2","02/28/2003","02/28/2009"
"03/01/2021","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","91","15","48","03/01/2004","03/01/2005"
"03/02/2021","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","73","22","44","03/02/2002","03/02/2005"
"03/03/2021","43","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","69","10","42.6","03/03/2001","03/03/2005"
"03/04/2021","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","76","20","40.6","03/04/2004","03/04/2007"
"03/05/2021","42","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","96","13","43.2","03/05/2004","03/05/2007"
"03/06/2021","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","79","13","41.2","03/06/2002","03/06/2007"
"03/07/2021","36","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","83","30","49","03/07/2002","03/07/2004"
"03/08/2021","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","88","6","51.4","03/08/2002","03/08/2008"
"03/09/2021","51","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","68","12","52","03/09/2019","03/09/2008"
"03/10/2021","53","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","65","28","46.6","03/10/2004","03/10/2008"
"03/11/2021","77","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","77","35","41.8","03/11/2005","03/11/2008"
"03/12/2021","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","79","10","38.8","03/12/2003","03/12/2009"
"03/13/2021","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","80","18","40.8","03/13/2002","03/13/2009"
"03/14/2021","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","83","26","39.4","03/14/2007","03/14/2004"
"03/15/2021","39","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","77","23","41.6","03/15/2009","03/15/2008"
"03/16/2021","39","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","95","25","42","03/16/2003","03/16/2007"
"03/17/2021","45","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","75","0","43.4","03/17/2003","03/17/2008"
"03/18/2021","55","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","66","9","41.4","03/18/2003","03/18/2007"
"03/19/2021","39","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","80","14","42.4","03/19/2010","03/19/2005"
"03/20/2021","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","77","0","43.6","03/20/2010","03/20/2008"
"03/21/2021","55","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","66","4","45.2","03/21/2001","03/21/2008"
"03/22/2021","50","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","73","16","42.2","03/22/2000","03/22/2008"
"03/23/2021","46","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","63","0","41.8","03/23/2000","03/23/2008"
"03/24/2021","44","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","74","9","43.8","03/24/2004","03/24/2008"
"03/25/2021","35","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","66","24","41","03/25/2004","03/25/2009"
"03/26/2021","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","62","31","40.2","03/26/2004","03/26/2008"
"03/27/2021","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","52","27","37.8","03/27/2004","03/27/2009"
"03/28/2021","34","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","54","18","37.8","03/28/2014","03/28/2005"
"03/29/2021","38","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","64","0","43.4","03/29/2001","03/29/2007"
"03/30/2021","46","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","61","0","44.6","03/30/2019","03/30/2007"
"03/31/2021","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","105","9","44.6","03/31/2006","03/31/2009"
"04/01/2021","36","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","67","35","42","04/01/2006","04/01/2010"
"04/02/2021","33","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","77","14","42.8","04/02/2000","04/02/2005"
"04/03/2021","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","94","20","45.6","04/03/2000","04/03/2005"
"04/04/2021","43","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","64","35","40.6","04/04/2001","04/04/2006"
"04/05/2021","44","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","74","31","40.4","04/05/2010","04/05/2000"
"04/06/2021","37","Ozone","UXBRIDGE","25-027-0024","AQS","68","31","41.8","04/06/2001","04/06/2007"
"04/07/2021","37","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","87","31","41.6","04/07/2005","04/07/2017"
"04/08/2021","40","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","74","30","37","04/08/2000","04/08/2007"
"04/09/2021","42","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","64","31","39.8","04/09/2005","04/09/2019"
"04/10/2021","46","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","87","34","50","04/10/2017","04/10/2015"
"04/11/2021","45","PM2.5","WORCESTER SUMMER STREET","25-027-0023","AQS","97","33","56","04/11/2017","04/11/2000"
"04/12/2021","35","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","108","35","48.8","04/12/2006","04/12/2012"
"04/13/2021","41","Ozone","UXBRIDGE","25-027-0024","AQS","71","37","49.2","04/13/2006","04/13/2007"
"04/14/2021","41","Ozone","WORCESTER AIRPORT","25-027-0015","AQS","71","39","43.6","04/14/2001","04/14/2016"
