"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"03/22/2021","50","Ozone","","33-007-4001","AQS","90","7","42.2","03/22/2010","03/22/2008"
"03/23/2021","51","Ozone","","33-007-4001","AQS","58","10","48.6","03/23/2017","03/23/2009"
"03/24/2021","49","Ozone","","33-007-4001","AQS","74","29","54.6","03/24/2016","03/24/2002"
"03/25/2021","46","Ozone","","33-007-4001","AQS","71","9","55","03/25/2017","03/25/2007"
"03/26/2021","42","Ozone","","33-007-4001","AQS","77","17","56.2","03/26/2017","03/26/2009"
"03/27/2021","44","Ozone","","33-007-4001","AQS","67","31","50.2","03/27/2016","03/27/2002"
"03/28/2021","44","Ozone","","33-007-4001","AQS","51","8","48","03/28/2019","03/28/2007"
"03/29/2021","46","Ozone","","33-007-4001","AQS","61","12","49","03/29/2015","03/29/2009"
"03/30/2021","51","Ozone","","33-007-4001","AQS","77","32","55.6","03/30/2017","03/30/2002"
"03/31/2021","47","Ozone","","33-007-4001","AQS","129","6","54.8","03/31/2006","03/31/2007"
"04/01/2021","46","Ozone","","33-007-4001","AQS","126","20","46.6","04/01/2006","04/01/2001"
"04/02/2021","40","Ozone","","33-007-4001","AQS","108","35","51","04/02/2010","04/02/2002"
"04/03/2021","42","Ozone","","33-007-4001","AQS","108","40","49.6","04/03/2010","04/03/2016"
"04/04/2021","44","Ozone","","33-007-4001","AQS","87","35","47","04/04/2010","04/04/2001"
"04/05/2021","43","Ozone","","33-007-4001","AQS","71","33","49.2","04/05/2017","04/05/2002"
"04/06/2021","39","Ozone","","33-007-4001","AQS","93","24","49","04/06/2009","04/06/2007"
"04/07/2021","39","Ozone","","33-007-4001","AQS","100","22","46","04/07/2005","04/07/2007"
"04/08/2021","39","Ozone","","33-007-4001","AQS","115","25","46.4","04/08/2008","04/08/2007"
"04/09/2021","41","Ozone","","33-007-4001","AQS","87","34","52.8","04/09/2017","04/09/2007"
"04/10/2021","46","Ozone","","33-007-4001","AQS","93","37","53.4","04/10/2017","04/10/2004"
"04/11/2021","46","Ozone","","33-007-4001","AQS","87","34","55","04/11/2017","04/11/2002"
"04/12/2021","42","Ozone","","33-007-4001","AQS","115","39","55.4","04/12/2006","04/12/2009"
"04/13/2021","42","Ozone","","33-007-4001","AQS","90","36","58.4","04/13/2014","04/13/2008"
"04/14/2021","43","Ozone","","33-007-4001","AQS","101","11","59","04/14/2018","04/14/2002"
"04/15/2021","45","Ozone","","33-007-4001","AQS","126","43","69.6","04/15/2003","04/15/2014"
"04/16/2021","43","Ozone","","33-007-4001","AQS","97","33","62.2","04/16/2012","04/16/2001"
"04/17/2021","37","Ozone","","33-007-4001","AQS","119","36","53.6","04/17/2005","04/17/2006"
"04/18/2021","37","Ozone","","33-007-4001","AQS","112","37","50.6","04/18/2008","04/18/2018"
"04/19/2021","44","Ozone","","33-007-4001","AQS","126","39","44","04/19/2005","04/19/2019"
