"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"07/24/2021","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","105","5","24.4","07/24/2001","07/24/2014"
"07/25/2021","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","71","18","29.6","07/25/2006","07/25/2013"
"07/26/2021","114","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","70","18","31.8","07/26/2007","07/26/2010"
"07/27/2021","67","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","53","19","37.8","07/27/2008","07/27/2001"
"07/28/2021","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","78","29","38.6","07/28/2002","07/28/2017"
"07/29/2021","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","59","5","37.2","07/29/2009","07/29/2014"
"07/30/2021","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","55","8","36.4","07/30/2019","07/30/2014"
"07/31/2021","27","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","56","17","27.4","07/31/2008","07/31/2015"
"08/01/2021","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","56","16","26.6","08/01/2004","08/01/2015"
"08/02/2021","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","81","20","33.2","08/02/2001","08/02/2015"
"08/03/2021","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","61","19","34.6","08/03/2010","08/03/2008"
"08/04/2021","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","76","15","35.8","08/04/2010","08/04/2013"
"08/05/2021","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","71","9","31.6","08/05/2005","08/05/2015"
"08/06/2021","72","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","54","4","33.8","08/06/2018","08/06/2015"
"08/07/2021","57","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","75","15","30.75","08/07/2003","08/07/2009"
"08/08/2021","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","65","8","28.6","08/08/2005","08/08/2015"
"08/09/2021","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","67","13","29.2","08/09/2010","08/09/2015"
"08/10/2021","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","69","15","35","08/10/2004","08/10/2007"
"08/11/2021","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","77","5","36.8","08/11/2016","08/11/2015"
"08/12/2021","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","104","7","28.6","08/12/2002","08/12/2015"
"08/13/2021","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","41","0","30","08/13/2019","08/13/2014"
"08/14/2021","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","43","7","29.2","08/14/2005","08/14/2014"
"08/15/2021","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","102","9","30","08/15/2002","08/15/2014"
"08/16/2021","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","68","13","32","08/16/2003","08/16/2015"
"08/17/2021","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","80","10","37.2","08/17/2009","08/17/2014"
"08/18/2021","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","69","9","32","08/18/2009","08/18/2014"
"08/19/2021","21","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","93","15","35.6","08/19/2004","08/19/2008"
"08/20/2021","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","60","8","28.2","08/20/2001","08/20/2015"
"08/21/2021","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","61","9","32","08/21/2013","08/21/2015"
"08/22/2021","24","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","94","0","37.8","08/22/2003","08/22/2014"
"08/23/2021","26","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","56","13","25.8","08/23/2001","08/23/2015"
"08/24/2021","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","55","8","29.8","08/24/2012","08/24/2015"
"08/25/2021","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","63","14","41.6","08/25/2018","08/25/2010"
"08/26/2021","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","58","14","33.6","08/26/2001","08/26/2008"
"08/27/2021","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","55","13","33.6","08/27/2014","08/27/2015"
"08/28/2021","22","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","79","8","38.4","08/28/2004","08/28/2014"
"08/29/2021","22","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","53","8","33.4","08/29/2010","08/29/2009"
"08/30/2021","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","58","20","32.6","08/30/2010","08/30/2002"
"08/31/2021","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","72","13","36.8","08/31/2010","08/31/2009"
"09/01/2021","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","78","9","30.4","09/01/2010","09/01/2014"
"09/02/2021","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","74","17","31.6","09/02/2010","09/02/2006"
"09/03/2021","15","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","82","8","35.4","09/03/2010","09/03/2014"
"09/04/2021","17","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","71","13","31.6","09/04/2011","09/04/2012"
"09/05/2021","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","71","7","35.8","09/05/2008","09/05/2010"
"09/06/2021","35","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","53","18","38","09/06/2017","09/06/2003"
"09/07/2021","24","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","47","2","33.2","09/07/2010","09/07/2014"
"09/08/2021","49","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","54","11","28.6","09/08/2006","09/08/2014"
"09/09/2021","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","59","13","28.4","09/09/2000","09/09/2007"
"09/10/2021","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","49","8","27","09/10/2013","09/10/2014"
"09/11/2021","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","56","15","27.4","09/11/2002","09/11/2015"
"09/12/2021","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","73","9","23.4","09/12/2000","09/12/2014"
"09/13/2021","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","59","4","26.6","09/13/2011","09/13/2015"
"09/14/2021","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","65","8","24.6","09/14/2011","09/14/2015"
"09/15/2021","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","53","13","26.8","09/15/2004","09/15/2010"
"09/16/2021","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","58","10","28.4","09/16/2005","09/16/2016"
"09/17/2021","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","39","17","29.8","09/17/2014","09/17/2009"
"09/18/2021","27","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","49","13","28.6","09/18/2000","09/18/2004"
"09/19/2021","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","46","6","25.4","09/19/2001","09/19/2016"
"09/20/2021","22","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","75","11","24.4","09/20/2002","09/20/2015"
"09/21/2021","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","67","7","31.2","09/21/2007","09/21/2014"
"09/22/2021","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","54","7","29.6","09/22/2001","09/22/2014"
"09/23/2021","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","56","15","29.4","09/23/2006","09/23/2015"
"09/24/2021","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","64","17","30","09/24/2010","09/24/2009"
"09/25/2021","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","48","14","31.75","09/25/2017","09/25/2009"
"09/26/2021","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","48","18","33.75","09/26/2017","09/26/2006"
"09/27/2021","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","56","5","34","09/27/2007","09/27/2010"
"09/28/2021","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","45","15","33.5","09/28/2011","09/28/2012"
"09/29/2021","21","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","48","8","25","09/29/2014","09/29/2012"
"09/30/2021","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","42","6","22.2","09/30/2011","09/30/2015"
"10/01/2021","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","43","10","24.6","10/01/2005","10/01/2010"
"10/02/2021","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","82","10","21.2","10/02/2002","10/02/2010"
"10/03/2021","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","58","5","20.8","10/03/2000","10/03/2015"
"10/04/2021","18","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","75","0","27.2","10/04/2005","10/04/2014"
"10/05/2021","25","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","39","15","29.5","10/05/2012","10/05/2006"
"10/06/2021","22","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","76","12","28.5","10/06/2007","10/06/2000"
"10/07/2021","27","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","45","8","35","10/07/2011","10/07/2001"
"10/08/2021","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","57","18","25.5","10/08/2011","10/08/2009"
"10/09/2021","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","58","19","26.4","10/09/2011","10/09/2014"
"10/10/2021","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","63","12","32.75","10/10/2011","10/10/2012"
"10/11/2021","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","48","20","27","10/11/2011","10/11/2009"
"10/12/2021","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","53","25","29.5","10/12/2000","10/12/2017"
"10/13/2021","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","62","12","29.8","10/13/2001","10/13/2011"
"10/14/2021","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","59","9","28.4","10/14/2008","10/14/2015"
"10/15/2021","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","47","2","29","10/15/2012","10/15/2014"
"10/16/2021","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","37","5","28","10/16/2008","10/16/2005"
"10/17/2021","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","54","12","26.6","10/17/2012","10/17/2015"
"10/18/2021","20","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","82","17","31.2","10/18/2007","10/18/2014"
"10/19/2021","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","64","7","34.2","10/19/2009","10/19/2014"
"10/20/2021","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","54","12","33.4","10/20/2008","10/20/2006"
"10/21/2021","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","56","10","34.2","10/21/2000","10/21/2011"
"10/22/2021","27","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","52","5","31","10/22/2001","10/22/2008"
"10/23/2021","21","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","56","12","32","10/23/2012","10/23/2014"
"10/24/2021","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","64","17","31.4","10/24/2008","10/24/2014"
"10/25/2021","21","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","51","3","27","10/25/2012","10/25/2005"
"10/26/2021","21","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","57","14","30.4","10/26/2012","10/26/2006"
"10/27/2021","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","66","13","33.6","10/27/2000","10/27/2007"
"10/28/2021","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","60","19","26.2","10/28/2013","10/28/2019"
"10/29/2021","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","72","3","25.6","10/29/2013","10/29/2008"
"10/30/2021","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","59","14","24.6","10/30/2013","10/30/2012"
"10/31/2021","25","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","69","12","36.8","10/31/2013","10/31/2010"
"11/01/2021","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","75","11","32.6","11/01/2011","11/01/2010"
"11/02/2021","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","75","16","36.4","11/02/2011","11/02/2014"
"11/03/2021","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","75","15","34.2","11/03/2011","11/03/2012"
"11/04/2021","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","80","19","31","11/04/2008","11/04/2011"
"11/05/2021","50","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","89","10","36.2","11/05/2008","11/05/2010"
"11/06/2021","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","76","14","25.6","11/06/2005","11/06/2010"
"11/07/2021","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","80","9","27.6","11/07/2011","11/07/2015"
"11/08/2021","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","84","14","35","11/08/2011","11/08/2010"
"11/09/2021","61","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","66","20","37.8","11/09/2011","11/09/2010"
"11/10/2021","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","77","14","36.4","11/10/2014","11/10/2008"
"11/11/2021","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","65","11","31.6","11/11/2014","11/11/2000"
"11/12/2021","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","74","19","37.6","11/12/2009","11/12/2013"
"11/13/2021","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","61","13","36.8","11/13/2010","11/13/2015"
"11/14/2021","21","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","61","13","42.4","11/14/2016","11/14/2014"
"11/15/2021","22","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","94","28","43.2","11/15/2001","11/15/2008"
"11/16/2021","22","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","87","5","30.2","11/16/2012","11/16/2008"
"11/17/2021","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","95","15","38.2","11/17/2012","11/17/2011"
"11/18/2021","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","99","23","42.4","11/18/2012","11/18/2014"
"11/19/2021","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","103","6","35.2","11/19/2012","11/19/2015"
"11/20/2021","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","108","18","36.6","11/20/2012","11/20/2015"
"11/21/2021","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","104","16","41.4","11/21/2012","11/21/2008"
"11/22/2021","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","82","14","32.6","11/22/2013","11/22/2008"
"11/23/2021","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","73","10","33.2","11/23/2012","11/23/2007"
"11/24/2021","39","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","72","15","48.6","11/24/2008","11/24/2010"
"11/25/2021","62","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","80","18","55.4","11/25/2011","11/25/2012"
"11/26/2021","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","70","17","46.8","11/26/2007","11/26/2010"
"11/27/2021","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","76","20","38","11/27/2012","11/27/2010"
"11/28/2021","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","59","5","30.4","11/28/2010","11/28/2009"
"11/29/2021","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","71","24","27.2","11/29/2013","11/29/2015"
"11/30/2021","60","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","76","12","36","11/30/2014","11/30/2011"
"12/01/2021","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","67","9","40","12/01/2013","12/01/2010"
"12/02/2021","39","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","94","20","37","12/02/2013","12/02/2014"
"12/03/2021","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","91","9","37.4","12/03/2013","12/03/2015"
"12/04/2021","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","75","10","46.2","12/04/2013","12/04/2010"
"12/05/2021","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","80","7","37.6","12/05/2011","12/05/2010"
"12/06/2021","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","70","8","44.6","12/06/2015","12/06/2010"
"12/07/2021","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","81","10","46","12/07/2015","12/07/2010"
"12/08/2021","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","76","14","51.8","12/08/2000","12/08/2010"
"12/09/2021","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","63","22","50","12/09/2015","12/09/2014"
"12/10/2021","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","91","10","43.6","12/10/2002","12/10/2009"
"12/11/2021","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","82","24","52.2","12/11/2010","12/11/2014"
"12/12/2021","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","99","28","37","12/12/2011","12/12/2014"
"12/13/2021","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","97","17","35.6","12/13/2011","12/13/2010"
"12/14/2021","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","95","13","41.8","12/14/2011","12/14/2010"
"12/15/2021","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","107","10","38.2","12/15/2005","12/15/2015"
"12/16/2021","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","58","10","41","12/16/2014","12/16/2009"
"12/17/2021","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","79","5","40.6","12/17/2013","12/17/2009"
"12/18/2021","26","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","79","12","42.2","12/18/2013","12/18/2014"
"12/19/2021","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","94","18","38.4","12/19/2010","12/19/2014"
"12/20/2021","49","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","97","18","48.6","12/20/2013","12/20/2015"
"12/21/2021","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","76","11","50.2","12/21/2019","12/21/2012"
"12/22/2021","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","88","17","49.8","12/22/2019","12/22/2012"
"12/23/2021","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","79","8","40.4","12/23/2013","12/23/2010"
"12/24/2021","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","84","7","33.8","12/24/2005","12/24/2014"
"12/25/2021","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","70","17","43","12/25/2011","12/25/2014"
"12/26/2021","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","75","21","48.8","12/26/2012","12/26/2009"
"12/27/2021","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","77","8","33.4","12/27/2008","12/27/2010"
"12/28/2021","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","79","13","29.4","12/28/2008","12/28/2011"
"12/29/2021","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","109","14","38.2","12/29/2013","12/29/2014"
"12/30/2021","57","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","92","18","37","12/30/2010","12/30/2008"
"12/31/2021","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","109","20","40.4","12/31/2010","12/31/2008"
