"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"08/25/2020","71","Ozone","BABYLON","36-103-0002","AQS","151","29","61","08/25/2003","08/25/2019"
"08/26/2020","33","Ozone","BABYLON","36-103-0002","AQS","136","40","60.6","08/26/2009","08/26/2006"
"08/27/2020","74","Ozone","BABYLON","36-103-0002","AQS","187","41","61","08/27/2014","08/27/2011"
"08/28/2020","64","Ozone","BABYLON","36-103-0002","AQS","115","33","66.8","08/28/2018","08/28/2011"
"08/29/2020","38","PM2.5","Toms River","34-029-2002","AQS","143","23","83","08/29/2018","08/29/2002"
"08/30/2020","39","PM2.5","Elizabeth Lab","34-039-0004","AQS","133","32","72.2","08/30/2010","08/30/2004"
"08/31/2020","33","PM2.5","Newark Firehouse","34-013-0003","AQS","174","29","73.4","08/31/2010","08/31/2009"
"09/01/2020","32","PM2.5","Newark Firehouse","34-013-0003","AQS","172","36","61.8","09/01/2010","09/01/2002"
"09/02/2020","39","PM2.5","Fort Lee Near Road","34-003-0010","AQS","172","36","55.2","09/02/2010","09/02/2017"
"09/03/2020","77","Ozone","BABYLON","36-103-0002","AQS","161","34","70.8","09/03/2015","09/03/2017"
"09/04/2020","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","164","45","59.8","09/04/2008","09/04/2016"
"09/05/2020","48","Ozone","BABYLON","36-103-0002","AQS","140","30","60.8","09/05/2009","09/05/2000"
"09/06/2020","67","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","100","34","65.4","09/06/2007","09/06/2016"
"09/07/2020","48","PM2.5","Newark Firehouse","34-013-0003","AQS","164","36","57.6","09/07/2001","09/07/2019"
"09/08/2020","54","Ozone","Rockland County","36-087-0005","AQS","200","31","66","09/08/2002","09/08/2011"
"09/09/2020","48","PM2.5","Newark Firehouse","34-013-0003","AQS","182","27","46","09/09/2002","09/09/2017"
"09/10/2020","43","PM2.5","Newark Firehouse","34-013-0003","AQS","202","24","53","09/10/2002","09/10/2010"
"09/11/2020","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","143","28","54.4","09/11/2013","09/11/2009"
"09/12/2020","31","Ozone","Chester","34-027-3001","AQS","150","29","47","09/12/2005","09/12/2009"
"09/13/2020","33","PM2.5","Fort Lee Near Road","34-003-0010","AQS","192","29","44.4","09/13/2005","09/13/2014"
"09/14/2020","42","PM2.5","Elizabeth Lab","34-039-0004","AQS","150","21","53.6","09/14/2002","09/14/2013"
"09/15/2020","30","PM2.5","Elizabeth Lab","34-039-0004","AQS","94","31","54.4","09/15/2000","09/15/2012"
"09/16/2020","34","PM2.5","Fort Lee Near Road","34-003-0010","AQS","112","26","63.8","09/16/2015","09/16/2000"
"09/17/2020","48","PM2.5","Newark Firehouse","34-013-0003","AQS","166","27","76.4","09/17/2015","09/17/2011"
"09/18/2020","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","147","31","58.4","09/18/2015","09/18/2018"
"09/19/2020","33","PM2.5","Flemington","34-019-0001","AQS","126","29","46.6","09/19/2001","09/19/2004"
"09/20/2020","34","PM2.5","Flemington","34-019-0001","AQS","122","28","44.6","09/20/2000","09/20/2004"
"09/21/2020","30","Ozone","Ramapo","34-031-5001","AQS","154","36","51.8","09/21/2007","09/21/2015"
"09/22/2020","39","Ozone","Colliers Mills","34-029-0006","AQS","140","30","53.6","09/22/2010","09/22/2014"
"09/23/2020","49","Ozone","BABYLON","36-103-0002","AQS","126","28","69.4","09/23/2016","09/23/2012"
"09/24/2020","64","PM2.5","Queens College Near Road","36-081-0125","AQS","148","35","57.6","09/24/2001","09/24/2018"
"09/25/2020","78","PM2.5","Fort Lee Near Road","34-003-0010","AQS","151","26","53.8","09/25/2007","09/25/2009"
"09/26/2020","59","PM2.5","Newark Firehouse","34-013-0003","AQS","147","29","49.4","09/26/2007","09/26/2009"
"09/27/2020","43","PM2.5","Fort Lee Near Road","34-003-0010","AQS","91","32","44.8","09/27/2006","09/27/2009"
"09/28/2020","38","PM2.5","Toms River","34-029-2002","AQS","87","35","50.4","09/28/2006","09/28/2003"
"09/29/2020","40","PM2.5","Elizabeth Lab","34-039-0004","AQS","67","29","40","09/29/2014","09/29/2012"
"09/30/2020","46","PM2.5","Elizabeth Lab","34-039-0004","AQS","62","23","35.8","09/30/2011","09/30/2009"
"10/01/2020","40","Ozone","RIVERHEAD","36-103-0004","AQS","69","26","39.4","10/01/2002","10/01/2015"
"10/02/2020","35","Ozone","RIVERHEAD","36-103-0004","AQS","115","22","43","10/02/2005","10/02/2015"
"10/03/2020","35","PM2.5","Rutgers University","34-023-0011","AQS","105","24","41","10/03/2001","10/03/2015"
"10/04/2020","50","PM2.5","Rutgers University","34-023-0011","AQS","120","28","46.4","10/04/2006","10/04/2010"
"10/05/2020","37","Ozone","Rockland County","36-087-0005","AQS","115","27","41.8","10/05/2001","10/05/2009"
"10/06/2020","51","PM2.5","Elizabeth Lab","34-039-0004","AQS","93","35","46.2","10/06/2007","10/06/2002"
"10/07/2020","52","PM2.5","Jersey City Firehouse","34-017-1003","AQS","68","27","47.4","10/07/2007","10/07/2012"
"10/08/2020","30","Ozone","RIVERHEAD","36-103-0004","AQS","93","27","41.4","10/08/2003","10/08/2000"
"10/09/2020","39","Ozone","Rutgers University","34-023-0011","AQS","167","16","37.8","10/09/2003","10/09/2005"
"10/10/2020","48","PM2.5","Newark Firehouse","34-013-0003","AQS","135","33","40.2","10/10/2003","10/10/2012"
"10/11/2020","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","74","21","39.4","10/11/2006","10/11/2005"
"10/12/2020","30","Ozone","Colliers Mills","34-029-0006","AQS","66","32","44.4","10/12/2000","10/12/2005"
"10/13/2020","30","Ozone","BABYLON","36-103-0002","AQS","73","32","43.2","10/13/2008","10/13/2010"
"10/14/2020","45","PM2.5","Elizabeth Lab","34-039-0004","AQS","80","32","37.2","10/14/2000","10/14/2015"
"10/15/2020","48","PM2.5","Newark Firehouse","34-013-0003","AQS","87","29","39.8","10/15/2000","10/15/2015"
"10/16/2020","37","Ozone","RIVERHEAD","36-103-0004","AQS","71","31","41","10/16/2008","10/16/2002"
"10/17/2020","53","PM2.5","Rahway","34-039-2003","AQS","107","28","39.4","10/17/2007","10/17/2015"
"10/18/2020","60","PM2.5","Elizabeth Lab","34-039-0004","AQS","89","29","40.6","10/18/2007","10/18/2019"
"10/19/2020","43","PM2.5","Elizabeth Lab","34-039-0004","AQS","86","27","45.4","10/19/2006","10/19/2008"
"10/20/2020","48","PM2.5","Fort Lee Near Road","34-003-0010","AQS","82","31","55.6","10/20/2001","10/20/2005"
"10/21/2020","48","PM2.5","Fort Lee Near Road","34-003-0010","AQS","100","33","51.4","10/21/2000","10/21/2018"
"10/22/2020","78","PM2.5","Fort Lee Near Road","34-003-0010","AQS","79","23","47.4","10/22/2009","10/22/2008"
"10/23/2020","58","PM2.5","Fort Lee Near Road","34-003-0010","AQS","70","24","40.6","10/23/2001","10/23/2005"
"10/24/2020","36","PM2.5","Elizabeth Lab","34-039-0004","AQS","73","29","36.4","10/24/2001","10/24/2015"
"10/25/2020","26","Ozone","RIVERHEAD","36-103-0004","AQS","99","28","38.8","10/25/2000","10/25/2015"
"10/26/2020","47","PM2.5","Fort Lee Near Road","34-003-0010","AQS","155","32","43.8","10/26/2000","10/26/2005"
"10/27/2020","34","PM2.5","Elizabeth Lab","34-039-0004","AQS","162","26","39.2","10/27/2000","10/27/2001"
"10/28/2020","31","PM2.5","Toms River","34-029-2002","AQS","64","26","33.4","10/28/2014","10/28/2018"
"10/29/2020","31","PM2.5","Elizabeth Lab","34-039-0004","AQS","56","28","35.6","10/29/2004","10/29/2011"
"10/30/2020","31","Ozone","RIVERHEAD","36-103-0004","AQS","87","30","45.6","10/30/2004","10/30/2002"
"10/31/2020","43","PM2.5","Toms River","34-029-2002","AQS","80","25","41.2","10/31/2013","10/31/2012"
"11/01/2020","46","PM2.5","Flemington","34-019-0001","AQS","82","28","50","11/01/2006","11/01/2010"
"11/02/2020","35","PM2.5","Intermediate School 143","36-061-0115","AQS","84","31","50.2","11/02/2003","11/02/2009"
"11/03/2020","47","PM2.5","Intermediate School 143","36-061-0115","AQS","102","28","52.2","11/03/2003","11/03/2012"
"11/04/2020","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","88","28","42","11/04/2008","11/04/2012"
"11/05/2020","58","PM2.5","Rahway","34-039-2003","AQS","99","26","52.6","11/05/2005","11/05/2001"
"11/06/2020","60","PM2.5","Rahway","34-039-2003","AQS","119","30","41.8","11/06/2005","11/06/2000"
"11/07/2020","72","PM2.5","EISENHOWER PARK","36-059-0005","AQS","82","27","45.4","11/07/2006","11/07/2014"
"11/08/2020","92","PM2.5","Newark Firehouse","34-013-0003","AQS","92","27","41.6","11/08/2011","11/08/2019"
"11/09/2020","99","PM2.5","Newark Firehouse","34-013-0003","AQS","147","30","47","11/09/2009","11/09/2004"
"11/10/2020","67","PM2.5","Elizabeth Lab","34-039-0004","AQS","91","31","43.2","11/10/2012","11/10/2016"
"11/11/2020","41","PM2.5","Elizabeth Lab","34-039-0004","AQS","94","31","50.2","11/11/2012","11/11/2013"
"11/12/2020","39","PM2.5","Elizabeth Lab","34-039-0004","AQS","84","27","48.4","11/12/2007","11/12/2000"
"11/13/2020","31","PM2.5","Elizabeth Lab","34-039-0004","AQS","87","31","49.8","11/13/2007","11/13/2013"
"11/14/2020","67","PM2.5","Rahway","34-039-2003","AQS","102","30","47","11/14/2007","11/14/2014"
"11/15/2020","74","PM2.5","Rutgers University","34-023-0011","AQS","118","35","49","11/15/2001","11/15/2018"
"11/16/2020","40","PM2.5","Jersey City Firehouse","34-017-1003","AQS","87","33","41.8","11/16/2001","11/16/2017"
"11/17/2020","51","PM2.5","Intermediate School 143","36-061-0115","AQS","126","25","46.6","11/17/2003","11/17/2005"
"11/18/2020","33","PM2.5","Fort Lee Near Road","34-003-0010","AQS","112","27","44.2","11/18/2004","11/18/2006"
"11/19/2020","37","PM2.5","Flemington","34-019-0001","AQS","79","31","49.6","11/19/2000","11/19/2006"
"11/20/2020","51","PM2.5","Flemington","34-019-0001","AQS","128","31","41.6","11/20/2000","11/20/2001"
"11/21/2020","57","PM2.5","Rutgers University","34-023-0011","AQS","127","38","45.2","11/21/2005","11/21/2015"
"11/22/2020","32","PM2.5","IS 52","36-005-0110","AQS","89","32","42","11/22/2007","11/22/2018"
"11/23/2020","39","PM2.5","Fort Lee Near Road","34-003-0010","AQS","108","30","35.6","11/23/2001","11/23/2005"
"11/24/2020","35","PM2.5","Queens College Near Road","36-081-0125","AQS","80","34","51.8","11/24/2008","11/24/2012"
"11/25/2020","43","PM2.5","Elizabeth Lab","34-039-0004","AQS","98","32","68.4","11/25/2002","11/25/2003"
"11/26/2020","40","PM2.5","Fort Lee Near Road","34-003-0010","AQS","103","31","59","11/26/2003","11/26/2017"
"11/27/2020","42","PM2.5","EISENHOWER PARK","36-059-0005","AQS","111","30","46.8","11/27/2006","11/27/2014"
"11/28/2020","34","PM2.5","Elizabeth Lab","34-039-0004","AQS","136","25","40","11/28/2006","11/28/2018"
"11/29/2020","55","PM2.5","Flemington","34-019-0001","AQS","124","29","37.4","11/29/2006","11/29/2019"
"11/30/2020","45","PM2.5","Flemington","34-019-0001","AQS","96","34","54.8","11/30/2012","11/30/2011"
"12/01/2020","44","PM2.5","Elizabeth Lab","34-039-0004","AQS","77","29","42.4","12/01/2012","12/01/2016"
"12/02/2020","31","Ozone","MT NINHAM","36-079-0005","AQS","107","32","48.8","12/02/2013","12/02/2000"
"12/03/2020","40","PM2.5","Elizabeth Lab","34-039-0004","AQS","97","35","49.8","12/03/2017","12/03/2002"
"12/04/2020","47","PM2.5","Elizabeth Lab","34-039-0004","AQS","101","32","54.8","12/04/2017","12/04/2018"
"12/05/2020","46","PM2.5","RICHMOND POST OFFICE","36-085-0055","AQS","105","36","49.2","12/05/2007","12/05/2019"
"12/06/2020","31","Ozone","Chester","34-027-3001","AQS","135","38","54.8","12/06/2005","12/06/2019"
"12/07/2020","31","Ozone","Chester","34-027-3001","AQS","107","35","54.6","12/07/2002","12/07/2014"
"12/08/2020","30","PM2.5","Newark Firehouse","34-013-0003","AQS","96","37","51.6","12/08/2007","12/08/2005"
"12/09/2020","56","PM2.5","Elizabeth Lab","34-039-0004","AQS","97","35","56","12/09/2005","12/09/2016"
"12/10/2020","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","108","30","57.8","12/10/2002","12/10/2014"
"12/11/2020","69","PM2.5","Elizabeth Lab","34-039-0004","AQS","128","33","63","12/11/2000","12/11/2019"
"12/12/2020","127","PM2.5","Newark Firehouse","34-013-0003","AQS","96","26","67.2","12/12/2015","12/12/2003"
"12/13/2020","63","PM2.5","Rahway","34-039-2003","AQS","95","33","63.4","12/13/2006","12/13/2003"
"12/14/2020","33","PM2.5","Jersey City Firehouse","34-017-1003","AQS","103","30","52.2","12/14/2006","12/14/2019"
"12/15/2020","30","PM2.5","Intermediate School 143","36-061-0115","AQS","105","30","46.6","12/15/2006","12/15/2001"
"12/16/2020","31","Ozone","BABYLON","36-103-0002","AQS","80","33","59.2","12/16/2017","12/16/2001"
"12/17/2020","33","Ozone","Chester","34-027-3001","AQS","69","31","49","12/17/2010","12/17/2002"
"12/18/2020","41","PM2.5","Queens College Near Road","36-081-0125","AQS","84","31","48","12/18/2005","12/18/2014"
"12/19/2020","60","PM2.5","NEWBURGH","36-071-0002","AQS","91","34","52","12/19/2000","12/19/2014"
"12/20/2020","77","PM2.5","Flemington","34-019-0001","AQS","83","39","57.6","12/20/2013","12/20/2014"
"12/21/2020","85","PM2.5","Flemington","34-019-0001","AQS","116","31","57.2","12/21/2005","12/21/2001"
"12/22/2020","71","PM2.5","Fort Lee Near Road","34-003-0010","AQS","126","43","65","12/22/2004","12/22/2012"
"12/23/2020","38","PM2.5","Newark Firehouse","34-013-0003","AQS","85","45","64.8","12/23/2019","12/23/2010"
"12/24/2020","54","PM2.5","Toms River","34-029-2002","AQS","93","33","53.8","12/24/2005","12/24/2004"
"12/25/2020","48","PM2.5","CCNY","36-061-0135","AQS","107","31","50.8","12/25/2005","12/25/2003"
"12/26/2020","50","PM2.5","Elizabeth Lab","34-039-0004","AQS","79","37","53.8","12/26/2019","12/26/2002"
"12/27/2020","55","PM2.5","EISENHOWER PARK","36-059-0005","AQS","79","34","51.6","12/27/2008","12/27/2003"
"12/28/2020","55","PM2.5","Flemington","34-019-0001","AQS","76","35","46","12/28/2002","12/28/2015"
"12/29/2020","51","PM2.5","NEWBURGH","36-071-0002","AQS","92","34","48.8","12/29/2003","12/29/2014"
"12/30/2020","45","PM2.5","Elizabeth Lab","34-039-0004","AQS","105","31","54.2","12/30/2010","12/30/2019"
"12/31/2020","51","PM2.5","Intermediate School 143","36-061-0115","AQS","128","35","44.8","12/31/2010","12/31/2019"
