"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2018","72","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","27",".","72","27"
"01/02/2018","57","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","32","12","57","26"
"01/03/2018","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8","31",".","59","37"
"01/04/2018","67","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8","29",".","67","32"
"01/05/2018","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","31",".","18","5"
"01/06/2018","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","32",".","20","18"
"01/07/2018","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","27",".","59","26"
"01/08/2018","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7","24",".","53","35"
"01/09/2018","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","30",".","30","21"
"01/10/2018","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7","18",".","58","27"
"01/11/2018","75","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10","5",".","75","43"
"01/12/2018","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7","29",".","30","28"
"01/13/2018","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","34",".","10","4"
"01/14/2018","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","34",".","23","19"
"01/15/2018","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","31",".","40","14"
"01/16/2018","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","17",".","59","22"
"01/17/2018","69","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","18",".","69","19"
"01/18/2018","68","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","23",".","68","25"
"01/19/2018","73","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","25",".","73","27"
"01/20/2018","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","35",".","56","31"
"01/21/2018","63","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","26",".","63","30"
"01/22/2018","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","31",".","41","21"
"01/23/2018","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","29",".","18","23"
"01/24/2018","35","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","35",".","10","4"
"01/25/2018","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","37",".","18","22"
"01/26/2018","49","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","31",".","49","25"
"01/27/2018","62","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","31",".","62","28"
"01/28/2018","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","29",".","52","22"
"01/29/2018","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","26",".","34","19"
"01/30/2018","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","30",".","35","8"
"01/31/2018","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","32",".","30","23"
"02/01/2018","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","22",".","47","28"
"02/02/2018","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","31",".","25","21"
"02/03/2018","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","31",".","36","22"
"02/04/2018","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","25",".","36","29"
