"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"03/08/2019","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","44",".","56","36"
"03/09/2019","66","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8","50",".","66","36"
"03/10/2019","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","44","12","22","21"
"03/11/2019","46","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","46",".","25","8"
"03/12/2019","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","42",".","27","31"
"03/13/2019","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","44",".","52","29"
"03/14/2019","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","46",".","54","27"
"03/15/2019","45","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","45",".","35","25"
"03/16/2019","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44","10","12","3"
"03/17/2019","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","42",".","13","3"
"03/18/2019","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","44",".","22","27"
"03/19/2019","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","44",".","43","25"
"03/20/2019","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".",".","58","25"
"03/21/2019","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".",".","47","27"
"03/22/2019","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","42","2","10","22"
"03/23/2019","41","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","41",".","11","14"
"03/24/2019","49","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","49",".","31","28"
"03/25/2019","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","42",".","25","20"
"03/26/2019","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","42",".","41","26"
"03/27/2019","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","44",".","45","27"
"03/28/2019","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","47","31","48","25"
"03/29/2019","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","34",".","48","31"
"03/30/2019","45","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","45",".","40","17"
"03/31/2019","40","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","40",".","29","16"
"04/01/2019","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","42",".","18","23"
"04/02/2019","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","44",".","31","24"
"04/03/2019","49","PM10","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","47","49","34","24"
"04/04/2019","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","42",".","17","4"
"04/05/2019","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","38",".","28","23"
"04/06/2019","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","38",".","35","19"
"04/07/2019","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","40",".","47","14"
"04/08/2019","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","37",".","18","19"
"04/09/2019","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","30","11","26","11"
"04/10/2019","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","34",".","21","14"
"04/11/2019","40","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","40",".","33","17"
"04/12/2019","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","37",".","35","24"
"04/13/2019","48","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","48",".","23","23"
"04/14/2019","39","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","39",".","20","18"
"04/15/2019","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","38","2","9","25"
"04/16/2019","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","37",".","13","11"
"04/17/2019","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","44",".","32","13"
"04/18/2019","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","42",".","25","18"
"04/19/2019","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7","41",".","48","21"
"04/20/2019","41","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","41",".","13","19"
"04/21/2019","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","37","11","27","20"
"04/22/2019","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","37",".","25","6"
"04/23/2019","39","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","39",".","19","14"
"04/24/2019","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","37",".","11","3"
"04/25/2019","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","34",".","16","12"
"04/26/2019","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","31",".","11","14"
"04/27/2019","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","31","3","4","5"
"04/28/2019","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","36",".","19","10"
"04/29/2019","40","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","40",".","22","16"
"04/30/2019","43","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","43",".","23","15"
"05/01/2019","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","30",".","36","15"
"05/02/2019","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","16",".","30","18"
"05/03/2019","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","19","9","24","."
"05/04/2019","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","28",".","20","."
"05/05/2019","26","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","26",".","19","."
"05/06/2019","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","42",".","18","."
"05/07/2019","26","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","26",".","24","14"
"05/08/2019","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44",".","18","11"
"05/09/2019","43","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","43","11","24","15"
"05/10/2019","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","37",".","19","9"
"05/11/2019","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","37",".","10","4"
"05/12/2019","35","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","35",".","15","7"
"05/13/2019","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","32",".","15","13"
"05/14/2019","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","31",".","7","5"
"05/15/2019","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","34","7","18","7"
"05/16/2019","35","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","35",".","23","8"
"05/17/2019","46","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","46",".","30","19"
"05/18/2019","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","29",".","9","5"
"05/19/2019","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44",".","30","11"
"05/20/2019","40","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","40",".","28","16"
"05/21/2019","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","37","7","8","2"
"05/22/2019","14","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".",".","14","."
"05/23/2019","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","42",".","25","14"
"05/24/2019","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","34",".","22","5"
"05/25/2019","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","31",".","24","8"
"05/26/2019","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44",".","27","4"
"05/27/2019","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","32","8","23","3"
"05/28/2019","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","28",".","17","9"
"05/29/2019","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","29",".","13","10"
"05/30/2019","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","38",".","22","8"
"05/31/2019","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","32",".","25","5"
"06/01/2019","41","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","41",".","34","17"
"06/02/2019","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44","14","43","14"
"06/03/2019","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","29",".","15","6"
"06/04/2019","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","32",".","15","14"
"06/05/2019","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","27",".","36","10"
"06/06/2019","35","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","35",".","27","5"
"06/07/2019","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","33",".","25","12"
"06/08/2019","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44","10","24","8"
"06/09/2019","41","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","41",".","25","14"
"06/10/2019","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","42",".","25","17"
"06/11/2019","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","34",".","13","8"
"06/12/2019","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","33",".","23","12"
"06/13/2019","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","38",".","16","9"
"06/14/2019","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","32","7","13","8"
"06/15/2019","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44",".","21","10"
"06/16/2019","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","28",".","25","12"
"06/17/2019","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","31",".","23","6"
"06/18/2019","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","30",".","25","10"
"06/19/2019","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","37",".","25","16"
"06/20/2019","21","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","21","7","18","10"
"06/21/2019","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","34",".","30","5"
"06/22/2019","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","32",".","22","9"
"06/23/2019","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","34",".","28","14"
"06/24/2019","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","33",".","37","10"
"06/25/2019","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","26",".","35","10"
"06/26/2019","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","10","28","8"
"06/27/2019","39","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","39",".","31","10"
"06/28/2019","46","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","46",".","37","10"
"06/29/2019","40","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","40",".","37","10"
"06/30/2019","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","30",".","24","3"
"07/01/2019","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","26",".","35","10"
"07/02/2019","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","36","14","34","8"
"07/03/2019","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","38",".","59","8"
"07/04/2019","63","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","41",".","63","5"
"07/05/2019","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","40",".","56","11"
"07/06/2019","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","37",".","38","13"
"07/07/2019","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","29",".","31","3"
"07/08/2019","40","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","40","9","22","13"
"07/09/2019","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","31",".","33","9"
"07/10/2019","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","38",".","47","13"
"07/11/2019","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","38",".","52","11"
"07/12/2019","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","33",".","32","9"
"07/13/2019","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","35",".","37","9"
"07/14/2019","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","30","10","38","3"
"07/15/2019","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","25",".","25","11"
"07/16/2019","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","32",".","33","7"
"07/17/2019","24","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","24",".","22","11"
"07/18/2019","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","21",".","31","11"
"07/19/2019","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","31",".","32","12"
"07/20/2019","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","34","17","46","10"
"07/21/2019","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","36",".","23","11"
"07/22/2019","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","17",".","29","8"
"07/23/2019","26","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","26",".","25","3"
"07/24/2019","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","29",".",".","4"
"07/25/2019","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","28",".","33","8"
"07/26/2019","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","34","12","37","8"
"07/27/2019","50","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","44",".","50","13"
"07/28/2019","51","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","50",".","51","9"
"07/29/2019","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","41",".","48","15"
"07/30/2019","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","47",".","55","13"
"07/31/2019","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","35",".","37","8"
"08/01/2019","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","33","8","24","6"
"08/02/2019","41","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","41",".","26","12"
"08/03/2019","46","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","46",".","35","10"
"08/04/2019","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","31",".","28","5"
"08/05/2019","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","32",".","23","9"
"08/06/2019","45","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","45",".","39","8"
"08/07/2019","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","44","15","46","11"
"08/08/2019","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","38",".","29","12"
"08/09/2019","26","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","26",".","20","6"
"08/10/2019","19","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","19",".","13","9"
"08/11/2019","23","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","23",".","20","7"
"08/12/2019","39","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","39",".","32","7"
"08/13/2019","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","35","16","41","10"
"08/14/2019","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","28","6"
"08/15/2019","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","33",".","25","8"
"08/16/2019","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","25",".","33","8"
"08/17/2019","43","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","43",".","33","10"
"08/18/2019","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","38",".","24","7"
"08/19/2019","41","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","41","12","26","9"
"08/20/2019","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","36",".","26","9"
"08/21/2019","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","22",".","28","9"
"08/22/2019","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","34",".","28","9"
"08/23/2019","24","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","24",".","23","6"
"08/24/2019","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","17",".","19","8"
"08/25/2019","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","33","6","23","7"
"08/26/2019","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","31",".","21","11"
"08/27/2019","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","34",".","24","10"
"08/28/2019","35","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","35",".","20","12"
"08/29/2019","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","33",".","20","11"
"08/30/2019","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","37",".","23","9"
"08/31/2019","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","30","8","19","8"
"09/01/2019","22","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","22",".","15","7"
"09/02/2019","19","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","19",".","15","10"
"09/03/2019","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","28",".",".","7"
"09/04/2019","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","34",".","25","14"
"09/05/2019","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","29",".","18","7"
"09/06/2019","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","31","9","22","5"
"09/07/2019","27","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","27",".","20","7"
"09/08/2019","21","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","21",".","15","3"
"09/09/2019","22","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","22",".","19","5"
"09/10/2019","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","31",".","27","8"
"09/11/2019","43","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","43",".","33","19"
"09/12/2019","22","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","22","6","18","4"
"09/13/2019","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","28",".","21","8"
"09/14/2019","23","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","23",".","22","11"
"09/15/2019","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","33",".","20","8"
"09/16/2019","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","31",".","15","7"
