"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"02/05/2016","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","30","22"
"02/06/2016","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".",".","58","23"
"02/07/2016","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".",".","54","25"
"02/08/2016","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","28","16"
"02/09/2016","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".",".","31","23"
"02/10/2016","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".",".","36","25"
"02/11/2016","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".",".","24","13"
"02/12/2016","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".",".","42","26"
"02/13/2016","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".",".","35","26"
"02/14/2016","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","42","17"
"02/15/2016","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".",".","54","20"
"02/16/2016","25","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","19","25"
"02/17/2016","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","31","17"
"02/18/2016","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","27","18"
"02/19/2016","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".",".","40","20"
"02/20/2016","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","25","23"
"02/21/2016","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","5","15","5"
"02/22/2016","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".",".","26","8"
"02/23/2016","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","36","16"
"02/24/2016","14","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","2","13","14"
"02/25/2016","19","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","13","19"
"02/26/2016","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".",".","15","8"
"02/27/2016","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","6","35","20"
"02/28/2016","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","41","21"
"02/29/2016","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","35","25"
"03/01/2016","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","8","15","15"
"03/02/2016","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".",".","21","8"
"03/03/2016","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".",".","21","7"
"03/04/2016","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".",".","33","10"
"03/05/2016","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","38","18"
"03/06/2016","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","55","24"
"03/07/2016","66","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".",".","66","29"
"03/08/2016","66","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".",".","66","20"
"03/09/2016","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".",".","59","21"
"03/10/2016","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","29","23"
"03/11/2016","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","29","14"
"03/12/2016","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".",".","34","25"
"03/13/2016","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","6","20","13"
"03/14/2016","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".",".","18","8"
"03/15/2016","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","36",".","11","18"
"03/16/2016","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","26",".","38","15"
"03/17/2016","39","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","39",".","16","15"
"03/18/2016","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","36",".","11","14"
"03/19/2016","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","37","2","17","12"
"03/20/2016","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","38",".","30","21"
"03/21/2016","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","38",".","32","24"
"03/22/2016","39","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","39","5","16","25"
"03/23/2016","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","36",".","31","21"
"03/24/2016","41","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","41",".","21","12"
"03/25/2016","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","33",".","12","11"
"03/26/2016","35","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","35",".","26","15"
"03/27/2016","39","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","39",".","38","13"
"03/28/2016","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","37",".","17","11"
"03/29/2016","41","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","41",".","18","18"
"03/30/2016","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","42",".","30","22"
"03/31/2016","48","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","48",".","31","27"
"04/01/2016","39","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","39",".","20","12"
"04/02/2016","40","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","40",".","20","16"
"04/03/2016","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","37",".","17","1"
"04/04/2016","35","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","35",".","24","10"
"04/05/2016","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","40",".","52","30"
"04/06/2016","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","38",".","32","22"
"04/07/2016","39","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","39",".","23","31"
"04/08/2016","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","36",".","16","7"
"04/09/2016","40","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","40",".","18","19"
"04/10/2016","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","36",".","15","21"
"04/11/2016","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","27",".","33","20"
"04/12/2016","35","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","35","6","20","17"
"04/13/2016","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","37",".","10","7"
"04/14/2016","40","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","40",".","27","20"
"04/15/2016","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","44","13","28","24"
"04/16/2016","46","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","46",".","35","18"
"04/17/2016","51","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","51",".","32","14"
"04/18/2016","48","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","48","18","28","26"
"04/19/2016","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","44",".","17","4"
"04/20/2016","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","42",".","11","16"
"04/21/2016","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","38","10","26","."
"04/22/2016","51","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","51",".","37","22"
"04/23/2016","43","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","43",".","19","8"
"04/24/2016","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44","6","23","11"
"04/25/2016","40","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","40",".","28","14"
"04/26/2016","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","32",".","21","7"
"04/27/2016","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44","7","27","13"
"04/28/2016","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","33",".","27","21"
"04/29/2016","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44",".","24","14"
"04/30/2016","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","42","12","27","10"
"05/01/2016","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","32",".","27","17"
"05/02/2016","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","29",".","10","13"
"05/03/2016","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","34","8","19","11"
"05/04/2016","27","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","27",".","14","9"
"05/05/2016","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","33",".","7","9"
"05/06/2016","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","37","6","8","6"
"05/07/2016","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","32",".","6","14"
"05/08/2016","41","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","41",".","15","5"
"05/09/2016","39","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","39","5","11","11"
"05/10/2016","40","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","40",".","17","21"
"05/11/2016","51","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","51",".","21","19"
"05/12/2016","46","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","46",".","31","19"
"05/13/2016","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","44",".","39","15"
"05/14/2016","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","44","9","22","12"
"05/15/2016","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","29","3","11","1"
"05/16/2016","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","38",".","11","1"
"05/17/2016","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".",".","15","."
"05/18/2016","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","38","6","17","9"
"05/19/2016","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","44",".","21","13"
"05/20/2016","43","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","43",".","19","10"
"05/21/2016","47","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","47","15","33","19"
"05/22/2016","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","40",".","45","8"
"05/23/2016","49","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","49",".","34","9"
"05/24/2016","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","31","14","38","12"
"05/25/2016","84","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","84",".","41","9"
"05/26/2016","48","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","48",".","46","11"
"05/27/2016","87","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","87","25","58","11"
"05/28/2016","67","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","67",".","57","9"
"05/29/2016","57","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","36",".","57","13"
"05/30/2016","46","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","46","15","36","8"
"05/31/2016","48","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","48",".","19","8"
"06/01/2016","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","34",".","18","6"
"06/02/2016","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","42","16","23","11"
"06/03/2016","54","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","54",".","41","8"
"06/04/2016","43","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","43",".","29","7"
"06/05/2016","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","33","8","29","14"
"06/06/2016","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44",".","18","6"
"06/07/2016","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44",".","24","14"
"06/08/2016","25","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","25","6","7","1"
"06/09/2016","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","30",".","9","3"
"06/10/2016","5","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".",".","5","."
"06/11/2016","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","17","10","29","8"
"06/12/2016","24","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","24",".","16","5"
"06/13/2016","20","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","20",".","5","4"
"06/14/2016","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","29","7","11","13"
"06/15/2016","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","30",".","11","6"
"06/16/2016","39","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","39",".","19","11"
"06/17/2016","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","38","14","23","11"
"06/18/2016","41","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","41",".","25","15"
"06/19/2016","45","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","45",".","38","18"
"06/20/2016","87","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","87","21","54","20"
"06/21/2016","35","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","35",".","21","8"
"06/22/2016","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","33",".","15","8"
"06/23/2016","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","37","10","18","7"
"06/24/2016","22","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","22","8"
"06/25/2016","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","42",".","24","17"
"06/26/2016","67","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","67",".","43","17"
"06/27/2016","45","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","45",".","44","21"
"06/28/2016","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","44",".","28","16"
"06/29/2016","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","32","10","23","9"
"06/30/2016","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","33",".","15","12"
"07/01/2016","48","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","48",".","20","14"
"07/02/2016","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","31","6","13","15"
"07/03/2016","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","31",".","18","8"
"07/04/2016","35","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","35",".","33","12"
"07/05/2016","47","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","47","17","45","14"
"07/06/2016","50","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","50",".","33","14"
"07/07/2016","48","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","48",".","30","11"
"07/08/2016","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","29","10","28","2"
"07/09/2016","17","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","17",".","0","8"
"07/10/2016","16","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","16",".","0","8"
"07/11/2016","26","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","26","9","16","4"
"07/12/2016","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","34",".","18","10"
"07/13/2016","54","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","54",".","32","15"
"07/14/2016","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","36","15","35","13"
"07/15/2016","43","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","43",".","14","8"
"07/16/2016","22","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","22",".","5","6"
"07/17/2016","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","32","8","21","9"
"07/18/2016","43","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","43",".","15","9"
"07/19/2016","24","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","24",".","11","9"
"07/20/2016","27","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","27","9","20","8"
"07/21/2016","42","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","42",".","28","12"
"07/22/2016","47","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","47",".","30","22"
"07/23/2016","35","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","35","10","21","17"
"07/24/2016","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","28",".","9","8"
"07/25/2016","41","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","41",".","17","8"
"07/26/2016","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","28","9","22","8"
"07/27/2016","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","31",".","13","9"
"07/28/2016","40","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","40",".","20","13"
"07/29/2016","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","31","12","32","6"
"07/30/2016","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","28",".","18","9"
"07/31/2016","17","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","17",".","9","6"
"08/01/2016","21","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","21",".","5","9"
"08/02/2016","25","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","25",".","13","6"
"08/03/2016","30","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","30",".","18","8"
"08/04/2016","44","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","44","13","30","11"
"08/05/2016","49","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","49",".","28","18"
"08/06/2016","39","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","39",".","17","11"
"08/07/2016","26","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","26",".","5","5"
"08/08/2016","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","28",".","13","8"
"08/09/2016","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","33",".","17","14"
"08/10/2016","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","27","11","32","18"
"08/11/2016","77","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","77",".","26","11"
"08/12/2016","38","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","38",".","14","16"
"08/13/2016","24","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","24",".","1","14"
"08/14/2016","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","31",".","0","13"
"08/15/2016","24","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","24",".","5","4"
"08/16/2016","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","34","14","28","8"
"08/17/2016","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","31",".","0","5"
"08/18/2016","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","31",".","6","6"
"08/19/2016","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","29",".","12","8"
"08/20/2016","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","28",".","18","12"
"08/21/2016","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","33",".","5","18"
"08/22/2016","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","31","6","11","5"
"08/23/2016","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","33",".","13","11"
"08/24/2016","43","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","43",".","14","10"
"08/25/2016","41","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","41",".","23","19"
"08/26/2016","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","33",".","15","7"
"08/27/2016","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","37",".","15","8"
"08/28/2016","50","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","50","16","45","12"
"08/29/2016","36","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","36",".","11","7"
"08/30/2016","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","31",".","10","8"
"08/31/2016","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","31",".","17","14"
"09/01/2016","22","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","22",".","11","7"
"09/02/2016","23","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","23",".","12","8"
"09/03/2016","27","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","27","9","10","8"
"09/04/2016","26","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","26",".","14","7"
"09/05/2016","28","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","28",".","14","6"
"09/06/2016","24","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","24",".","4","8"
"09/07/2016","34","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","34",".","0","10"
"09/08/2016","29","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","29",".","4","8"
"09/09/2016","32","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","32","11","8","8"
"09/10/2016","37","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","37",".","14","11"
"09/11/2016","33","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","33",".","10","6"
"09/12/2016","26","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","26",".","7","10"
"09/13/2016","46","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","46",".","17","12"
"09/14/2016","31","Ozone","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","31",".","18","18"
"09/15/2016","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","6","15","."
