"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25","NO2"
"02/06/2011","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","46","10"
"02/07/2011","75","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","75","37"
"02/08/2011","61","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7","13","61","24"
"02/09/2011","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","24","14"
"02/10/2011","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","44","30"
"02/11/2011","76","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","76","41"
"02/12/2011","74","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","74","."
"02/13/2011","63","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","63","."
"02/14/2011","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7","12","53","."
"02/15/2011","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","35","."
"02/16/2011","88","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","88","."
"02/17/2011","112","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","15",".","112","."
"02/18/2011","80","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","14",".","80","."
"02/19/2011","16","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","16","0"
"02/20/2011","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","8","29","11"
"02/21/2011","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","26","8"
"02/22/2011","49","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","49","39"
"02/23/2011","84","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","84","39"
"02/24/2011","99","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","99","43"
"02/25/2011","73","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","73","39"
"02/26/2011","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","9","41","28"
"02/27/2011","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","58","17"
"02/28/2011","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","30","27"
"03/01/2011","36","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","30","36"
"03/02/2011","49","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","49","34"
"03/03/2011","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","37","."
"03/04/2011","67","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7","23","67","."
"03/05/2011","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","32","."
"03/06/2011","12","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","12","."
"03/07/2011","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","20","."
"03/08/2011","70","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","70","."
"03/09/2011","64","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","64","."
"03/10/2011","17","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","4","17","."
"03/11/2011","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","24","."
"03/12/2011","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","38","."
"03/13/2011","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","34","."
"03/14/2011","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","32","."
"03/15/2011","64","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","64","."
"03/16/2011","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7","11","52","."
"03/17/2011","62","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","62","."
"03/18/2011","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","43","."
"03/19/2011","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","21","."
"03/20/2011","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","56","."
"03/21/2011","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","44","."
"03/22/2011","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","7","30","."
"03/23/2011","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","25","."
"03/24/2011","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","41","."
"03/25/2011","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","46","."
"03/26/2011","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","26","."
"03/27/2011","22","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","22","."
"03/28/2011","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","7","18","."
"03/29/2011","51","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","51","."
"03/30/2011","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","59","."
"03/31/2011","51","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","51","."
"04/01/2011","22","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","22","."
"04/02/2011","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","35","20"
"04/03/2011","49","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8","14","49","25"
"04/04/2011","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","40","25"
"04/05/2011","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","33","25"
"04/06/2011","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","35","21"
"04/07/2011","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","54","23"
"04/08/2011","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","55","25"
"04/09/2011","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","19","58","24"
"04/10/2011","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","56","22"
"04/11/2011","57","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","57","21"
"04/12/2011","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","28","14"
"04/13/2011","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","20","15"
"04/14/2011","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","26","7"
"04/15/2011","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","6","23","7"
"04/16/2011","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","20","15"
"04/17/2011","14","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","14","8"
"04/18/2011","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","20","8"
"04/19/2011","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","35","13"
"04/20/2011","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","34","16"
"04/21/2011","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","6","20","11"
"04/22/2011","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","43","21"
"04/23/2011","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","19","11"
"04/24/2011","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","41","12"
"04/25/2011","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","42","12"
"04/26/2011","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","45","18"
"04/27/2011","49","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10","9","49","13"
"04/28/2011","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","32","13"
"04/29/2011","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","24","17"
"04/30/2011","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","20","9"
"05/01/2011","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","32","18"
"05/02/2011","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","38","10"
"05/03/2011","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9","11","47","12"
"05/04/2011","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","25","11"
"05/05/2011","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","18","8"
"05/06/2011","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","42","26"
"05/07/2011","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","52","19"
"05/08/2011","51","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","51","9"
"05/09/2011","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8","10","30","9"
"05/10/2011","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","23","10"
"05/11/2011","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","21","12"
"05/12/2011","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","31","17"
"05/13/2011","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","42","12"
"05/14/2011","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","55","14"
"05/15/2011","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9","6","28","6"
"05/16/2011","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","19","10"
"05/17/2011","22","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","22","8"
"05/18/2011","16","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","16","7"
"05/19/2011","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","25","9"
"05/20/2011","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","31","9"
"05/21/2011","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","10","38","."
"05/22/2011","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","30","."
"05/23/2011","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","33","."
"05/24/2011","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","41","."
"05/25/2011","3","CO","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".",".","."
"05/26/2011","19","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".",".","19"
"05/27/2011","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","12","45","28"
"05/28/2011","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","55","15"
"05/29/2011","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","59","8"
"05/30/2011","60","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","60","9"
"05/31/2011","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","52","11"
"06/01/2011","62","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","62","18"
"06/02/2011","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","9","21","6"
"06/03/2011","22","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","22","15"
"06/04/2011","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","28","15"
"06/05/2011","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","35","8"
"06/06/2011","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","43","9"
"06/07/2011","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","53","12"
"06/08/2011","68","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","22","68","12"
"06/09/2011","63","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","63","19"
"06/10/2011","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","29","7"
"06/11/2011","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","23","10"
"06/12/2011","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","15","6"
"06/13/2011","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","28","7"
"06/14/2011","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8","6","20","12"
"06/15/2011","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","47","9"
"06/16/2011","60","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","60","13"
"06/17/2011","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","53","14"
"06/18/2011","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","48","8"
"06/19/2011","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","25","10"
"06/20/2011","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","10","31","7"
"06/21/2011","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","38","9"
"06/22/2011","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","47","12"
"06/23/2011","12","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","10","12"
"06/24/2011","11","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","11","9"
"06/25/2011","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","20","12"
"06/26/2011","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","7","29","3"
"06/27/2011","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","34","8"
"06/28/2011","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","55","11"
"06/29/2011","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","30","11"
"06/30/2011","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","28","5"
"07/01/2011","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","33","6"
"07/02/2011","39","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","10","39","6"
"07/03/2011","60","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","60","6"
"07/04/2011","61","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","61","5"
"07/05/2011","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","56","7"
"07/06/2011","62","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","62","10"
"07/07/2011","51","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","51","8"
"07/08/2011","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","15","53","8"
"07/09/2011","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","37","9"
"07/10/2011","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","42","7"
"07/11/2011","72","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","72","13"
"07/12/2011","76","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","76","10"
"07/13/2011","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","42","3"
"07/14/2011","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","9","33","."
"07/15/2011","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","40","."
"07/16/2011","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","43","."
"07/17/2011","67","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","67","."
"07/18/2011","65","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","65","."
"07/19/2011","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","55","."
"07/20/2011","69","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","24","69","9"
"07/21/2011","77","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","77","16"
"07/22/2011","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","55","14"
"07/23/2011","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","46","12"
"07/24/2011","39","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","39","6"
"07/25/2011","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","34","7"
"07/26/2011","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","9","34","9"
"07/27/2011","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","35","6"
"07/28/2011","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","34","8"
"07/29/2011","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","54","8"
"07/30/2011","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","37","9"
"07/31/2011","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","40","3"
"08/01/2011","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","14","46","12"
"08/02/2011","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","35","10"
"08/03/2011","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","30","4"
"08/04/2011","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","40","8"
"08/05/2011","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","47","7"
"08/06/2011","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","53","12"
"08/07/2011","39","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","8","39","6"
"08/08/2011","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","40","4"
"08/09/2011","39","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","39","8"
"08/10/2011","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","29","10"
"08/11/2011","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","21","4"
"08/12/2011","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","28","8"
"08/13/2011","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","12","37","6"
"08/14/2011","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","42","6"
"08/15/2011","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","28","10"
"08/16/2011","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","25","6"
"08/17/2011","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","34","7"
"08/18/2011","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","52","11"
"08/19/2011","68","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","68","8"
"08/20/2011","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","56","8"
"08/21/2011","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","46","10"
"08/22/2011","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","27","6"
"08/23/2011","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","25","8"
"08/24/2011","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","38","10"
"08/25/2011","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","47","24"
"08/26/2011","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","41","7"
"08/27/2011","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","53","5"
"08/28/2011","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","13","."
"08/29/2011","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","18","5"
"08/30/2011","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","33","8"
"08/31/2011","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","47","8"
"09/01/2011","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","52","20"
"09/02/2011","50","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","50","11"
"09/03/2011","70","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","11",".","70","12"
"09/04/2011","71","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","11",".","71","8"
"09/05/2011","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","28","10"
"09/06/2011","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","20","7"
"09/07/2011","15","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","14","15"
"09/08/2011","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","18","5"
"09/09/2011","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","30","6"
"09/10/2011","5","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".",".","5"
"09/11/2011","8","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".",".","8"
"09/12/2011","11","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".",".","11"
"09/13/2011","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","59","12"
"09/14/2011","65","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","65","8"
"09/15/2011","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","34","4"
"09/16/2011","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","18","6"
"09/17/2011","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","24","8"
"09/18/2011","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","24","6"
"09/19/2011","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","27","6"
"09/20/2011","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","32","17"
"09/21/2011","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","36","8"
"09/22/2011","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","35","11"
"09/23/2011","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","34","11"
"09/24/2011","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","29","5"
