"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25","NO2"
"03/17/2015","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","52","25"
"03/18/2015","21","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","19","21"
"03/19/2015","49","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","49","26"
"03/20/2015","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","40","29"
"03/21/2015","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","40","21"
"03/22/2015","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","26","1"
"03/23/2015","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","25","5"
"03/24/2015","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","59","25"
"03/25/2015","57","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8","24","57","28"
"03/26/2015","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","56","25"
"03/27/2015","49","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","49","18"
"03/28/2015","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","12","31","20"
"03/29/2015","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","46","24"
"03/30/2015","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","29","25"
"03/31/2015","17","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","8","17","12"
"04/01/2015","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","55","27"
"04/02/2015","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","59","36"
"04/03/2015","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","15","35","23"
"04/04/2015","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","20","16"
"04/05/2015","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","20","14"
"04/06/2015","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","16","38","25"
"04/07/2015","50","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","50","23"
"04/08/2015","51","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","51","29"
"04/09/2015","25","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","4","15","25"
"04/10/2015","18","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","8","18"
"04/11/2015","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","21","14"
"04/12/2015","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","17","47","25"
"04/13/2015","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","41","19"
"04/14/2015","10","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","9","10"
"04/15/2015","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","14","28","18"
"04/16/2015","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","28","18"
"04/17/2015","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","30","17"
"04/18/2015","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","11","38","12"
"04/19/2015","11","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","9","11"
"04/20/2015","11","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","9","11"
"04/21/2015","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","4","18","15"
"04/22/2015","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","26","14"
"04/23/2015","9","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","9","9"
"04/24/2015","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","7","15","2"
"04/25/2015","10","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","10","7"
"04/26/2015","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","19","9"
"04/27/2015","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","4","13","3"
"04/28/2015","16","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","16","14"
"04/29/2015","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","20","18"
"04/30/2015","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","6","24","19"
"05/01/2015","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","15","15"
"05/02/2015","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","24","18"
"05/03/2015","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","34","12"
"05/04/2015","51","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","51","22"
"05/05/2015","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","21","11"
"05/06/2015","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","16","20","16"
"05/07/2015","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","27","19"
"05/08/2015","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","33","17"
"05/09/2015","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","36","11"
"05/10/2015","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","26","11"
"05/11/2015","22","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","22","6"
"05/12/2015","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","36","9"
"05/13/2015","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","15","8"
"05/14/2015","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","25","12"
"05/15/2015","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","32","13"
"05/16/2015","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","44","11"
"05/17/2015","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","38","6"
"05/18/2015","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","36","8"
"05/19/2015","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","30","13"
"05/20/2015","12","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","11","12"
"05/21/2015","17","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","15","17"
"05/22/2015","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","19","15"
"05/23/2015","12","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","12","10"
"05/24/2015","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","33","52","10"
"05/25/2015","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","45","23"
"05/26/2015","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","36","11"
"05/27/2015","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","13","43","17"
"05/28/2015","14","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","14","10"
"05/29/2015","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","20","7"
"05/30/2015","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","30","16"
"05/31/2015","10","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","7","10"
"06/01/2015","18","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","3","18"
"06/02/2015","8","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","5","6","8"
"06/03/2015","10","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","10","5"
"06/04/2015","14","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","14","13"
"06/05/2015","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","16","30","8"
"06/06/2015","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","18","8"
"06/07/2015","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","15","8"
"06/08/2015","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","33","21"
"06/09/2015","15","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","8","15"
"06/10/2015","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","20","12"
"06/11/2015","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","17","54","11"
"06/12/2015","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","25","10"
"06/13/2015","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","19","5"
"06/14/2015","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","12","32","7"
"06/15/2015","8","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","6","8"
"06/16/2015","8","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","4","8"
"06/17/2015","12","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","12","5"
"06/18/2015","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","28","10"
"06/19/2015","17","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","17","5"
"06/20/2015","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","9","43","8"
"06/21/2015","6","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","2","6"
"06/22/2015","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","19","15"
"06/23/2015","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","38","11"
"06/24/2015","12","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","12","3"
"06/25/2015","17","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","17","7"
"06/26/2015","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","14","20","8"
"06/27/2015","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","20","15"
"06/28/2015","7","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","3","7"
"06/29/2015","11","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","6","11","9"
"06/30/2015","11","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","6","11"
"07/01/2015","19","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","18","19"
"07/02/2015","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","13","28","8"
"07/03/2015","14","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","14","9"
"07/04/2015","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","36","7"
"07/05/2015","62","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","17","62","9"
"07/06/2015","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","58","9"
"07/07/2015","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","35","."
"07/08/2015","49","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".","14","49","."
"07/09/2015","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","53","9"
"07/10/2015","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","35","8"
