"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/03/2019","7","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","7"
"01/06/2019","5","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","5"
"01/09/2019","3","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","3"
"01/12/2019","4","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","4"
"01/15/2019","5","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","5"
"01/18/2019","9","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","9"
"01/21/2019","8","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","8"
"01/24/2019","5","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","5"
"01/27/2019","11","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","11"
"01/30/2019","10","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","10"
"02/02/2019","12","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","12"
"02/05/2019","10","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","10"
"02/08/2019","3","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","3"
"02/11/2019","4","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","4"
"02/14/2019","6","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","6"
"02/17/2019","7","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","7"
"02/20/2019","7","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","7"
"02/23/2019","11","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","11"
"02/26/2019","7","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","7"
"03/01/2019","41","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","41","7"
"03/02/2019","44","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","44","."
"03/03/2019","44","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","44","."
"03/04/2019","44","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","44","15"
"03/05/2019","40","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","40","."
"03/06/2019","39","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","39","."
"03/07/2019","38","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","38","6"
"03/08/2019","46","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","46","."
"03/09/2019","47","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","47","."
"03/10/2019","44","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","44","3"
"03/11/2019","45","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","45","."
"03/12/2019","44","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","44","."
"03/13/2019","44","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","44","9"
"03/14/2019","47","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","47","."
"03/15/2019","45","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","45","."
"03/16/2019","40","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","40","5"
"03/17/2019","40","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","40","."
"03/18/2019","44","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","44","."
"03/19/2019","45","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","45","7"
"03/20/2019","46","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","46","."
"03/21/2019","48","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","48","."
"03/22/2019","44","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","44","5"
"03/23/2019","44","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","44","."
"03/24/2019","50","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","50","."
"03/25/2019","43","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","43","6"
"03/26/2019","43","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","43","."
"03/27/2019","45","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","45","."
"03/28/2019","51","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","51","13"
"03/29/2019","43","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","43","."
"03/30/2019","47","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","47","."
"03/31/2019","44","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","44","9"
"04/01/2019","43","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","43","."
"04/02/2019","46","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","46","."
"04/03/2019","47","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","47","9"
"04/04/2019","41","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","41","."
"04/05/2019","44","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","44","."
"04/06/2019","38","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","38","5"
"04/07/2019","38","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","38","."
"04/08/2019","39","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","39","."
"04/09/2019","34","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","34","2"
"04/10/2019","39","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","39","."
"04/11/2019","42","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","42","."
"04/12/2019","43","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","43","10"
"04/13/2019","47","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","47","."
"04/14/2019","47","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","47","."
"04/15/2019","44","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","44","3"
"04/16/2019","41","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","41","."
"04/17/2019","43","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","43","."
"04/18/2019","45","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","45","7"
