"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2012","44","Ozone","","33-007-4001","AQS","44","18"
"01/02/2012","25","Ozone","","33-007-4001","AQS","25","."
"01/03/2012","37","Ozone","","33-007-4001","AQS","37","."
"01/04/2012","38","Ozone","","33-007-4001","AQS","38","23"
"01/05/2012","35","Ozone","","33-007-4001","AQS","35","."
"01/06/2012","34","Ozone","","33-007-4001","AQS","34","."
"01/07/2012","37","Ozone","","33-007-4001","AQS","37","21"
"01/08/2012","36","Ozone","","33-007-4001","AQS","36","."
"01/09/2012","36","Ozone","","33-007-4001","AQS","36","."
"01/10/2012","42","Ozone","","33-007-4001","AQS","42","8"
"01/11/2012","42","Ozone","","33-007-4001","AQS","42","."
"01/12/2012","38","Ozone","","33-007-4001","AQS","38","."
"01/13/2012","32","Ozone","","33-007-4001","AQS","32","5"
"01/14/2012","39","Ozone","","33-007-4001","AQS","39","."
"01/15/2012","36","Ozone","","33-007-4001","AQS","36","."
"01/16/2012","38","Ozone","","33-007-4001","AQS","38","8"
"01/17/2012","34","Ozone","","33-007-4001","AQS","34","."
"01/18/2012","36","Ozone","","33-007-4001","AQS","36","."
"01/19/2012","35","Ozone","","33-007-4001","AQS","35","8"
"01/20/2012","38","Ozone","","33-007-4001","AQS","38","."
"01/21/2012","39","Ozone","","33-007-4001","AQS","39","."
"01/22/2012","43","Ozone","","33-007-4001","AQS","43","7"
"01/23/2012","42","Ozone","","33-007-4001","AQS","42","."
"01/24/2012","32","Ozone","","33-007-4001","AQS","32","."
"01/25/2012","41","Ozone","","33-007-4001","AQS","41","9"
"01/26/2012","41","Ozone","","33-007-4001","AQS","41","."
"01/27/2012","36","Ozone","","33-007-4001","AQS","36","."
"01/28/2012","41","Ozone","","33-007-4001","AQS","41","."
"01/29/2012","35","Ozone","","33-007-4001","AQS","35","."
"01/30/2012","37","Ozone","","33-007-4001","AQS","37","."
"01/31/2012","42","Ozone","","33-007-4001","AQS","42","."
"02/01/2012","40","Ozone","","33-007-4001","AQS","40","."
"02/02/2012","39","Ozone","","33-007-4001","AQS","39","."
"02/03/2012","39","Ozone","","33-007-4001","AQS","39","11"
"02/04/2012","36","Ozone","","33-007-4001","AQS","36","."
"02/05/2012","40","Ozone","","33-007-4001","AQS","40","."
"02/06/2012","37","Ozone","","33-007-4001","AQS","37","10"
"02/07/2012","40","Ozone","","33-007-4001","AQS","40","."
"02/08/2012","43","Ozone","","33-007-4001","AQS","43","."
"02/09/2012","44","Ozone","","33-007-4001","AQS","44","7"
"02/10/2012","45","Ozone","","33-007-4001","AQS","45","."
"02/11/2012","38","Ozone","","33-007-4001","AQS","38","."
"02/12/2012","37","Ozone","","33-007-4001","AQS","37","10"
"02/13/2012","40","Ozone","","33-007-4001","AQS","40","."
"02/14/2012","44","Ozone","","33-007-4001","AQS","44","."
