"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2015","34","Ozone","","33-007-4001","AQS","34","."
"01/02/2015","38","Ozone","","33-007-4001","AQS","38","."
"01/03/2015","40","Ozone","","33-007-4001","AQS","40","8"
"01/04/2015","39","Ozone","","33-007-4001","AQS","39","."
"01/05/2015","37","Ozone","","33-007-4001","AQS","37","."
"01/06/2015","36","Ozone","","33-007-4001","AQS","36","6"
"01/07/2015","36","Ozone","","33-007-4001","AQS","36","."
"01/08/2015","41","Ozone","","33-007-4001","AQS","41","."
"01/09/2015","40","Ozone","","33-007-4001","AQS","40","15"
"01/10/2015","36","Ozone","","33-007-4001","AQS","36","."
"01/11/2015","44","Ozone","","33-007-4001","AQS","44","."
"01/12/2015","44","Ozone","","33-007-4001","AQS","44","20"
"01/13/2015","43","Ozone","","33-007-4001","AQS","43","."
"01/14/2015","48","Ozone","","33-007-4001","AQS","48","."
"01/15/2015","54","Ozone","","33-007-4001","AQS","54","12"
"01/16/2015","39","Ozone","","33-007-4001","AQS","39","."
"01/17/2015","44","Ozone","","33-007-4001","AQS","44","."
"01/18/2015","44","Ozone","","33-007-4001","AQS","44","11"
"01/19/2015","38","Ozone","","33-007-4001","AQS","38","."
"01/20/2015","45","Ozone","","33-007-4001","AQS","45","."
"01/21/2015","48","Ozone","","33-007-4001","AQS","48","."
"01/22/2015","45","Ozone","","33-007-4001","AQS","45","."
"01/23/2015","46","Ozone","","33-007-4001","AQS","46","."
"01/24/2015","51","Ozone","","33-007-4001","AQS","51","15"
"01/25/2015","44","Ozone","","33-007-4001","AQS","44","."
"01/26/2015","47","Ozone","","33-007-4001","AQS","47","."
"01/27/2015","44","Ozone","","33-007-4001","AQS","44","."
"01/28/2015","45","Ozone","","33-007-4001","AQS","45","."
"01/29/2015","45","Ozone","","33-007-4001","AQS","45","."
"01/30/2015","43","Ozone","","33-007-4001","AQS","43","."
"01/31/2015","43","Ozone","","33-007-4001","AQS","43","."
"02/01/2015","44","Ozone","","33-007-4001","AQS","44","."
"02/02/2015","44","Ozone","","33-007-4001","AQS","44","."
"02/03/2015","43","Ozone","","33-007-4001","AQS","43","."
"02/04/2015","42","Ozone","","33-007-4001","AQS","42","."
"02/05/2015","40","Ozone","","33-007-4001","AQS","40","15"
"02/06/2015","43","Ozone","","33-007-4001","AQS","43","."
"02/07/2015","38","Ozone","","33-007-4001","AQS","38","."
"02/08/2015","37","Ozone","","33-007-4001","AQS","37","."
"02/09/2015","42","Ozone","","33-007-4001","AQS","42","."
"02/10/2015","48","Ozone","","33-007-4001","AQS","48","."
"02/11/2015","49","Ozone","","33-007-4001","AQS","49","."
"02/12/2015","45","Ozone","","33-007-4001","AQS","45","."
"02/13/2015","45","Ozone","","33-007-4001","AQS","45","."
"02/14/2015","45","Ozone","","33-007-4001","AQS","45","23"
"02/15/2015","40","Ozone","","33-007-4001","AQS","40","."
"02/17/2015","45","Ozone","","33-007-4001","AQS","45","12"
"02/18/2015","46","Ozone","","33-007-4001","AQS","46","."
"02/19/2015","43","Ozone","","33-007-4001","AQS","43","."
"02/20/2015","45","Ozone","","33-007-4001","AQS","45","18"
"02/21/2015","46","Ozone","","33-007-4001","AQS","46","."
"02/22/2015","46","Ozone","","33-007-4001","AQS","46","."
"02/23/2015","38","Ozone","","33-007-4001","AQS","38","20"
"02/24/2015","47","Ozone","","33-007-4001","AQS","47","."
"02/25/2015","42","Ozone","","33-007-4001","AQS","42","."
"02/26/2015","45","Ozone","","33-007-4001","AQS","45","16"
"02/27/2015","46","Ozone","","33-007-4001","AQS","46","."
"02/28/2015","46","Ozone","","33-007-4001","AQS","46","."
"03/01/2015","47","Ozone","","33-007-4001","AQS","47","13"
"03/02/2015","45","Ozone","","33-007-4001","AQS","45","."
"03/03/2015","48","Ozone","","33-007-4001","AQS","48","."
"03/04/2015","45","Ozone","","33-007-4001","AQS","45","15"
"03/05/2015","44","Ozone","","33-007-4001","AQS","44","."
"03/06/2015","44","Ozone","","33-007-4001","AQS","44","."
"03/07/2015","49","Ozone","","33-007-4001","AQS","49","27"
"03/08/2015","50","Ozone","","33-007-4001","AQS","50","."
"03/09/2015","49","Ozone","","33-007-4001","AQS","49","."
"03/10/2015","67","Ozone","","33-007-4001","AQS","67","17"
"03/11/2015","54","Ozone","","33-007-4001","AQS","54","."
"03/12/2015","42","Ozone","","33-007-4001","AQS","42","."
"03/13/2015","49","Ozone","","33-007-4001","AQS","49","5"
"03/14/2015","49","Ozone","","33-007-4001","AQS","49","."
"03/15/2015","49","Ozone","","33-007-4001","AQS","49","."
"03/16/2015","54","Ozone","","33-007-4001","AQS","54","7"
"03/17/2015","49","Ozone","","33-007-4001","AQS","49","."
"03/18/2015","43","Ozone","","33-007-4001","AQS","43","."
"03/19/2015","48","Ozone","","33-007-4001","AQS","48","7"
"03/20/2015","54","Ozone","","33-007-4001","AQS","54","."
"03/21/2015","54","Ozone","","33-007-4001","AQS","54","."
"03/22/2015","36","Ozone","","33-007-4001","AQS","36","14"
"03/23/2015","49","Ozone","","33-007-4001","AQS","49","."
"03/24/2015","58","Ozone","","33-007-4001","AQS","58","."
"03/25/2015","61","Ozone","","33-007-4001","AQS","61","15"
"03/26/2015","50","Ozone","","33-007-4001","AQS","50","."
"03/27/2015","42","Ozone","","33-007-4001","AQS","42","."
"03/28/2015","45","Ozone","","33-007-4001","AQS","45","10"
"03/29/2015","61","Ozone","","33-007-4001","AQS","61","."
"03/30/2015","58","Ozone","","33-007-4001","AQS","58","."
"03/31/2015","54","Ozone","","33-007-4001","AQS","54","8"
"04/01/2015","50","Ozone","","33-007-4001","AQS","50","."
"04/02/2015","71","Ozone","","33-007-4001","AQS","71","."
"04/03/2015","51","Ozone","","33-007-4001","AQS","51","11"
"04/04/2015","51","Ozone","","33-007-4001","AQS","51","."
"04/05/2015","44","Ozone","","33-007-4001","AQS","44","."
"04/06/2015","50","Ozone","","33-007-4001","AQS","50","13"
"04/07/2015","51","Ozone","","33-007-4001","AQS","51","."
"04/08/2015","67","Ozone","","33-007-4001","AQS","67","."
"04/09/2015","58","Ozone","","33-007-4001","AQS","58","6"
"04/10/2015","47","Ozone","","33-007-4001","AQS","47","."
"04/11/2015","44","Ozone","","33-007-4001","AQS","44","."
"04/12/2015","48","Ozone","","33-007-4001","AQS","48","10"
"04/13/2015","87","Ozone","","33-007-4001","AQS","87","."
"04/14/2015","51","Ozone","","33-007-4001","AQS","51","."
"04/15/2015","49","Ozone","","33-007-4001","AQS","49","5"
"04/16/2015","58","Ozone","","33-007-4001","AQS","58","."
"04/17/2015","61","Ozone","","33-007-4001","AQS","61","."
"04/18/2015","47","Ozone","","33-007-4001","AQS","47","13"
"04/19/2015","45","Ozone","","33-007-4001","AQS","45","."
"04/20/2015","48","Ozone","","33-007-4001","AQS","48","."
"04/21/2015","50","Ozone","","33-007-4001","AQS","50","3"
"04/22/2015","61","Ozone","","33-007-4001","AQS","61","."
"04/23/2015","41","Ozone","","33-007-4001","AQS","41","."
"04/24/2015","27","Ozone","","33-007-4001","AQS","27","5"
"04/25/2015","35","Ozone","","33-007-4001","AQS","35","."
"04/26/2015","40","Ozone","","33-007-4001","AQS","40","."
"04/27/2015","45","Ozone","","33-007-4001","AQS","45","3"
"04/28/2015","45","Ozone","","33-007-4001","AQS","45","."
"04/29/2015","45","Ozone","","33-007-4001","AQS","45","."
"04/30/2015","43","Ozone","","33-007-4001","AQS","43","3"
"05/01/2015","43","Ozone","","33-007-4001","AQS","43","."
"05/02/2015","64","Ozone","","33-007-4001","AQS","64","."
"05/03/2015","74","Ozone","","33-007-4001","AQS","74","17"
"05/04/2015","105","Ozone","","33-007-4001","AQS","105","."
"05/05/2015","61","Ozone","","33-007-4001","AQS","61","."
"05/06/2015","50","Ozone","","33-007-4001","AQS","50","11"
"05/07/2015","64","Ozone","","33-007-4001","AQS","64","."
"05/08/2015","140","Ozone","","33-007-4001","AQS","140","."
"05/09/2015","133","Ozone","","33-007-4001","AQS","133","22"
"05/10/2015","61","Ozone","","33-007-4001","AQS","61","."
"05/11/2015","58","Ozone","","33-007-4001","AQS","58","."
"05/12/2015","47","Ozone","","33-007-4001","AQS","47","12"
"05/13/2015","49","Ozone","","33-007-4001","AQS","49","."
"05/14/2015","58","Ozone","","33-007-4001","AQS","58","."
"05/15/2015","84","Ozone","","33-007-4001","AQS","84","15"
"05/16/2015","100","Ozone","","33-007-4001","AQS","100","."
"05/17/2015","49","Ozone","","33-007-4001","AQS","49","."
"05/18/2015","50","Ozone","","33-007-4001","AQS","50","15"
"05/19/2015","58","Ozone","","33-007-4001","AQS","58","."
"05/20/2015","45","Ozone","","33-007-4001","AQS","45","."
"05/21/2015","49","Ozone","","33-007-4001","AQS","49","14"
"05/22/2015","49","Ozone","","33-007-4001","AQS","49","."
"05/23/2015","50","Ozone","","33-007-4001","AQS","50","."
"05/24/2015","97","Ozone","","33-007-4001","AQS","97","24"
"05/25/2015","97","Ozone","","33-007-4001","AQS","97","."
"05/26/2015","61","Ozone","","33-007-4001","AQS","61","."
"05/27/2015","49","Ozone","","33-007-4001","AQS","49","."
"05/28/2015","48","Ozone","","33-007-4001","AQS","48","."
"05/29/2015","49","Ozone","","33-007-4001","AQS","49","."
"05/30/2015","51","Ozone","","33-007-4001","AQS","51","28"
"05/31/2015","108","Ozone","","33-007-4001","AQS","108","."
"06/01/2015","108","Ozone","","33-007-4001","AQS","108","."
"06/02/2015","42","Ozone","","33-007-4001","AQS","42","4"
"06/03/2015","50","Ozone","","33-007-4001","AQS","50","."
"06/04/2015","74","Ozone","","33-007-4001","AQS","74","."
"06/05/2015","61","Ozone","","33-007-4001","AQS","61","17"
"06/06/2015","74","Ozone","","33-007-4001","AQS","74","."
"06/07/2015","77","Ozone","","33-007-4001","AQS","77","."
"06/08/2015","49","Ozone","","33-007-4001","AQS","49","25"
"06/09/2015","58","Ozone","","33-007-4001","AQS","58","."
"06/10/2015","58","Ozone","","33-007-4001","AQS","58","."
"06/11/2015","58","Ozone","","33-007-4001","AQS","58","41"
"06/12/2015","47","Ozone","","33-007-4001","AQS","47","."
"06/13/2015","40","Ozone","","33-007-4001","AQS","40","."
"06/14/2015","44","Ozone","","33-007-4001","AQS","44","14"
"06/15/2015","48","Ozone","","33-007-4001","AQS","48","."
"06/16/2015","40","Ozone","","33-007-4001","AQS","40","."
"06/17/2015","37","Ozone","","33-007-4001","AQS","37","8"
"06/18/2015","44","Ozone","","33-007-4001","AQS","44","."
"06/19/2015","42","Ozone","","33-007-4001","AQS","42","."
"06/20/2015","40","Ozone","","33-007-4001","AQS","40","13"
"06/21/2015","43","Ozone","","33-007-4001","AQS","43","."
"06/22/2015","43","Ozone","","33-007-4001","AQS","43","."
"06/23/2015","45","Ozone","","33-007-4001","AQS","45","20"
"06/24/2015","35","Ozone","","33-007-4001","AQS","35","."
"06/25/2015","36","Ozone","","33-007-4001","AQS","36","."
"06/26/2015","33","Ozone","","33-007-4001","AQS","33","14"
"06/27/2015","31","Ozone","","33-007-4001","AQS","31","."
"06/28/2015","34","Ozone","","33-007-4001","AQS","34","."
"06/29/2015","32","Ozone","","33-007-4001","AQS","32","4"
"06/30/2015","47","Ozone","","33-007-4001","AQS","47","."
"07/01/2015","49","Ozone","","33-007-4001","AQS","49","."
"07/02/2015","36","Ozone","","33-007-4001","AQS","36","7"
"07/03/2015","33","Ozone","","33-007-4001","AQS","33","."
"07/04/2015","48","Ozone","","33-007-4001","AQS","48","."
"07/05/2015","44","Ozone","","33-007-4001","AQS","44","29"
"07/06/2015","32","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","32","."
"07/07/2015","31","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","31","."
"07/08/2015","87","Ozone","","33-007-4001","AQS","87","43"
"07/09/2015","67","Ozone","","33-007-4001","AQS","67","."
"07/10/2015","42","Ozone","","33-007-4001","AQS","42","."
"07/11/2015","38","Ozone","","33-007-4001","AQS","38","32"
"07/12/2015","44","Ozone","","33-007-4001","AQS","44","."
"07/13/2015","46","Ozone","","33-007-4001","AQS","46","."
"07/14/2015","49","Ozone","","33-007-4001","AQS","49","38"
"07/15/2015","48","Ozone","","33-007-4001","AQS","48","."
"07/16/2015","48","Ozone","","33-007-4001","AQS","48","."
"07/17/2015","58","Ozone","","33-007-4001","AQS","58","19"
"07/18/2015","54","Ozone","","33-007-4001","AQS","54","."
"07/19/2015","49","Ozone","","33-007-4001","AQS","49","."
"07/20/2015","44","Ozone","","33-007-4001","AQS","44","23"
"07/21/2015","39","Ozone","","33-007-4001","AQS","39","."
"07/22/2015","26","Ozone","","33-007-4001","AQS","26","."
"07/23/2015","28","Ozone","","33-007-4001","AQS","28","9"
"07/24/2015","29","Ozone","","33-007-4001","AQS","29","."
"07/25/2015","34","Ozone","","33-007-4001","AQS","34","."
"07/26/2015","44","Ozone","","33-007-4001","AQS","44","12"
"07/27/2015","43","Ozone","","33-007-4001","AQS","43","."
"07/28/2015","45","Ozone","","33-007-4001","AQS","45","."
"07/29/2015","36","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","36","36"
"07/30/2015","51","Ozone","","33-007-4001","AQS","51","."
"07/31/2015","35","Ozone","","33-007-4001","AQS","35","."
"08/01/2015","34","Ozone","","33-007-4001","AQS","34","13"
"08/02/2015","41","Ozone","","33-007-4001","AQS","41","."
"08/03/2015","49","Ozone","","33-007-4001","AQS","49","."
"08/04/2015","44","Ozone","","33-007-4001","AQS","44","17"
"08/05/2015","30","Ozone","","33-007-4001","AQS","30","."
"08/06/2015","23","Ozone","","33-007-4001","AQS","23","."
"08/07/2015","27","Ozone","","33-007-4001","AQS","27","10"
"08/08/2015","28","Ozone","","33-007-4001","AQS","28","."
"08/09/2015","25","Ozone","","33-007-4001","AQS","25","."
"08/10/2015","37","Ozone","","33-007-4001","AQS","37","20"
"08/11/2015","37","Ozone","","33-007-4001","AQS","37","."
"08/12/2015","36","Ozone","","33-007-4001","AQS","36","."
"08/13/2015","33","Ozone","","33-007-4001","AQS","33","8"
"08/14/2015","45","Ozone","","33-007-4001","AQS","45","."
"08/15/2015","45","Ozone","","33-007-4001","AQS","45","."
"08/16/2015","40","Ozone","","33-007-4001","AQS","40","28"
"08/17/2015","43","Ozone","","33-007-4001","AQS","43","."
"08/18/2015","51","Ozone","","33-007-4001","AQS","51","."
"08/19/2015","71","Ozone","","33-007-4001","AQS","71","49"
"08/20/2015","38","Ozone","","33-007-4001","AQS","38","."
"08/21/2015","49","Ozone","","33-007-4001","AQS","49","."
"08/22/2015","44","Ozone","","33-007-4001","AQS","44","17"
"08/23/2015","37","Ozone","","33-007-4001","AQS","37","."
"08/24/2015","47","Ozone","","33-007-4001","AQS","47","."
"08/25/2015","58","Ozone","","33-007-4001","AQS","58","16"
"08/26/2015","50","Ozone","","33-007-4001","AQS","50","."
"08/27/2015","31","Ozone","","33-007-4001","AQS","31","."
"08/28/2015","43","Ozone","","33-007-4001","AQS","43","10"
"08/29/2015","44","Ozone","","33-007-4001","AQS","44","."
"08/30/2015","48","Ozone","","33-007-4001","AQS","48","."
"08/31/2015","50","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","47","50"
"09/01/2015","50","Ozone","","33-007-4001","AQS","50","."
"09/02/2015","64","Ozone","","33-007-4001","AQS","64","."
"09/03/2015","52","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","49","52"
"09/04/2015","44","Ozone","","33-007-4001","AQS","44","."
"09/05/2015","49","Ozone","","33-007-4001","AQS","49","."
"09/06/2015","48","Ozone","","33-007-4001","AQS","48","30"
"09/07/2015","46","Ozone","","33-007-4001","AQS","46","."
"09/08/2015","50","Ozone","","33-007-4001","AQS","50","."
"09/09/2015","58","Ozone","","33-007-4001","AQS","58","40"
"09/10/2015","44","Ozone","","33-007-4001","AQS","44","."
"09/11/2015","44","Ozone","","33-007-4001","AQS","44","."
"09/12/2015","39","Ozone","","33-007-4001","AQS","39","23"
"09/13/2015","44","Ozone","","33-007-4001","AQS","44","."
"09/14/2015","42","Ozone","","33-007-4001","AQS","42","."
"09/15/2015","50","Ozone","","33-007-4001","AQS","50","17"
"09/16/2015","51","Ozone","","33-007-4001","AQS","51","."
"09/17/2015","58","Ozone","","33-007-4001","AQS","58","."
"09/18/2015","67","Ozone","","33-007-4001","AQS","67","33"
"09/19/2015","115","Ozone","","33-007-4001","AQS","115","."
"09/20/2015","38","Ozone","","33-007-4001","AQS","38","."
"09/21/2015","58","Ozone","","33-007-4001","AQS","58","6"
"09/22/2015","48","Ozone","","33-007-4001","AQS","48","."
"09/23/2015","44","Ozone","","33-007-4001","AQS","44","."
"09/24/2015","41","Ozone","","33-007-4001","AQS","41","15"
"09/25/2015","43","Ozone","","33-007-4001","AQS","43","."
"09/26/2015","47","Ozone","","33-007-4001","AQS","47","."
"09/27/2015","46","Ozone","","33-007-4001","AQS","46","7"
"09/28/2015","44","Ozone","","33-007-4001","AQS","44","."
"09/29/2015","35","Ozone","","33-007-4001","AQS","35","."
"09/30/2015","44","Ozone","","33-007-4001","AQS","44","2"
"10/01/2015","44","Ozone","","33-007-4001","AQS","44","."
"10/02/2015","41","Ozone","","33-007-4001","AQS","41","."
"10/03/2015","33","Ozone","","33-007-4001","AQS","33","3"
"10/04/2015","48","Ozone","","33-007-4001","AQS","48","."
"10/05/2015","49","Ozone","","33-007-4001","AQS","49","."
"10/06/2015","101","Ozone","","33-007-4001","AQS","101","11"
"10/07/2015","43","Ozone","","33-007-4001","AQS","43","."
"10/09/2015","36","Ozone","","33-007-4001","AQS","36","3"
"10/10/2015","40","Ozone","","33-007-4001","AQS","40","."
"10/11/2015","45","Ozone","","33-007-4001","AQS","45","."
"10/12/2015","48","Ozone","","33-007-4001","AQS","48","19"
"10/13/2015","47","Ozone","","33-007-4001","AQS","47","."
"10/14/2015","39","Ozone","","33-007-4001","AQS","39","."
"10/15/2015","41","Ozone","","33-007-4001","AQS","41","3"
"10/16/2015","35","Ozone","","33-007-4001","AQS","35","."
"10/17/2015","31","Ozone","","33-007-4001","AQS","31","."
"10/18/2015","31","Ozone","","33-007-4001","AQS","31","3"
"10/19/2015","43","Ozone","","33-007-4001","AQS","43","."
"10/21/2015","20","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","20"
"10/24/2015","6","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","6"
"10/27/2015","5","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","5"
"10/30/2015","4","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","4"
"11/02/2015","8","PM2.5","CAMP DODGE, GREENS GRANT","33-007-4002","AQS",".","8"
"11/03/2015","37","Ozone","","33-007-4001","AQS","37","."
"11/04/2015","42","Ozone","","33-007-4001","AQS","42","."
"11/05/2015","44","Ozone","","33-007-4001","AQS","44","17"
"11/06/2015","40","Ozone","","33-007-4001","AQS","40","."
"11/07/2015","32","Ozone","","33-007-4001","AQS","32","."
"11/08/2015","31","Ozone","","33-007-4001","AQS","31","5"
"11/09/2015","50","Ozone","","33-007-4001","AQS","50","."
"11/10/2015","51","Ozone","","33-007-4001","AQS","51","."
"11/11/2015","49","Ozone","","33-007-4001","AQS","49","15"
"11/12/2015","43","Ozone","","33-007-4001","AQS","43","."
"11/13/2015","26","Ozone","","33-007-4001","AQS","26","."
"11/14/2015","35","Ozone","","33-007-4001","AQS","35","3"
"11/15/2015","39","Ozone","","33-007-4001","AQS","39","."
"11/16/2015","39","Ozone","","33-007-4001","AQS","39","."
"11/17/2015","45","Ozone","","33-007-4001","AQS","45","3"
"11/18/2015","47","Ozone","","33-007-4001","AQS","47","."
"11/19/2015","42","Ozone","","33-007-4001","AQS","42","."
"11/20/2015","42","Ozone","","33-007-4001","AQS","42","5"
"11/21/2015","48","Ozone","","33-007-4001","AQS","48","."
"11/22/2015","43","Ozone","","33-007-4001","AQS","43","."
"11/23/2015","35","Ozone","","33-007-4001","AQS","35","4"
