"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2017","39","Ozone","","33-007-4001","AQS","39","6"
"01/02/2017","43","Ozone","","33-007-4001","AQS","43","."
"01/03/2017","43","Ozone","","33-007-4001","AQS","43","."
"01/04/2017","38","Ozone","","33-007-4001","AQS","38","1"
"01/05/2017","36","Ozone","","33-007-4001","AQS","36","."
"01/06/2017","38","Ozone","","33-007-4001","AQS","38","."
"01/07/2017","44","Ozone","","33-007-4001","AQS","44","9"
"01/08/2017","42","Ozone","","33-007-4001","AQS","42","."
"01/09/2017","41","Ozone","","33-007-4001","AQS","41","."
"01/10/2017","43","Ozone","","33-007-4001","AQS","43","10"
"01/11/2017","44","Ozone","","33-007-4001","AQS","44","."
"01/12/2017","42","Ozone","","33-007-4001","AQS","42","."
"01/13/2017","44","Ozone","","33-007-4001","AQS","44","5"
"01/14/2017","45","Ozone","","33-007-4001","AQS","45","."
"01/15/2017","46","Ozone","","33-007-4001","AQS","46","."
"01/16/2017","46","Ozone","","33-007-4001","AQS","46","7"
"01/17/2017","50","Ozone","","33-007-4001","AQS","50","."
"01/18/2017","44","Ozone","","33-007-4001","AQS","44","."
"01/19/2017","49","Ozone","","33-007-4001","AQS","49","8"
"01/20/2017","51","Ozone","","33-007-4001","AQS","51","."
"01/21/2017","47","Ozone","","33-007-4001","AQS","47","."
"01/22/2017","46","Ozone","","33-007-4001","AQS","46","4"
"01/23/2017","51","Ozone","","33-007-4001","AQS","51","."
"01/24/2017","51","Ozone","","33-007-4001","AQS","51","."
"01/25/2017","47","Ozone","","33-007-4001","AQS","47","3"
"01/26/2017","41","Ozone","","33-007-4001","AQS","41","."
"01/27/2017","40","Ozone","","33-007-4001","AQS","40","."
"01/28/2017","40","Ozone","","33-007-4001","AQS","40","5"
"01/29/2017","36","Ozone","","33-007-4001","AQS","36","."
"01/30/2017","39","Ozone","","33-007-4001","AQS","39","."
"01/31/2017","44","Ozone","","33-007-4001","AQS","44","8"
"02/01/2017","36","Ozone","","33-007-4001","AQS","36","."
"02/02/2017","41","Ozone","","33-007-4001","AQS","41","."
"02/03/2017","42","Ozone","","33-007-4001","AQS","42","5"
"02/04/2017","43","Ozone","","33-007-4001","AQS","43","."
"02/05/2017","44","Ozone","","33-007-4001","AQS","44","."
"02/06/2017","43","Ozone","","33-007-4001","AQS","43","6"
"02/07/2017","43","Ozone","","33-007-4001","AQS","43","."
"02/08/2017","44","Ozone","","33-007-4001","AQS","44","."
"02/09/2017","46","Ozone","","33-007-4001","AQS","46","10"
"02/10/2017","46","Ozone","","33-007-4001","AQS","46","."
"02/11/2017","43","Ozone","","33-007-4001","AQS","43","."
"02/12/2017","42","Ozone","","33-007-4001","AQS","42","6"
"02/13/2017","43","Ozone","","33-007-4001","AQS","43","."
"02/14/2017","47","Ozone","","33-007-4001","AQS","47","."
"02/15/2017","42","Ozone","","33-007-4001","AQS","42","14"
"02/16/2017","41","Ozone","","33-007-4001","AQS","41","."
"02/17/2017","50","Ozone","","33-007-4001","AQS","50","."
"02/18/2017","71","Ozone","","33-007-4001","AQS","71","10"
"02/19/2017","47","Ozone","","33-007-4001","AQS","47","."
"02/20/2017","61","Ozone","","33-007-4001","AQS","61","."
"02/21/2017","71","Ozone","","33-007-4001","AQS","71","5"
"02/22/2017","64","Ozone","","33-007-4001","AQS","64","."
"02/23/2017","67","Ozone","","33-007-4001","AQS","67","."
"02/24/2017","51","Ozone","","33-007-4001","AQS","51","23"
"02/25/2017","48","Ozone","","33-007-4001","AQS","48","."
"02/26/2017","42","Ozone","","33-007-4001","AQS","42","."
"02/27/2017","44","Ozone","","33-007-4001","AQS","44","14"
"02/28/2017","47","Ozone","","33-007-4001","AQS","47","."
"03/01/2017","46","Ozone","","33-007-4001","AQS","46","."
"03/02/2017","44","Ozone","","33-007-4001","AQS","44","."
"03/03/2017","44","Ozone","","33-007-4001","AQS","44","."
"03/04/2017","47","Ozone","","33-007-4001","AQS","47","."
"03/05/2017","58","Ozone","","33-007-4001","AQS","58","."
"03/06/2017","71","Ozone","","33-007-4001","AQS","71","."
"03/07/2017","64","Ozone","","33-007-4001","AQS","64","."
"03/08/2017","50","Ozone","","33-007-4001","AQS","50","3"
"03/09/2017","44","Ozone","","33-007-4001","AQS","44","."
"03/10/2017","44","Ozone","","33-007-4001","AQS","44","."
"03/11/2017","33","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","33","15"
"03/12/2017","33","Ozone","","33-007-4001","AQS","33","."
"03/13/2017","48","Ozone","","33-007-4001","AQS","48","."
"03/14/2017","44","Ozone","","33-007-4001","AQS","44","10"
"03/15/2017","42","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","42","."
"03/16/2017","45","Ozone","","33-007-4001","AQS","45","."
"03/17/2017","133","Ozone","","33-007-4001","AQS","133","6"
"03/18/2017","174","Ozone","","33-007-4001","AQS","174","."
"03/19/2017","51","Ozone","","33-007-4001","AQS","51","."
"03/20/2017","61","Ozone","","33-007-4001","AQS","61","8"
"03/21/2017","61","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","61","."
"03/22/2017","42","Ozone","","33-007-4001","AQS","42","."
"03/23/2017","58","Ozone","","33-007-4001","AQS","58","10"
"03/24/2017","49","Ozone","","33-007-4001","AQS","49","."
"03/25/2017","71","Ozone","","33-007-4001","AQS","71","."
"03/26/2017","77","Ozone","","33-007-4001","AQS","77","10"
"03/27/2017","48","Ozone","","33-007-4001","AQS","48","."
"03/28/2017","48","Ozone","","33-007-4001","AQS","48","."
"03/29/2017","48","Ozone","","33-007-4001","AQS","48","4"
"03/30/2017","77","Ozone","","33-007-4001","AQS","77","."
"03/31/2017","77","Ozone","","33-007-4001","AQS","77","."
"04/01/2017","50","Ozone","","33-007-4001","AQS","50","3"
"04/02/2017","47","Ozone","","33-007-4001","AQS","47","."
"04/03/2017","61","Ozone","","33-007-4001","AQS","61","."
"04/04/2017","51","Ozone","","33-007-4001","AQS","51","4"
"04/05/2017","71","Ozone","","33-007-4001","AQS","71","."
"04/06/2017","58","Ozone","","33-007-4001","AQS","58","."
"04/07/2017","42","Ozone","","33-007-4001","AQS","42","2"
"04/08/2017","43","Ozone","","33-007-4001","AQS","43","."
"04/09/2017","87","Ozone","","33-007-4001","AQS","87","."
"04/10/2017","93","Ozone","","33-007-4001","AQS","93","19"
"04/11/2017","87","Ozone","","33-007-4001","AQS","87","."
"04/12/2017","84","Ozone","","33-007-4001","AQS","84","."
"04/13/2017","45","Ozone","","33-007-4001","AQS","45","5"
"04/14/2017","48","Ozone","","33-007-4001","AQS","48","."
"04/15/2017","84","Ozone","","33-007-4001","AQS","84","."
"04/16/2017","64","Ozone","","33-007-4001","AQS","64","35"
"04/17/2017","44","Ozone","","33-007-4001","AQS","44","."
"04/18/2017","44","Ozone","","33-007-4001","AQS","44","."
"04/19/2017","46","Ozone","","33-007-4001","AQS","46","9"
"04/20/2017","42","Ozone","","33-007-4001","AQS","42","."
"04/21/2017","48","Ozone","","33-007-4001","AQS","48","."
"04/22/2017","42","Ozone","","33-007-4001","AQS","42","2"
"04/23/2017","58","Ozone","","33-007-4001","AQS","58","."
"04/24/2017","61","Ozone","","33-007-4001","AQS","61","."
"04/25/2017","77","Ozone","","33-007-4001","AQS","77","10"
"04/26/2017","74","Ozone","","33-007-4001","AQS","74","."
"04/27/2017","74","Ozone","","33-007-4001","AQS","74","."
"04/28/2017","50","Ozone","","33-007-4001","AQS","50","13"
"04/29/2017","54","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","54","."
"04/30/2017","126","Ozone","","33-007-4001","AQS","126","."
"05/01/2017","61","Ozone","","33-007-4001","AQS","61","6"
"05/02/2017","64","Ozone","","33-007-4001","AQS","64","."
"05/03/2017","47","Ozone","","33-007-4001","AQS","47","."
"05/04/2017","54","Ozone","","33-007-4001","AQS","54","10"
"05/05/2017","77","Ozone","","33-007-4001","AQS","77","."
"05/06/2017","67","Ozone","","33-007-4001","AQS","67","."
"05/07/2017","44","Ozone","","33-007-4001","AQS","44","8"
"05/08/2017","34","Ozone","","33-007-4001","AQS","34","."
"05/09/2017","33","Ozone","","33-007-4001","AQS","33","."
"05/10/2017","39","Ozone","","33-007-4001","AQS","39","5"
"05/11/2017","50","Ozone","","33-007-4001","AQS","50","."
"05/12/2017","54","Ozone","","33-007-4001","AQS","54","."
"05/13/2017","50","Ozone","","33-007-4001","AQS","50","7"
"05/14/2017","51","Ozone","","33-007-4001","AQS","51","."
"05/15/2017","47","Ozone","","33-007-4001","AQS","47","."
"05/16/2017","49","Ozone","","33-007-4001","AQS","49","10"
"05/17/2017","93","Ozone","","33-007-4001","AQS","93","."
"05/18/2017","74","Ozone","","33-007-4001","AQS","74","."
"05/19/2017","49","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","49","16"
"05/20/2017","41","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","41","."
"05/21/2017","41","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","41","."
"05/22/2017","42","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","42","10"
"05/23/2017","38","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","38","."
"05/24/2017","40","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","40","."
"05/25/2017","32","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","32","12"
"05/26/2017","25","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","25","."
"05/27/2017","31","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","31","."
