"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2013","36","Ozone","","33-007-4001","AQS","36","10"
"01/02/2013","44","Ozone","","33-007-4001","AQS","44","."
"01/03/2013","44","Ozone","","33-007-4001","AQS","44","."
"01/04/2013","35","Ozone","","33-007-4001","AQS","35","14"
"01/05/2013","41","Ozone","","33-007-4001","AQS","41","."
"01/06/2013","40","Ozone","","33-007-4001","AQS","40","."
"01/07/2013","45","Ozone","","33-007-4001","AQS","45","13"
"01/08/2013","45","Ozone","","33-007-4001","AQS","45","."
"01/09/2013","47","Ozone","","33-007-4001","AQS","47","."
"01/10/2013","46","Ozone","","33-007-4001","AQS","46","6"
"01/11/2013","46","Ozone","","33-007-4001","AQS","46","."
"01/12/2013","47","Ozone","","33-007-4001","AQS","47","."
"01/13/2013","48","Ozone","","33-007-4001","AQS","48","9"
"01/14/2013","37","Ozone","","33-007-4001","AQS","37","."
"01/15/2013","44","Ozone","","33-007-4001","AQS","44","."
"01/16/2013","44","Ozone","","33-007-4001","AQS","44","9"
"01/17/2013","42","Ozone","","33-007-4001","AQS","42","."
"01/18/2013","41","Ozone","","33-007-4001","AQS","41","."
"01/19/2013","40","Ozone","","33-007-4001","AQS","40","13"
"01/20/2013","41","Ozone","","33-007-4001","AQS","41","."
"01/21/2013","42","Ozone","","33-007-4001","AQS","42","."
"01/22/2013","37","Ozone","","33-007-4001","AQS","37","8"
"01/23/2013","41","Ozone","","33-007-4001","AQS","41","."
"01/24/2013","41","Ozone","","33-007-4001","AQS","41","."
"01/25/2013","44","Ozone","","33-007-4001","AQS","44","6"
"01/26/2013","43","Ozone","","33-007-4001","AQS","43","."
"01/27/2013","44","Ozone","","33-007-4001","AQS","44","."
"01/28/2013","47","Ozone","","33-007-4001","AQS","47","6"
"01/29/2013","45","Ozone","","33-007-4001","AQS","45","."
"01/30/2013","38","Ozone","","33-007-4001","AQS","38","."
"01/31/2013","39","Ozone","","33-007-4001","AQS","39","3"
"02/01/2013","38","Ozone","","33-007-4001","AQS","38","."
"02/02/2013","38","Ozone","","33-007-4001","AQS","38","."
"02/03/2013","37","Ozone","","33-007-4001","AQS","37","12"
