"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2021","41","Ozone","","33-007-4001","AQS","41","8"
"01/02/2021","42","Ozone","","33-007-4001","AQS","42","."
"01/03/2021","44","Ozone","","33-007-4001","AQS","44","."
"01/04/2021","44","Ozone","","33-007-4001","AQS","44","10"
"01/05/2021","43","Ozone","","33-007-4001","AQS","43","."
"01/06/2021","44","Ozone","","33-007-4001","AQS","44","."
"01/07/2021","45","Ozone","","33-007-4001","AQS","45","7"
"01/08/2021","45","Ozone","","33-007-4001","AQS","45","."
"01/09/2021","42","Ozone","","33-007-4001","AQS","42","."
"01/10/2021","41","Ozone","","33-007-4001","AQS","41","7"
"01/11/2021","42","Ozone","","33-007-4001","AQS","42","."
"01/12/2021","38","Ozone","","33-007-4001","AQS","38","."
"01/13/2021","34","Ozone","","33-007-4001","AQS","34","9"
"01/14/2021","35","Ozone","","33-007-4001","AQS","35","."
"01/15/2021","43","Ozone","","33-007-4001","AQS","43","."
"01/16/2021","36","Ozone","","33-007-4001","AQS","36","1"
"01/17/2021","28","Ozone","","33-007-4001","AQS","28","."
"01/18/2021","37","Ozone","","33-007-4001","AQS","37","."
"01/19/2021","37","Ozone","","33-007-4001","AQS","37","3"
"01/20/2021","36","Ozone","","33-007-4001","AQS","36","."
"01/21/2021","37","Ozone","","33-007-4001","AQS","37","."
"01/22/2021","29","Ozone","","33-007-4001","AQS","29","8"
"01/23/2021","32","Ozone","","33-007-4001","AQS","32","."
"01/24/2021","39","Ozone","","33-007-4001","AQS","39","."
"01/25/2021","39","Ozone","","33-007-4001","AQS","39","3"
"01/26/2021","44","Ozone","","33-007-4001","AQS","44","."
"01/27/2021","40","Ozone","","33-007-4001","AQS","40","."
"01/28/2021","34","Ozone","","33-007-4001","AQS","34","7"
"01/29/2021","39","Ozone","","33-007-4001","AQS","39","."
"01/30/2021","43","Ozone","","33-007-4001","AQS","43","."
"01/31/2021","45","Ozone","","33-007-4001","AQS","45","6"
"02/01/2021","46","Ozone","","33-007-4001","AQS","46","."
"02/02/2021","40","Ozone","","33-007-4001","AQS","40","."
"02/03/2021","39","Ozone","","33-007-4001","AQS","39","2"
"02/04/2021","44","Ozone","","33-007-4001","AQS","44","."
"02/05/2021","44","Ozone","","33-007-4001","AQS","44","."
"02/06/2021","39","Ozone","","33-007-4001","AQS","39","8"
"02/07/2021","44","Ozone","","33-007-4001","AQS","44","."
"02/08/2021","41","Ozone","","33-007-4001","AQS","41","."
"02/09/2021","42","Ozone","","33-007-4001","AQS","42","6"
"02/10/2021","38","Ozone","","33-007-4001","AQS","38","."
"02/11/2021","37","Ozone","","33-007-4001","AQS","37","."
"02/12/2021","41","Ozone","","33-007-4001","AQS","41","6"
"02/13/2021","45","Ozone","","33-007-4001","AQS","45","."
"02/14/2021","45","Ozone","","33-007-4001","AQS","45","."
"02/15/2021","44","Ozone","","33-007-4001","AQS","44","13"
"02/16/2021","37","Ozone","","33-007-4001","AQS","37","."
"02/17/2021","44","Ozone","","33-007-4001","AQS","44","."
"02/18/2021","49","Ozone","","33-007-4001","AQS","49","8"
"02/19/2021","47","Ozone","","33-007-4001","AQS","47","."
"02/20/2021","41","Ozone","","33-007-4001","AQS","41","."
"02/21/2021","42","Ozone","","33-007-4001","AQS","42","6"
"02/22/2021","43","Ozone","","33-007-4001","AQS","43","."
"02/23/2021","43","Ozone","","33-007-4001","AQS","43","."
"02/24/2021","44","Ozone","","33-007-4001","AQS","44","."
"02/25/2021","40","Ozone","","33-007-4001","AQS","40","."
"02/26/2021","38","Ozone","","33-007-4001","AQS","38","."
"02/27/2021","43","Ozone","","33-007-4001","AQS","43","6"
"02/28/2021","45","Ozone","","33-007-4001","AQS","45","."
"03/01/2021","45","Ozone","","33-007-4001","AQS","45","."
"03/02/2021","40","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","40","."
"03/03/2021","40","Ozone","","33-007-4001","AQS","40","."
"03/04/2021","40","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","40","."
"03/05/2021","36","Ozone","","33-007-4001","AQS","36","."
"03/06/2021","37","Ozone","","33-007-4001","AQS","37","."
"03/07/2021","38","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","38","."
"03/08/2021","49","Ozone","","33-007-4001","AQS","49","."
"03/09/2021","46","Ozone","","33-007-4001","AQS","46","."
"03/10/2021","61","Ozone","","33-007-4001","AQS","61","."
"03/11/2021","61","Ozone","","33-007-4001","AQS","61","."
"03/12/2021","44","Ozone","","33-007-4001","AQS","44","."
"03/13/2021","39","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","39","."
"03/14/2021","39","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","39","."
"03/15/2021","40","Ozone","","33-007-4001","AQS","40","."
"03/16/2021","44","Ozone","","33-007-4001","AQS","44","."
"03/17/2021","45","Ozone","","33-007-4001","AQS","45","."
"03/18/2021","44","Ozone","","33-007-4001","AQS","44","."
"03/19/2021","44","Ozone","","33-007-4001","AQS","44","."
"03/20/2021","45","Ozone","","33-007-4001","AQS","45","."
"03/21/2021","44","Ozone","","33-007-4001","AQS","44","."
"03/22/2021","50","Ozone","","33-007-4001","AQS","50","."
"03/23/2021","51","Ozone","","33-007-4001","AQS","51","."
"03/24/2021","49","Ozone","","33-007-4001","AQS","49","."
"03/25/2021","46","Ozone","","33-007-4001","AQS","46","."
"03/26/2021","42","Ozone","","33-007-4001","AQS","42","."
"03/27/2021","44","Ozone","","33-007-4001","AQS","44","."
"03/28/2021","44","Ozone","","33-007-4001","AQS","44","."
"03/29/2021","46","Ozone","","33-007-4001","AQS","46","."
"03/30/2021","51","Ozone","","33-007-4001","AQS","51","."
"03/31/2021","47","Ozone","","33-007-4001","AQS","47","."
"04/01/2021","46","Ozone","","33-007-4001","AQS","46","."
"04/02/2021","40","Ozone","","33-007-4001","AQS","40","."
"04/03/2021","42","Ozone","","33-007-4001","AQS","42","."
"04/04/2021","44","Ozone","","33-007-4001","AQS","44","."
"04/05/2021","43","Ozone","","33-007-4001","AQS","43","."
"04/06/2021","39","Ozone","","33-007-4001","AQS","39","."
"04/07/2021","39","Ozone","","33-007-4001","AQS","39","."
"04/08/2021","39","Ozone","","33-007-4001","AQS","39","."
"04/09/2021","41","Ozone","","33-007-4001","AQS","41","."
"04/10/2021","46","Ozone","","33-007-4001","AQS","46","."
"04/11/2021","46","Ozone","","33-007-4001","AQS","46","."
"04/12/2021","42","Ozone","","33-007-4001","AQS","42","."
"04/13/2021","42","Ozone","","33-007-4001","AQS","42","."
"04/14/2021","43","Ozone","","33-007-4001","AQS","43","."
"04/15/2021","45","Ozone","","33-007-4001","AQS","45","."
"04/16/2021","43","Ozone","","33-007-4001","AQS","43","."
"04/17/2021","37","Ozone","","33-007-4001","AQS","37","."
"04/18/2021","37","Ozone","","33-007-4001","AQS","37","."
"04/19/2021","44","Ozone","","33-007-4001","AQS","44","."
"04/20/2021","44","Ozone","","33-007-4001","AQS","44","."
"04/21/2021","49","Ozone","","33-007-4001","AQS","49","."
"04/22/2021","40","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","40","."
"04/23/2021","48","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","48","."
"04/24/2021","67","Ozone","","33-007-4001","AQS","67","."
"04/25/2021","67","Ozone","","33-007-4001","AQS","67","."
"04/26/2021","40","Ozone","","33-007-4001","AQS","40","."
"04/27/2021","50","Ozone","","33-007-4001","AQS","50","."
"04/28/2021","50","Ozone","","33-007-4001","AQS","50","."
"04/29/2021","54","Ozone","","33-007-4001","AQS","54","."
"04/30/2021","49","Ozone","","33-007-4001","AQS","49","."
"05/01/2021","42","Ozone","","33-007-4001","AQS","42","."
"05/02/2021","42","Ozone","","33-007-4001","AQS","42","."
"05/03/2021","46","Ozone","","33-007-4001","AQS","46","."
"05/04/2021","48","Ozone","","33-007-4001","AQS","48","."
"05/05/2021","47","Ozone","","33-007-4001","AQS","47","."
"05/06/2021","38","Ozone","","33-007-4001","AQS","38","."
"05/07/2021","36","Ozone","","33-007-4001","AQS","36","."
"05/08/2021","35","Ozone","","33-007-4001","AQS","35","."
"05/09/2021","35","Ozone","","33-007-4001","AQS","35","."
"05/10/2021","37","Ozone","","33-007-4001","AQS","37","."
"05/11/2021","37","Ozone","","33-007-4001","AQS","37","."
"05/12/2021","37","Ozone","","33-007-4001","AQS","37","."
"05/13/2021","44","Ozone","","33-007-4001","AQS","44","."
"05/14/2021","40","Ozone","","33-007-4001","AQS","40","."
"05/15/2021","47","Ozone","","33-007-4001","AQS","47","."
"05/16/2021","48","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","48","."
"05/17/2021","49","Ozone","","33-007-4001","AQS","49","."
"05/18/2021","49","Ozone","","33-007-4001","AQS","49","."
"05/19/2021","58","Ozone","","33-007-4001","AQS","58","."
"05/20/2021","58","Ozone","","33-007-4001","AQS","58","."
"05/21/2021","80","Ozone","","33-007-4001","AQS","80","."
"05/22/2021","74","Ozone","","33-007-4001","AQS","74","."
"05/23/2021","44","Ozone","","33-007-4001","AQS","44","."
"05/24/2021","44","Ozone","","33-007-4001","AQS","44","."
"05/25/2021","45","Ozone","","33-007-4001","AQS","45","."
"05/26/2021","54","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","54","."
"05/27/2021","38","Ozone","","33-007-4001","AQS","38","."
"05/28/2021","44","Ozone","","33-007-4001","AQS","44","."
"05/29/2021","33","Ozone","","33-007-4001","AQS","33","."
"05/30/2021","44","Ozone","","33-007-4001","AQS","44","."
"05/31/2021","44","Ozone","","33-007-4001","AQS","44","."
"06/01/2021","51","Ozone","","33-007-4001","AQS","51","."
"06/02/2021","54","Ozone","","33-007-4001","AQS","54","."
"06/03/2021","42","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","42","."
"06/04/2021","41","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","41","."
"06/05/2021","67","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","67","."
"06/06/2021","80","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","80","."
"06/07/2021","58","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","58","."
"06/08/2021","30","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","30","."
