"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"03/09/2021","55","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","50",".","55","43"
"03/10/2021","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","43",".","54","53"
"03/11/2021","84","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","71","41","84","68"
"03/12/2021","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","45",".","48","36"
"03/13/2021","41","Ozone","Chester","34-027-3001","AQS","3","41",".","32","25"
"03/14/2021","43","Ozone","Colliers Mills","34-029-0006","AQS","3","43","9","33","30"
"03/15/2021","41","Ozone","Chester","34-027-3001","AQS","3","41",".","28","28"
"03/16/2021","42","NO2","Elizabeth Lab","34-039-0004","AQS","5","38",".","29","42"
"03/17/2021","55","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","39","23","55","42"
"03/18/2021","44","NO2","Fort Lee Near Road","34-003-0010","AQS","7","36",".","40","44"
"03/19/2021","40","Ozone","Chester","34-027-3001","AQS","5","40",".","28","32"
"03/20/2021","66","NO2","Fort Lee Near Road","34-003-0010","AQS","9","42","12","40","66"
"03/21/2021","56","NO2","Elizabeth Lab","34-039-0004","AQS","15","46",".","52","56"
"03/22/2021","72","PM2.5","Fort Lee Near Road","34-003-0010","AQS","14","49",".","72","67"
"03/23/2021","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","46","20","52","47"
"03/24/2021","50","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","38",".","50","48"
"03/25/2021","61","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","36",".","61","41"
"03/26/2021","65","PM2.5","IS 45","36-061-0079","AQS","8","44","13","65","42"
"03/27/2021","48","Ozone","Colliers Mills","34-029-0006","AQS","8","48",".","30","45"
"03/28/2021","49","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","41",".","49","34"
"03/29/2021","42","Ozone","MT NINHAM","36-079-0005","AQS","6","42","8","26","42"
"03/30/2021","62","NO2","Elizabeth Lab","34-039-0004","AQS","13","48",".","45","62"
"03/31/2021","54","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","42",".","54","44"
"04/01/2021","37","Ozone","MT NINHAM","36-079-0005","AQS","7","37","6","30","30"
"04/02/2021","39","Ozone","Flemington","34-019-0001","AQS","3","39",".","21","20"
"04/03/2021","41","Ozone","Chester","34-027-3001","AQS","5","41",".","23","41"
"04/04/2021","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","50","15","57","36"
"04/05/2021","49","Ozone","Colliers Mills","34-029-0006","AQS","5","49",".","42","39"
"04/06/2021","49","Ozone","Flemington","34-019-0001","AQS","6","49",".","40","46"
"04/07/2021","50","NO2","Elizabeth Lab","34-039-0004","AQS","8","48","17","42","50"
"04/08/2021","67","NO2","Elizabeth Lab","34-039-0004","AQS","9","50",".","47","67"
"04/09/2021","52","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","40",".","52","35"
"04/10/2021","51","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","42","14","51","39"
"04/11/2021","46","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","38",".","46","31"
"04/12/2021","36","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","34",".","36","36"
"04/13/2021","46","NO2","Elizabeth Lab","34-039-0004","AQS","6","42","8","33","46"
"04/14/2021","51","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","49",".","51","36"
"04/15/2021","52","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","40",".","52","42"
"04/16/2021","34","Ozone","MILLBROOK","36-027-0007","AQS","3","34","6","20","31"
"04/17/2021","35","Ozone","MT NINHAM","36-079-0005","AQS","6","35",".","14","21"
"04/18/2021","42","NO2","IS 52","36-005-0110","AQS","6","41",".","33","42"
"04/19/2021","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","13","42","18","52","49"
"04/20/2021","54","Ozone","FRESHKILLS WEST","36-085-0111","AQS","7","54",".","52","42"
"04/21/2021","48","NO2","Elizabeth Lab","34-039-0004","AQS","6","46",".","41","48"
"04/22/2021","42","Ozone","Colliers Mills","34-029-0006","AQS","5","42","19","24","17"
"04/23/2021","54","Ozone","Flemington","34-019-0001","AQS","5","54",".","44","32"
"04/24/2021","80","Ozone","Flax Pond","36-103-0044","AQS","7","80",".","59","42"
"04/25/2021","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","50","17","58","22"
"04/26/2021","47","Ozone","Chester","34-027-3001","AQS","5","47",".","22","25"
"04/27/2021","60","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","58",".","60","49"
"04/28/2021","93","Ozone","MT NINHAM","36-079-0005","AQS","11","93","38","74","55"
"04/29/2021","72","PM2.5","IS 52","36-005-0110","AQS","10","44",".","72","69"
"04/30/2021","41","Ozone","Rutgers University","34-023-0011","AQS","6","41",".","34","23"
"05/01/2021","42","Ozone","Chester","34-027-3001","AQS","5","42","8","20","36"
"05/02/2021","64","Ozone","Colliers Mills","34-029-0006","AQS","6","64",".","40","17"
"05/03/2021","46","PM2.5","Newark Firehouse","34-013-0003","AQS","9","40",".","46","44"
"05/04/2021","46","Ozone","Colliers Mills","34-029-0006","AQS","8","46","14","45","27"
"05/05/2021","41","PM2.5","Newark Firehouse","34-013-0003","AQS","11","34",".","41","40"
"05/06/2021","37","Ozone","Colliers Mills","34-029-0006","AQS","7","37",".","19","23"
"05/07/2021","44","Ozone","MILLBROOK","36-027-0007","AQS","10","44","10","23","31"
"05/08/2021","36","Ozone","BABYLON","36-103-0002","AQS","11","36",".","29","25"
"05/09/2021","39","Ozone","Flax Pond","36-103-0044","AQS","9","39",".","26","25"
"05/10/2021","37","Ozone","Colliers Mills","34-029-0006","AQS","9","37","7","22","34"
"05/11/2021","45","Ozone","Colliers Mills","34-029-0006","AQS","9","45",".","24","33"
"05/12/2021","36","Ozone","Colliers Mills","34-029-0006","AQS","7","36",".","21","33"
"05/13/2021","44","Ozone","MILLBROOK","36-027-0007","AQS","9","44","8","35","32"
"05/14/2021","48","Ozone","Leonia","34-003-0006","AQS","9","48",".","44","41"
"05/15/2021","51","Ozone","BABYLON","36-103-0002","AQS","10","51",".","49","41"
"05/16/2021","51","PM2.5","IS 74","36-005-0112","AQS","10","51","17","51","31"
"05/17/2021","74","Ozone","FRESHKILLS WEST","36-085-0111","AQS","9","74",".","56","45"
"05/18/2021","97","Ozone","Colliers Mills","34-029-0006","AQS","9","97",".","54","41"
"05/19/2021","129","Ozone","Monmouth University","34-025-0005","AQS","9","129","27","61","53"
"05/20/2021","71","Ozone","MILLBROOK","36-027-0007","AQS","9","71",".","46","42"
"05/21/2021","129","Ozone","Rutgers University","34-023-0011","AQS","10","129",".","57","38"
"05/22/2021","87","Ozone","Colliers Mills","34-029-0006","AQS","10","87","37","65","42"
"05/23/2021","50","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","49",".","50","17"
"05/24/2021","44","Ozone","MILLBROOK","36-027-0007","AQS","9","44",".","36","24"
"05/25/2021","58","Ozone","MILLBROOK","36-027-0007","AQS","10","58","19","50","32"
"05/26/2021","97","Ozone","MT NINHAM","36-079-0005","AQS","9","97",".","61","31"
"05/27/2021","50","Ozone","Colliers Mills","34-029-0006","AQS","8","50",".","42","25"
"05/28/2021","39","Ozone","Ramapo","34-031-5001","AQS","6","39","14","33","25"
"05/29/2021","36","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","5","36",".","14","16"
"05/30/2021","29","Ozone","Rockland County","36-087-0005","AQS","5","29",".","15","12"
"05/31/2021","44","Ozone","Ramapo","34-031-5001","AQS","11","44","11","41","34"
"06/01/2021","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","16","54",".","54","33"
"06/02/2021","57","PM2.5","Newark Firehouse","34-013-0003","AQS","9","47",".","57","42"
"06/03/2021","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","31","18","57","37"
"06/04/2021","43","NO2","IS 52","36-005-0110","AQS","26","36",".","40","43"
"06/05/2021","126","Ozone","Colliers Mills","34-029-0006","AQS","25","126",".","59","29"
"06/06/2021","129","Ozone","BABYLON","36-103-0002","AQS","16","129","21","68","30"
"06/07/2021","84","Ozone","WHITE PLAINS","36-119-2004","AQS","10","84",".","72","37"
"06/08/2021","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","45",".","55","42"
"06/09/2021","67","Ozone","BABYLON","36-103-0002","AQS","8","67","16","54","28"
"06/10/2021","105","Ozone","Leonia","34-003-0006","AirNow","8","105",".","55","32"
"06/11/2021","52","PM2.5","Newark Firehouse","34-013-0003","AQS","9","44",".","52","26"
"06/12/2021","39","PM2.5","Newark Firehouse","34-013-0003","AQS","9","34","14","39","24"
"06/13/2021","52","PM2.5","Newark Firehouse","34-013-0003","AQS","10","45",".","52","21"
"06/14/2021","45","Ozone","Flemington","34-019-0001","AQS","9","45",".","36","33"
"06/15/2021","61","Ozone","Leonia","34-003-0006","AQS","7","61","14","42","30"
"06/16/2021","49","Ozone","Leonia","34-003-0006","AQS","6","49",".","31","19"
"06/17/2021","80","Ozone","Leonia","34-003-0006","AQS","5","80",".","30","35"
"06/18/2021","136","Ozone","Leonia","34-003-0006","AQS","7","136","15","52","47"
"06/19/2021","105","Ozone","BABYLON","36-103-0002","AQS","8","105",".","58","29"
"06/20/2021","84","Ozone","BABYLON","36-103-0002","AQS","8","84",".","54","25"
"06/21/2021","62","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","48","25","62","35"
"06/22/2021","34","NO2","Jersey City","34-017-1002","AQS","8","32",".","32","34"
"06/23/2021","49","Ozone","Leonia","34-003-0006","AQS","6","49",".","32","28"
"06/24/2021","87","Ozone","Leonia","34-003-0006","AQS","8","87","7","36","40"
"06/25/2021","67","Ozone","Rockland County","36-087-0005","AQS","9","67",".","35","33"
"06/26/2021","47","PM2.5","Newark Firehouse","34-013-0003","AQS","8","22",".","47","15"
"06/27/2021","53","PM2.5","Jersey City Firehouse","34-017-1003","AQS","8","38","20","53","16"
"06/28/2021","71","Ozone","CCNY","36-061-0135","AQS","9","71",".","52","25"
"06/29/2021","108","Ozone","CCNY","36-061-0135","AQS","9","108",".","52","26"
"06/30/2021","105","Ozone","Flax Pond","36-103-0044","AQS","8","105","18","56","26"
"07/01/2021","48","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","41",".","48","37"
"07/02/2021","42","Ozone","BABYLON","36-103-0002","AQS","9","42",".","32","39"
"07/03/2021","24","PM2.5","PS 314","36-047-0052","AQS","8","15","7","24","14"
"07/04/2021","97","PM2.5","EISENHOWER PARK","36-059-0005","AQS","8","40",".","97","22"
"07/05/2021","99","PM2.5","Jersey City Firehouse","34-017-1003","AQS","9","54",".","99","27"
"07/06/2021","100","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","9","100","26","67","25"
"07/07/2021","143","Ozone","Flax Pond","36-103-0044","AQS","9","143",".","75","32"
"07/08/2021","65","PM2.5","Rutgers University","34-023-0011","AQS","9","45",".","65","38"
"07/09/2021","61","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","39","12","61","27"
"07/10/2021","44","Ozone","Colliers Mills","34-029-0006","AQS","7","44",".","40","30"
"07/11/2021","51","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","46",".","51","15"
"07/12/2021","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","41","13","52","36"
"07/13/2021","48","PM2.5","Jersey City Firehouse","34-017-1003","AQS","7","28",".","48","24"
"07/14/2021","93","Ozone","BABYLON","36-103-0002","AQS","7","93",".","58","32"
"07/15/2021","101","Ozone","WHITE PLAINS","36-119-2004","AQS","8","101","20","63","37"
"07/16/2021","101","Ozone","Flax Pond","36-103-0044","AQS","7","101",".","64","35"
"07/17/2021","80","Ozone","WHITE PLAINS","36-119-2004","AQS","8","80",".","61","51"
"07/18/2021","39","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","10","39","8","30","15"
"07/19/2021","52","PM2.5","Toms River","34-029-2002","AQS","10","37",".","52","30"
"07/20/2021","158","PM2.5","Flemington","34-019-0001","AQS","10","93",".","158","27"
"07/21/2021","113","PM2.5","Rutgers University","34-023-0011","AQS","10","87","45","113","38"
"07/22/2021","43","Ozone","BABYLON","36-103-0002","AQS","6","43",".","40","24"
"07/23/2021","61","Ozone","Monmouth University","34-025-0005","AQS","7","61",".","48","36"
"07/24/2021","52","PM2.5","Rutgers University","34-023-0011","AQS","9","48","15","52","27"
"07/25/2021","60","PM2.5","IS 52","36-005-0110","AQS","8","46",".","60","19"
"07/26/2021","154","Ozone","Monmouth University","34-025-0005","AQS","8","154",".","97","42"
"07/27/2021","122","Ozone","CCNY","36-061-0135","AQS","10","122","35","96","83"
"07/28/2021","77","Ozone","Colliers Mills","34-029-0006","AQS","6","77",".","59","32"
"07/29/2021","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","44",".","58","41"
"07/30/2021","52","PM2.5","Newark Firehouse","34-013-0003","AQS","7","45",".","52","23"
"07/31/2021","43","Ozone","BABYLON","36-103-0002","AQS","5","43",".","30","27"
"08/01/2021","47","Ozone","PFIZER LAB SITE","36-005-0133","AQS","7","47",".","37","26"
"08/02/2021","38","PM2.5","Newark Firehouse","34-013-0003","AQS","6","38","15","38","20"
"08/03/2021","41","Ozone","Leonia","34-003-0006","AQS","7","41",".","35","38"
"08/04/2021","48","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","45",".","48","48"
"08/05/2021","90","Ozone","Monmouth University","34-025-0005","AQS","6","90","13","48","21"
"08/06/2021","129","Ozone","Rutgers University","34-023-0011","AQS","8","129",".","63","37"
"08/07/2021","101","Ozone","WHITE PLAINS","36-119-2004","AQS","8","101",".","54","36"
"08/08/2021","67","Ozone","Flemington","34-019-0001","AQS","6","67","11","52","13"
"08/09/2021","52","PM2.5","NEWBURGH","36-071-0002","AQS","7","50",".","52","30"
"08/10/2021","77","PM2.5","NEWBURGH","36-071-0002","AQS","7","54",".","77","36"
"08/11/2021","97","Ozone","Leonia","34-003-0006","AQS","8","97","17","59","32"
"08/12/2021","93","Ozone","Flax Pond","36-103-0044","AQS","7","93",".","55","33"
"08/13/2021","133","Ozone","BABYLON","36-103-0002","AQS","9","133",".","55","30"
"08/14/2021","58","Ozone","Monmouth University","34-025-0005","AQS","8","58","14","52","27"
"08/15/2021","64","Ozone","FRESHKILLS WEST","36-085-0111","AQS","6","64",".","36","26"
"08/16/2021","51","Ozone","Rockland County","36-087-0005","AQS","7","51",".","44","27"
"08/17/2021","36","Ozone","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS","7","36","13","32","27"
"08/18/2021","32","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","32",".","32","26"
"08/19/2021","35","Ozone","Colliers Mills","34-029-0006","AQS","7","35",".","23","14"
"08/20/2021","36","Ozone","BABYLON","36-103-0002","AQS","6","36","11","31","35"
"08/21/2021","45","Ozone","PFIZER LAB SITE","36-005-0133","AQS","8","45",".","37","31"
"08/22/2021","32","Ozone","Ramapo","34-031-5001","AQS","7","32",".","29","22"
"08/23/2021","39","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","37","7","39","39"
"08/24/2021","77","Ozone","BABYLON","36-103-0002","AQS","8","77",".","46","67"
"08/25/2021","122","Ozone","FRESHKILLS WEST","36-085-0111","AQS","10","122",".","60","63"
"08/26/2021","150","Ozone","PFIZER LAB SITE","36-005-0133","AQS","10","150","31","80","41"
"08/27/2021","154","Ozone","BABYLON","36-103-0002","AQS","9","154",".","84","46"
"08/28/2021","43","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","38",".","43","24"
"08/29/2021","34","PM2.5","PS 314","36-047-0052","AQS","9","31","17","34","30"
"08/30/2021","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","47",".","53","34"
"08/31/2021","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","48",".","54","41"
"09/01/2021","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","36","15","57","40"
"09/02/2021","34","Ozone","RIVERHEAD","36-103-0004","AQS","6","34",".","26","16"
"09/03/2021","24","Ozone","RIVERHEAD","36-103-0004","AQS","6","24",".","18","21"
"09/04/2021","36","Ozone","BABYLON","36-103-0002","AQS","8","36","7","23","21"
"09/05/2021","44","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","36",".","44","24"
"09/06/2021","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","47",".","48","23"
"09/07/2021","50","Ozone","Colliers Mills","34-029-0006","AQS","8","50","22","39","31"
"09/08/2021","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","47",".","52","26"
"09/09/2021","43","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","38",".","43","36"
"09/10/2021","32","Ozone","Flemington","34-019-0001","AQS","8","32","6","30","28"
"09/11/2021","45","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","8","45",".","36","32"
"09/12/2021","51","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","49",".","51","29"
"09/13/2021","60","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","49","25","60","26"
"09/14/2021","50","Ozone","Monmouth University","34-025-0005","AQS","9","50",".","48","34"
"09/15/2021","65","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","58",".","65","37"
"09/16/2021","44","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","8","44","10","34","40"
"09/17/2021","51","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","33",".","51","34"
"09/18/2021","46","Ozone","Monmouth University","34-025-0005","AQS","9","46",".","40","22"
"09/19/2021","55","PM2.5","Jersey City Firehouse","34-017-1003","AQS","7","43","13","55","29"
"09/20/2021","41","Ozone","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS","8","41",".","37","29"
"09/21/2021","32","Ozone","Chester","34-027-3001","AQS","8","32",".","30","30"
"09/22/2021","40","PM2.5","PFIZER LAB SITE","36-005-0133","AQS","9","34","16","40","32"
"09/23/2021","35","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","34",".","35","21"
"09/24/2021","41","Ozone","Colliers Mills","34-029-0006","AQS","7","41",".","32","35"
"09/25/2021","49","Ozone","BABYLON","36-103-0002","AQS","9","49","15","44","32"
"09/26/2021","38","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","9","38",".","34","26"
"09/27/2021","50","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","7","50",".","47","26"
"09/28/2021","41","PM2.5","Jersey City Firehouse","34-017-1003","AQS","8","32","13","41","28"
"09/29/2021","31","Ozone","RIVERHEAD","36-103-0004","AQS","5","31",".","27","21"
"09/30/2021","22","Ozone","Colliers Mills","34-029-0006","AQS","5","22",".","19","21"
"10/01/2021","30","PM2.5","Jersey City Firehouse","34-017-1003","AQS","8","26","15","30","28"
"10/02/2021","44","Ozone","Chester","34-027-3001","AQS","9","44",".","41","34"
"10/03/2021","59","PM2.5","Rutgers University","34-023-0011","AQS","9","51",".","59","46"
"10/04/2021","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","39","19","58","34"
"10/05/2021","30","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","23",".","30","25"
"10/06/2021","40","PM2.5","Rutgers University","34-023-0011","AQS","7","30",".","40","29"
"10/07/2021","47","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","39","23","47","39"
"10/08/2021","59","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","44",".","59","43"
"10/09/2021","43","PM2.5","PS 314","36-047-0052","AQS","8","33",".","43","20"
"10/10/2021","48","PM2.5","BABYLON","36-103-0002","AQS","6","31","14","48","17"
"10/11/2021","39","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","7","39",".","32","28"
"10/12/2021","37","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","37",".","37","31"
"10/13/2021","46","PM2.5","IS 74","36-005-0112","AQS","10","35","19","46","36"
"10/14/2021","49","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","35",".","49","39"
"10/15/2021","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","48",".","58","54"
"10/16/2021","49","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","10","49","14","47","28"
"10/17/2021","29","Ozone","RIVERHEAD","36-103-0004","AQS","6","29",".","20","15"
"10/18/2021","29","Ozone","Colliers Mills","34-029-0006","AQS","6","29",".","18","25"
"10/19/2021","39","Ozone","Ramapo","34-031-5001","AQS","7","39","11","23","28"
"10/20/2021","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","48",".","48","38"
"10/21/2021","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","54",".","54","44"
"10/22/2021","44","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","37","9","44","28"
"10/23/2021","26","Ozone","CCNY","36-061-0135","AQS","7","26",".","23","18"
"10/24/2021","32","PM2.5","IS 52","36-005-0110","AQS","9","32",".","32","26"
"10/25/2021","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","42","17","48","42"
"10/26/2021","41","Ozone","RIVERHEAD","36-103-0004","AQS","8","41",".","16","25"
"10/27/2021","30","Ozone","HOLTSVILLE","36-103-0009","AQS","7","30",".","21","21"
"10/28/2021","38","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","31","10","38","27"
"10/29/2021","35","Ozone","BABYLON","36-103-0002","AQS","7","35",".","30","34"
