"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"02/13/2015","58","PM2.5","Intermediate School 143","36-061-0115","AQS","5","37",".","58","42"
"02/14/2015","74","PM2.5","Paterson","34-031-0005","AQS","11","31","18","74","48"
"02/15/2015","60","PM2.5","Intermediate School 143","36-061-0115","AQS","9","36",".","60","29"
"02/16/2015","51","PM2.5","MORRISANIA","36-005-0080","AQS","6","40",".","51","38"
"02/17/2015","78","PM2.5","PS 19","36-061-0128","AQS","8","42","19","78","55"
"02/18/2015","80","PM2.5","MORRISANIA","36-005-0080","AQS","14","42",".","80","67"
"02/19/2015","58","PM2.5","MORRISANIA","36-005-0080","AQS","9","38",".","58","48"
"02/20/2015","65","NO2","Fort Lee Near Road","34-003-0010","AQS","7","37","13","62","65"
"02/21/2015","60","PM2.5","Intermediate School 143","36-061-0115","AQS","9","35",".","60","46"
"02/22/2015","77","PM2.5","QUEENS COLLEGE 2","36-081-0124","AQS","14","39",".","77","57"
"02/23/2015","62","PM2.5","Fort Lee Library","34-003-0003","AQS","13","38","14","62","31"
"02/24/2015","52","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","33",".","52","41"
"02/25/2015","111","NO2","Fort Lee Near Road","34-003-0010","AQS","8","41",".","72","111"
"02/26/2015","66","PM2.5","PS 19","36-061-0128","AQS","8","37","11","66","47"
"02/27/2015","60","PM2.5","FRESHKILLS WEST","36-085-0111","AQS","7","38",".","60","53"
"02/28/2015","53","PM2.5","MORRISANIA","36-005-0080","AQS","9","42",".","53","51"
"03/01/2015","68","PM2.5","NEWBURGH","36-071-0002","AQS","10","35","20","68","58"
"03/02/2015","88","PM2.5","Toms River","34-029-2002","AQS","8","44",".","88","57"
"03/03/2015","53","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","38",".","53","48"
"03/04/2015","86","PM2.5","Fort Lee Library","34-003-0003","AQS","14","32","21","86","46"
"03/05/2015","53","PM2.5","Intermediate School 143","36-061-0115","AQS","13","38",".","53","42"
"03/06/2015","55","NO2","Fort Lee Near Road","34-003-0010","AQS","9","36",".","47","55"
"03/07/2015","79","PM2.5","Fort Lee Library","34-003-0003","AQS","9","45","33","79","54"
"03/08/2015","68","PM2.5","Intermediate School 143","36-061-0115","AQS","10","58",".","68","66"
"03/09/2015","71","NO2","IS 52","36-005-0110","AQS","11","49",".","56","71"
"03/10/2015","107","NO2","Elizabeth Lab","34-039-0004","AQS","25","47","32","98","107"
"03/11/2015","68","NO2","IS 52","36-005-0110","AQS","14","49",".","56","68"
"03/12/2015","44","Ozone","Chester","34-027-3001","AQS","7","44",".","31","33"
"03/13/2015","51","NO2","Elizabeth Lab","34-039-0004","AQS","9","44","19","46","51"
"03/14/2015","51","PM2.5","Fort Lee Near Road","34-003-0010","AQS","13","41",".","51","47"
"03/15/2015","39","Ozone","Chester","34-027-3001","AQS","8","39",".","31","19"
"03/16/2015","76","NO2","Fort Lee Near Road","34-003-0010","AQS","14","39","13","59","76"
"03/17/2015","62","NO2","IS 52","36-005-0110","AQS","13","39",".","56","62"
"03/18/2015","44","Ozone","RIVERHEAD","36-103-0004","AQS","3","44",".","33","40"
"03/19/2015","50","NO2","Elizabeth Lab","34-039-0004","AQS","6","47","13","33","50"
"03/20/2015","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","47",".","57","49"
"03/21/2015","65","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","41",".","65","38"
"03/22/2015","41","Ozone","Colliers Mills","34-029-0006","AQS","7","41","7","39","15"
"03/23/2015","42","Ozone","RIVERHEAD","36-103-0004","AQS","3","42",".","38","29"
"03/24/2015","52","NO2","IS 52","36-005-0110","AQS","11","42",".","41","52"
"03/25/2015","80","NO2","QUEENS COLLEGE 2","36-081-0124","AQS","15","38","35","66","80"
"03/26/2015","79","PM2.5","Fort Lee Near Road","34-003-0010","AQS","15","37",".","79","70"
"03/27/2015","35","Ozone","MT NINHAM","36-079-0005","AQS","8","35",".","27","32"
"03/28/2015","56","PM2.5","JHS 126","36-047-0122","AQS","5","38",".","56","24"
"03/29/2015","44","Ozone","Chester","34-027-3001","AQS","6","44",".","27","39"
"03/30/2015","42","NO2","Elizabeth Lab","34-039-0004","AQS","9","41",".","36","42"
"03/31/2015","40","NO2","Elizabeth Lab","34-039-0004","AQS","7","38","8","30","40"
"04/01/2015","50","NO2","Elizabeth Lab","34-039-0004","AQS","7","46",".","31","50"
"04/02/2015","65","NO2","QUEENS COLLEGE 2","36-081-0124","AQS","14","58",".","53","65"
"04/03/2015","61","PM2.5","Intermediate School 143","36-061-0115","AQS","11","42","15","61","44"
"04/04/2015","40","Ozone","MT NINHAM","36-079-0005","AQS","11","40",".","32","36"
"04/05/2015","47","Ozone","Monmouth University","34-025-0005","AQS","7","47",".","38","41"
"04/06/2015","63","PM2.5","Fort Lee Near Road","34-003-0010","AQS","13","50","26","63","57"
"04/07/2015","70","NO2","IS 52","36-005-0110","AQS","14","39",".","60","70"
"04/08/2015","42","Ozone","Monmouth University","34-025-0005","AQS","7","42",".","40","39"
"04/09/2015","55","PM2.5","PS 19","36-061-0128","AQS","9","42","6","55","41"
"04/10/2015","61","PM2.5","Fort Lee Near Road","34-003-0010","AQS","13","39",".","61","47"
"04/11/2015","46","Ozone","Colliers Mills","34-029-0006","AQS","8","46",".","27","26"
"04/12/2015","50","Ozone","Rutgers University","34-023-0011","AQS","10","50","11","42","50"
"04/13/2015","63","NO2","IS 52","36-005-0110","AQS","13","58",".","53","63"
"04/14/2015","57","NO2","Fort Lee Near Road","34-003-0010","AQS","14","44",".","46","57"
"04/15/2015","53","NO2","Fort Lee Near Road","34-003-0010","AQS","15","46","8","26","53"
"04/16/2015","49","NO2","Elizabeth Lab","34-039-0004","AQS","11","48",".","32","49"
"04/17/2015","49","NO2","QUEENS COLLEGE 2","36-081-0124","AQS","11","44",".","44","49"
"04/18/2015","84","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","10","84","19","46","47"
"04/19/2015","44","Ozone","MT NINHAM","36-079-0005","AQS","7","44",".","24","17"
"04/20/2015","48","NO2","Elizabeth Lab","34-039-0004","AQS","10","47",".","38","48"
"04/21/2015","54","NO2","Fort Lee Near Road","34-003-0010","AQS","9","44","7","40","54"
"04/22/2015","60","NO2","Newark Firehouse","34-013-0003","AQS","8","47",".","53","60"
"04/23/2015","36","Ozone","Monmouth University","34-025-0005","AQS","6","36",".","20","23"
"04/24/2015","46","Ozone","Colliers Mills","34-029-0006","AQS","3","46","8","23","24"
"04/25/2015","47","NO2","IS 52","36-005-0110","AQS","5","42",".","22","47"
"04/26/2015","43","Ozone","Leonia","34-003-0006","AQS","6","43",".","20","26"
"04/27/2015","38","Ozone","Colliers Mills","34-029-0006","AQS","3","38","1","20","36"
"04/28/2015","46","Ozone","Colliers Mills","34-029-0006","AQS","3","46",".","21","36"
"04/29/2015","54","Ozone","Colliers Mills","34-029-0006","AQS","6","54",".","39","45"
"04/30/2015","44","Ozone","Ramapo","34-031-5001","AQS","8","44","15","24","37"
"05/01/2015","40","Ozone","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS","11","40",".","34","37"
"05/02/2015","52","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","46",".","52","39"
"05/03/2015","52","NO2","PFIZER LAB SITE","36-005-0133","AQS","7","51","18","51","52"
"05/04/2015","100","Ozone","MT NINHAM","36-079-0005","AQS","10","100",".","67","69"
"05/05/2015","122","Ozone","Colliers Mills","34-029-0006","AQS","9","122",".","70","77"
"05/06/2015","58","Ozone","Colliers Mills","34-029-0006","AQS","9","58","27","52","54"
"05/07/2015","87","Ozone","Ramapo","34-031-5001","AQS","9","87",".","58","60"
"05/08/2015","140","Ozone","MT NINHAM","36-079-0005","AQS","9","140",".","67","57"
"05/09/2015","69","PM2.5","Newark Firehouse","34-013-0003","AQS","10","38","26","69","43"
"05/10/2015","54","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","36",".","54","29"
"05/11/2015","78","PM2.5","MASPETH LIBRARY","36-081-0120","AQS","10","45",".","78","27"
"05/12/2015","77","Ozone","Monmouth University","34-025-0005","AQS","8","77","37","71","35"
"05/13/2015","35","Ozone","Newark Firehouse","34-013-0003","AQS","5","35",".","29","20"
"05/14/2015","64","Ozone","Colliers Mills","34-029-0006","AQS","5","64",".","36","36"
"05/15/2015","84","Ozone","Colliers Mills","34-029-0006","AQS","6","84","24","57","42"
"05/16/2015","58","Ozone","Flemington","34-019-0001","AQS","9","58",".","56","45"
"05/17/2015","108","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","9","108",".","71","56"
"05/18/2015","68","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","42","29","68","63"
"05/19/2015","60","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","47",".","60","52"
"05/20/2015","45","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","36",".","45","30"
"05/21/2015","43","Ozone","MILLBROOK","36-027-0007","AQS","6","43","10","38","42"
"05/22/2015","61","Ozone","Colliers Mills","34-029-0006","AQS","5","61",".","44","40"
"05/23/2015","48","Ozone","Colliers Mills","34-029-0006","AQS","5","48",".","33","34"
"05/24/2015","100","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","6","100","23","54","35"
"05/25/2015","87","Ozone","Rockland County","36-087-0005","AQS","6","87",".","58","30"
"05/26/2015","101","Ozone","Ramapo","34-031-5001","AQS","7","101",".","54","34"
"05/27/2015","56","PM2.5","Fort Lee Library","34-003-0003","AQS","7","45","22","56","40"
"05/28/2015","61","Ozone","Flemington","34-019-0001","AQS","7","61",".","59","43"
"05/29/2015","77","Ozone","Flemington","34-019-0001","AQS","8","77",".","58","41"
"05/30/2015","50","PM2.5","Paterson","34-031-0005","AQS","7","44","21","50","40"
"05/31/2015","45","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","35",".","45","21"
"06/01/2015","35","NO2","Elizabeth Lab","34-039-0004","AQS","8","32",".","25","35"
"06/02/2015","26","NO2","Elizabeth Lab","34-039-0004","AQS","10","24","4","22","26"
"06/03/2015","37","Ozone","Rockland County","36-087-0005","AQS","8","37",".","36","24"
"06/04/2015","38","Ozone","Rockland County","36-087-0005","AQS","8","38",".","21","27"
"06/05/2015","50","NO2","Fort Lee Near Road","34-003-0010","AQS","10","39","17","40","50"
"06/06/2015","46","Ozone","Colliers Mills","34-029-0006","AQS","7","46",".","34","42"
"06/07/2015","49","Ozone","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS","7","49",".","37","34"
"06/08/2015","54","Ozone","Flemington","34-019-0001","AQS","6","54",".","40","48"
"06/09/2015","80","Ozone","Colliers Mills","34-029-0006","AQS","6","80",".","52","37"
"06/10/2015","93","Ozone","Colliers Mills","34-029-0006","AQS","6","93",".","55","42"
"06/11/2015","154","Ozone","Monmouth University","34-025-0005","AQS","7","154","41","90","39"
"06/12/2015","147","Ozone","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS","9","147",".","76","43"
"06/13/2015","93","Ozone","Monmouth University","34-025-0005","AQS","7","93",".","52","39"
"06/14/2015","119","Ozone","Leonia","34-003-0006","AQS","8","119","14","79","50"
"06/15/2015","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","45",".","54","42"
"06/16/2015","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","44",".","55","40"
"06/17/2015","44","Ozone","Flemington","34-019-0001","AQS","6","44","16","43","26"
"06/18/2015","41","Ozone","Monmouth University","34-025-0005","AQS","7","41",".","37","33"
"06/19/2015","48","Ozone","Monmouth University","34-025-0005","AQS","6","48",".","46","30"
"06/20/2015","50","PM2.5","Union City","34-017-2002","AQS","10","47","17","50","33"
"06/21/2015","43","Ozone","Colliers Mills","34-029-0006","AQS","8","43",".","40","26"
"06/22/2015","84","Ozone","Colliers Mills","34-029-0006","AQS","5","84",".","52","39"
"06/23/2015","67","PM2.5","Union City","34-017-2002","AQS","6","67","36","67","41"
"06/24/2015","67","Ozone","Monmouth University","34-025-0005","AQS","6","67",".","52","29"
"06/25/2015","54","Ozone","Colliers Mills","34-029-0006","AQS","16","54",".","39","38"
"06/26/2015","105","Ozone","Rutgers University","34-023-0011","AQS","15","105","18","53","33"
"06/27/2015","40","Ozone","Monmouth University","34-025-0005","AQS","9","40",".","31","25"
"06/28/2015","40","Ozone","Colliers Mills","34-029-0006","AQS","8","40",".","18","17"
"06/29/2015","44","Ozone","Colliers Mills","34-029-0006","AQS","8","44","7","38","33"
"06/30/2015","46","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","46",".","46","46"
"07/01/2015","108","Ozone","Monmouth University","34-025-0005","AQS","9","108",".","69","41"
"07/02/2015","119","NO2","Bayonne","34-017-0006","AQS","13","47","18","61","119"
"07/03/2015","84","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","11","84",".","48","34"
"07/04/2015","79","PM2.5","NEWBURGH","36-071-0002","AQS","9","51",".","79","26"
"07/05/2015","90","Ozone","BABYLON","36-103-0002","AQS","9","90","19","82","35"
"07/06/2015","80","Ozone","Rockland County","36-087-0005","AQS","9","80",".","54","40"
"07/07/2015","64","Ozone","Rutgers University","34-023-0011","AQS","10","64",".","59","30"
"07/08/2015","71","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","71","22","71","43"
"07/09/2015","59","PM2.5","Fort Lee Near Road","34-003-0010","AQS","11","44",".","59","33"
"07/10/2015","61","Ozone","Monmouth University","34-025-0005","AQS","9","61",".","52","51"
"07/11/2015","105","Ozone","Rutgers University","34-023-0011","AQS","9","105","23","59","36"
"07/12/2015","100","Ozone","BABYLON","36-103-0002","AQS","9","100",".","55","26"
"07/13/2015","129","Ozone","Rockland County","36-087-0005","AQS","9","129",".","60","43"
"07/14/2015","57","PM2.5","Rahway","34-039-2003","AQS","10","41","17","57","42"
"07/15/2015","63","PM2.5","Rahway","34-039-2003","AQS","10","45",".","63","46"
"07/16/2015","61","Ozone","Rutgers University","34-023-0011","AQS","9","61",".","38","33"
"07/17/2015","87","Ozone","Rockland County","36-087-0005","AQS","9","87","19","38","33"
"07/18/2015","54","PM2.5","RICHMOND POST OFFICE","36-085-0055","AQS","13","47",".","54","34"
"07/19/2015","108","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","13","108",".","72","27"
"07/20/2015","126","Ozone","BABYLON","36-103-0002","AQS","8","126","19","70","27"
"07/21/2015","101","Ozone","RIVERHEAD","36-103-0004","AQS","9","101",".","60","35"
"07/22/2015","49","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","45",".","49","38"
"07/23/2015","49","Ozone","Monmouth University","34-025-0005","AQS","5","49","17","32","42"
"07/24/2015","87","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","8","87",".","39","49"
"07/25/2015","126","Ozone","Monmouth University","34-025-0005","AQS","9","126",".","52","34"
"07/26/2015","77","Ozone","Leonia","34-003-0006","AQS","9","77","17","59","20"
"07/27/2015","80","Ozone","Rockland County","36-087-0005","AQS","10","80",".","48","42"
"07/28/2015","133","Ozone","Bayonne","34-017-0006","AQS","14","133",".","58","46"
"07/29/2015","136","Ozone","Rutgers University","34-023-0011","AQS","14","136","27","69","46"
"07/30/2015","64","PM2.5","Rahway","34-039-2003","AQS","11","43",".","64","35"
"07/31/2015","74","Ozone","Monmouth University","34-025-0005","AQS","10","74",".","59","37"
"08/01/2015","119","Ozone","RIVERHEAD","36-103-0004","AQS","8","119","15","54","27"
"08/02/2015","74","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","9","74",".","39","39"
"08/03/2015","93","Ozone","Bayonne","34-017-0006","AQS","9","93",".","53","35"
"08/04/2015","108","Ozone","RIVERHEAD","36-103-0004","AQS","9","108","17","55","43"
"08/05/2015","84","Ozone","Colliers Mills","34-029-0006","AQS","7","84",".","42","42"
"08/06/2015","49","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","6","49",".","27","33"
"08/07/2015","50","Ozone","Rutgers University","34-023-0011","AQS","9","50","13","36","31"
"08/08/2015","51","Ozone","Flemington","34-019-0001","AQS","9","51",".","35","32"
"08/09/2015","51","Ozone","Rutgers University","34-023-0011","AQS","9","51",".","30","22"
"08/10/2015","39","Ozone","MILLBROOK","36-027-0007","AQS","8","39","13","34","30"
"08/11/2015","38","Ozone","Colliers Mills","34-029-0006","AQS","10","38",".","37","38"
"08/12/2015","48","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","47",".","48","31"
"08/13/2015","50","Ozone","Monmouth University","34-025-0005","AQS","7","50","6","38","42"
"08/14/2015","87","Ozone","Colliers Mills","34-029-0006","AQS","10","87",".","44","49"
"08/15/2015","129","Ozone","BABYLON","36-103-0002","AQS","10","129",".","57","40"
"08/16/2015","129","Ozone","BABYLON","36-103-0002","AQS","11","129","23","65","55"
"08/17/2015","122","Ozone","Bayonne","34-017-0006","AQS","13","122",".","69","48"
"08/18/2015","87","Ozone","Ramapo","34-031-5001","AQS","10","87",".","55","48"
"08/19/2015","47","Ozone","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS","10","47","13","42","27"
"08/20/2015","32","PM2.5","Rahway","34-039-2003","AQS","10","31",".","32","24"
"08/21/2015","77","Ozone","SUSAN WAGNER HS","36-085-0067","AQS","9","77",".","45","70"
"08/22/2015","87","Ozone","Bayonne","34-017-0006","AQS","6","87","10","45","25"
"08/23/2015","74","Ozone","Rutgers University","34-023-0011","AQS","9","74",".","48","21"
"08/24/2015","112","Ozone","Rockland County","36-087-0005","AQS","10","112",".","52","45"
"08/25/2015","108","Ozone","Colliers Mills","34-029-0006","AQS","10","108","18","64","34"
"08/26/2015","61","Ozone","RIVERHEAD","36-103-0004","AQS","6","61",".","40","31"
"08/27/2015","45","Ozone","RIVERHEAD","36-103-0004","AQS","6","45",".","39","26"
"08/28/2015","46","Ozone","BABYLON","36-103-0002","AQS","7","46","15","34","37"
"08/29/2015","105","Ozone","Bayonne","34-017-0006","AQS","10","105",".","52","33"
"08/30/2015","108","Ozone","Leonia","34-003-0006","AQS","10","108",".","58","47"
"08/31/2015","112","Ozone","RIVERHEAD","36-103-0004","AQS","10","112","24","72","34"
"09/01/2015","136","Ozone","Rutgers University","34-023-0011","AQS","11","136",".","81","48"
"09/02/2015","115","Ozone","Rutgers University","34-023-0011","AQS","11","115",".","83","52"
"09/03/2015","161","Ozone","Colliers Mills","34-029-0006","AQS","11","161","42","104","64"
"09/04/2015","76","PM2.5","Rahway","34-039-2003","AQS","10","51",".","76","42"
"09/05/2015","64","PM2.5","Toms River","34-029-2002","AQS","9","49",".","64","25"
"09/06/2015","90","Ozone","Rockland County","36-087-0005","AQS","8","90","11","39","24"
"09/07/2015","101","Ozone","Ramapo","34-031-5001","AQS","9","101",".","58","32"
"09/08/2015","119","Ozone","Leonia","34-003-0006","AQS","11","119",".","105","40"
"09/09/2015","50","Ozone","MT NINHAM","36-079-0005","AQS","11","50","16","46","36"
"09/10/2015","58","PM2.5","Rahway","34-039-2003","AQS","9","31",".","58","43"
"09/11/2015","47","NO2","Elizabeth Lab","34-039-0004","AQS","9","39",".","43","47"
"09/12/2015","42","NO2","Fort Lee Near Road","34-003-0010","AQS","10","41","12","38","42"
"09/13/2015","48","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","39",".","48","14"
"09/14/2015","37","Ozone","Colliers Mills","34-029-0006","AQS","6","37",".","30","26"
"09/15/2015","74","Ozone","Colliers Mills","34-029-0006","AQS","9","74","19","45","51"
"09/16/2015","112","Ozone","Bayonne","34-017-0006","AQS","11","112",".","55","60"
"09/17/2015","166","Ozone","Bayonne","34-017-0006","AQS","11","166",".","63","86"
"09/18/2015","147","Ozone","Ramapo","34-031-5001","AQS","11","147","26","64","90"
"09/19/2015","58","Ozone","Flemington","34-019-0001","AQS","10","58",".","48","29"
"09/20/2015","39","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","38",".","39","22"
"09/21/2015","36","Ozone","Ramapo","34-031-5001","AQS","9","36","14","28","29"
"09/22/2015","34","PM2.5","Rahway","34-039-2003","AQS","8","32",".","34","31"
"09/23/2015","47","NO2","Elizabeth Lab","34-039-0004","AQS","9","45",".","36","47"
"09/24/2015","50","Ozone","Chester","34-027-3001","AQS","9","50","16","41","40"
"09/25/2015","47","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","31",".","47","35"
"09/26/2015","36","Ozone","Chester","34-027-3001","AQS","8","36",".","32","27"
"09/27/2015","37","PM2.5","Union City","34-017-2002","AQS","7","34","19","37","31"
"09/28/2015","39","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","34",".","39","33"
"09/29/2015","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","30",".","52","36"
"09/30/2015","38","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","26","6","38","19"
"10/01/2015","26","PM2.5","Rahway","34-039-2003","AQS","6","23",".","26","24"
"10/02/2015","25","NO2","Elizabeth Lab","34-039-0004","AQS","6","22",".","19","25"
"10/03/2015","24","PM2.5","PS 19","36-061-0128","AQS","6","24","6","24","13"
"10/04/2015","31","Ozone","Ramapo","34-031-5001","AQS","6","31",".","27","16"
"10/05/2015","38","NO2","Elizabeth Lab","34-039-0004","AQS","8","31",".","33","38"
"10/06/2015","37","NO2","QUEENS COLLEGE 2","36-081-0124","AQS","8","34","9","35","37"
"10/07/2015","33","PM2.5","Rahway","34-039-2003","AQS","7","32",".","33","32"
"10/08/2015","56","NO2","Fort Lee Near Road","34-003-0010","AQS","9","32",".","43","56"
"10/09/2015","43","PM2.5","Union City","34-017-2002","AQS","10","43","17","43","34"
"10/10/2015","42","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","31",".","42","40"
"10/11/2015","43","PM2.5","Rahway","34-039-2003","AQS","9","39",".","43","34"
"10/12/2015","54","PM2.5","Union City","34-017-2002","AQS","10","45","14","54","50"
"10/13/2015","46","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","38",".","46","43"
"10/14/2015","32","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","26",".","32","25"
"10/15/2015","41","NO2","Fort Lee Near Road","34-003-0010","AQS","7","29","12","29","41"
"10/16/2015","43","NO2","Fort Lee Near Road","34-003-0010","AQS","7","39",".","32","43"
"10/17/2015","28","Ozone","Colliers Mills","34-029-0006","AQS","7","28",".","25","23"
"10/18/2015","30","Ozone","Colliers Mills","34-029-0006","AQS","5","30","3","23","21"
"10/19/2015","63","NO2","Fort Lee Near Road","34-003-0010","AQS","7","32",".","30","63"
"10/20/2015","44","PM2.5","Intermediate School 143","36-061-0115","AQS","8","42",".","44","43"
"10/21/2015","62","PM2.5","Fort Lee Near Road","34-003-0010","AQS","11","51","34","62","55"
"10/22/2015","66","PM2.5","Fort Lee Near Road","34-003-0010","AQS","13","54",".","66","52"
"10/23/2015","38","Ozone","Colliers Mills","34-029-0006","AQS","9","38",".","32","32"
"10/24/2015","29","Ozone","Colliers Mills","34-029-0006","AQS","10","29","9","28","24"
"10/25/2015","28","Ozone","Colliers Mills","34-029-0006","AQS","8","28",".","26","17"
"10/26/2015","51","PM2.5","PS 314","36-047-0052","AQS","11","26",".","51","37"
"10/27/2015","40","PM2.5","Fort Lee Near Road","34-003-0010","AQS","11","31","15","40","33"
"10/28/2015","33","NO2","Elizabeth Lab","34-039-0004","AQS","7","32",".","25","33"
"10/29/2015","35","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","35",".","35","31"
"10/30/2015","63","NO2","Fort Lee Near Road","34-003-0010","AQS","5","29","5","42","63"
