"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2014","62","PM2.5","Jersey City Firehouse","34-017-1003","AQS","8","30",".","62","34"
"01/02/2014","76","PM2.5","PS 19","36-061-0128","AQS","8","31","17","76","36"
"01/03/2014","57","PM2.5","PS 19","36-061-0128","AQS","7","35",".","57","27"
"01/04/2014","60","PM2.5","HOLTSVILLE","36-103-0009","AQS","10","31",".","60","49"
"01/05/2014","113","PM2.5","Newark Firehouse","34-013-0003","AQS","27","34","39","113","89"
"01/06/2014","54","PM2.5","MORRISANIA","36-005-0080","AQS","14","34",".","54","39"
"01/07/2014","54","PM2.5","PS 19","36-061-0128","AQS","7","30",".","54","25"
"01/08/2014","59","PM2.5","Toms River","34-029-2002","AQS","8","29","15","59","38"
"01/09/2014","72","PM2.5","Elizabeth Lab","34-039-0004","AQS","14","28",".","72","47"
"01/10/2014","141","PM2.5","Elizabeth Lab","34-039-0004","AQS","28","23",".","141","82"
"01/11/2014","63","PM2.5","MORRISANIA","36-005-0080","AQS","25","33","8","63","57"
"01/12/2014","58","PM2.5","Intermediate School 143","36-061-0115","AQS","9","29",".","58","23"
"01/13/2014","77","PM2.5","MORRISANIA","36-005-0080","AQS","14","34",".","77","55"
"01/14/2014","68","PM2.5","MORRISANIA","36-005-0080","AQS","13","30",".","68","46"
"01/15/2014","89","PM2.5","Intermediate School 143","36-061-0115","AQS","14","23",".","89","68"
"01/16/2014","56","PM2.5","Jersey City Firehouse","34-017-1003","AQS","10","23",".","56","37"
"01/17/2014","74","PM2.5","MORRISANIA","36-005-0080","AQS","11","25","29","74","51"
"01/18/2014","70","PM2.5","Intermediate School 143","36-061-0115","AQS","14","26",".","70","44"
"01/19/2014","64","PM2.5","MORRISANIA","36-005-0080","AQS","7","27",".","64","27"
"01/20/2014","66","PM2.5","MORRISANIA","36-005-0080","AQS","7","34","11","66","34"
"01/21/2014","60","PM2.5","PS 19","36-061-0128","AQS","6","33",".","60","42"
"01/22/2014","43","PM2.5","MORRISANIA","36-005-0080","AQS","9","34",".","43","23"
"01/23/2014","78","PM2.5","PS 19","36-061-0128","AQS","7","32","18","78","39"
"01/24/2014","53","PM2.5","MORRISANIA","36-005-0080","AQS","7","34",".","53","39"
"01/25/2014","63","PM2.5","MORRISANIA","36-005-0080","AQS","7","31",".","63","36"
"01/26/2014","58","PM2.5","MORRISANIA","36-005-0080","AQS","8","36","13","58","51"
"01/27/2014","72","NO2","Elizabeth Lab","34-039-0004","AQS","15","36",".","71","72"
"01/28/2014","52","PM2.5","MORRISANIA","36-005-0080","AQS","7","33",".","52","41"
"01/29/2014","58","PM2.5","MORRISANIA","36-005-0080","AQS","7","33","30","58","40"
"01/30/2014","62","PM2.5","MORRISANIA","36-005-0080","AQS","14","32",".","62","48"
"01/31/2014","78","PM2.5","MORRISANIA","36-005-0080","AQS","9","30",".","78","47"
"02/01/2014","92","PM2.5","Elizabeth Mitchell Bldg","34-039-0006","AQS","15","31","44","92","67"
"02/02/2014","95","PM2.5","Jersey City Firehouse","34-017-1003","AQS","28","33",".","95","61"
"02/03/2014","70","PM2.5","PS 19","36-061-0128","AQS","10","33",".","70","33"
"02/04/2014","72","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","36","21","72","65"
"02/05/2014","71","PM2.5","PS 19","36-061-0128","AQS","10","32",".","71","48"
"02/06/2014","54","PM2.5","MORRISANIA","36-005-0080","AQS","9","37",".","54","44"
"02/07/2014","68","PM2.5","Toms River","34-029-2002","AQS","7","39","19","68","43"
"02/08/2014","56","PM2.5","Intermediate School 143","36-061-0115","AQS","6","37",".","56","44"
"02/09/2014","63","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","38",".","63","44"
"02/10/2014","71","PM2.5","IS 52","36-005-0110","AQS","6","43","25","71","42"
"02/11/2014","60","PM2.5","Jersey City Firehouse","34-017-1003","AQS","6","37",".","60","44"
"02/12/2014","67","PM2.5","MORRISANIA","36-005-0080","AQS","9","32",".","67","45"
"02/13/2014","62","PM2.5","PS 19","36-061-0128","AQS","8","33","6","62","41"
"02/14/2014","75","PM2.5","MORRISANIA","36-005-0080","AQS","10","41",".","75","61"
"02/15/2014","93","PM2.5","Jersey City Firehouse","34-017-1003","AQS","19","41",".","93","66"
