"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2011","119","PM2.5","Intermediate School 143","36-061-0115","AQS","22","31",".","119","53"
"01/02/2011","76","PM2.5","Intermediate School 143","36-061-0115","AQS","20","29",".","76","48"
"01/03/2011","57","PM2.5","Intermediate School 143","36-061-0115","AQS","7","35","25","57","42"
"01/04/2011","86","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","25",".","86","49"
"01/05/2011","72","PM2.5","Intermediate School 143","36-061-0115","AQS","9","32",".","72","48"
"01/06/2011","69","PM2.5","EISENHOWER PARK","36-059-0005","AQS","13","28",".","69","55"
"01/07/2011","79","PM2.5","Intermediate School 143","36-061-0115","AQS","11","22",".","79","48"
"01/08/2011","76","PM2.5","Intermediate School 143","36-061-0115","AQS","13","31",".","76","53"
"01/09/2011","61","PM2.5","Intermediate School 143","36-061-0115","AQS","11","34","20","61","24"
"01/10/2011","59","PM2.5","Intermediate School 143","36-061-0115","AQS","9","36",".","59","43"
"01/11/2011","61","PM2.5","Intermediate School 143","36-061-0115","AQS","16","31",".","61","48"
"01/12/2011","65","PM2.5","Intermediate School 143","36-061-0115","AQS","11","34",".","65","29"
"01/13/2011","57","PM2.5","Intermediate School 143","36-061-0115","AQS","6","35",".","57","33"
"01/14/2011","70","PM2.5","Intermediate School 143","36-061-0115","AQS","9","33",".","70","50"
"01/15/2011","84","PM2.5","MORRISANIA","36-005-0080","AQS","14","30","35","84","49"
"01/16/2011","86","PM2.5","Intermediate School 143","36-061-0115","AQS","10","36",".","86","39"
"01/17/2011","104","PM2.5","Intermediate School 143","36-061-0115","AQS","13","38",".","104","54"
"01/18/2011","60","PM2.5","Intermediate School 143","36-061-0115","AQS","11","31",".","60","50"
"01/19/2011","67","PM2.5","Intermediate School 143","36-061-0115","AQS","10","25",".","67","42"
"01/20/2011","60","PM2.5","Intermediate School 143","36-061-0115","AQS","9","34",".","60","45"
"01/21/2011","71","PM2.5","Intermediate School 143","36-061-0115","AQS","9","33","21","71","41"
"01/22/2011","60","PM2.5","Intermediate School 143","36-061-0115","AQS","9","32",".","60","43"
"01/23/2011","71","PM2.5","Intermediate School 143","36-061-0115","AQS","10","33",".","71","41"
"01/24/2011","64","PM2.5","MAMARONECK","36-119-1002","AQS","13","31",".","64","49"
"01/25/2011","93","PM2.5","Intermediate School 143","36-061-0115","AQS","18","20",".","93","67"
"01/26/2011","102","PM2.5","Elizabeth Lab","34-039-0004","AQS","19","26",".","102","80"
"01/27/2011","74","PM2.5","PS 19","36-061-0128","AQS","11","35","18","74","53"
"01/28/2011","97","PM2.5","Elizabeth Lab","34-039-0004","AQS","16","27",".","97","62"
"01/29/2011","81","PM2.5","Elizabeth Lab","34-039-0004","AQS","14","33",".","81","43"
"01/30/2011","80","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","35",".","80","45"
"01/31/2011","81","PM2.5","Intermediate School 143","36-061-0115","AQS","16","38",".","81","58"
"02/01/2011","76","PM2.5","Intermediate School 143","36-061-0115","AQS","14","32",".","76","64"
"02/02/2011","68","PM2.5","Intermediate School 143","36-061-0115","AQS","16","33","15","68","48"
"02/03/2011","59","PM2.5","Jersey City Firehouse","34-017-1003","AQS","10","40",".","59","54"
"02/04/2011","82","PM2.5","Intermediate School 143","36-061-0115","AQS","11","36",".","82","54"
"02/05/2011","89","PM2.5","Intermediate School 143","36-061-0115","AQS","15","30",".","89","53"
"02/06/2011","71","PM2.5","Jersey City Firehouse","34-017-1003","AQS","10","43",".","71","53"
"02/07/2011","87","PM2.5","Intermediate School 143","36-061-0115","AQS","15","36",".","87","62"
"02/08/2011","66","PM2.5","Intermediate School 143","36-061-0115","AQS","34","37","19","66","49"
"02/09/2011","64","PM2.5","Intermediate School 143","36-061-0115","AQS","9","35",".","64","42"
"02/10/2011","62","PM2.5","Jersey City Firehouse","34-017-1003","AQS","10","38",".","62","42"
"02/11/2011","73","PM2.5","Elizabeth Lab","34-039-0004","AQS","16","33",".","73","56"
"02/12/2011","72","PM2.5","Intermediate School 143","36-061-0115","AQS","16","44",".","72","53"
"02/13/2011","65","PM2.5","Intermediate School 143","36-061-0115","AQS","11","41",".","65","48"
"02/14/2011","59","PM2.5","Intermediate School 143","36-061-0115","AQS","10","45","30","59","41"
"02/15/2011","57","PM2.5","Intermediate School 143","36-061-0115","AQS","7","41",".","57","34"
"02/16/2011","65","NO2","Elizabeth Lab","34-039-0004","AQS","15","41",".","59","65"
"02/17/2011","98","PM2.5","Intermediate School 143","36-061-0115","AQS","25","44",".","98","79"
"02/18/2011","82","PM2.5","Intermediate School 143","36-061-0115","AQS","30","44",".","82","61"
"02/19/2011","56","PM2.5","Intermediate School 143","36-061-0115","AQS","8","43",".","56","18"
"02/20/2011","65","PM2.5","Intermediate School 143","36-061-0115","AQS","9","41","31","65","35"
"02/21/2011","72","PM2.5","Intermediate School 143","36-061-0115","AQS","13","37",".","72","44"
"02/22/2011","64","PM2.5","Intermediate School 143","36-061-0115","AQS","11","37",".","64","45"
"02/23/2011","79","PM2.5","IS 45","36-061-0079","AQS","17","39",".","79","58"
"02/24/2011","96","NO2","Elizabeth Lab","34-039-0004","AQS","23","35",".","82","96"
"02/25/2011","64","PM2.5","Intermediate School 143","36-061-0115","AQS","15","37",".","64","55"
"02/26/2011","53","PM2.5","Intermediate School 143","36-061-0115","AQS","11","42","14","53","30"
"02/27/2011","71","PM2.5","Intermediate School 143","36-061-0115","AQS","11","43",".","71","46"
"02/28/2011","65","PM2.5","Intermediate School 143","36-061-0115","AQS","9","39",".","65","53"
"03/01/2011","62","PM2.5","Intermediate School 143","36-061-0115","AQS","9","42",".","62","51"
"03/02/2011","56","PM2.5","Intermediate School 143","36-061-0115","AQS","19","41",".","56","43"
"03/03/2011","60","PM2.5","Intermediate School 143","36-061-0115","AQS","14","39",".","60","47"
"03/04/2011","66","NO2","Elizabeth Lab","34-039-0004","AQS","11","44","23","58","66"
"03/05/2011","48","Ozone","BABYLON","36-103-0002","AQS","9","48",".","41","47"
"03/06/2011","47","Ozone","BABYLON","36-103-0002","AQS","10","47",".","32","40"
"03/07/2011","45","PM2.5","Intermediate School 143","36-061-0115","AQS","8","44",".","45","23"
"03/08/2011","64","PM2.5","Intermediate School 143","36-061-0115","AQS","9","39",".","64","53"
"03/09/2011","54","PM2.5","Intermediate School 143","36-061-0115","AQS","9","43",".","54","53"
"03/10/2011","55","PM2.5","Intermediate School 143","36-061-0115","AQS","8","44","28","55","38"
"03/11/2011","53","PM2.5","Intermediate School 143","36-061-0115","AQS","9","42",".","53","52"
"03/12/2011","57","PM2.5","Intermediate School 143","36-061-0115","AQS","9","41",".","57","44"
"03/13/2011","56","PM2.5","Intermediate School 143","36-061-0115","AQS","8","42",".","56","36"
"03/14/2011","56","PM2.5","Intermediate School 143","36-061-0115","AQS","6","34",".","56","44"
"03/15/2011","65","PM2.5","Intermediate School 143","36-061-0115","AQS","15","38",".","65","63"
"03/16/2011","64","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","33","10","64","48"
"03/17/2011","58","PM2.5","Intermediate School 143","36-061-0115","AQS","11","49",".","58","52"
"03/18/2011","61","PM2.5","Intermediate School 143","36-061-0115","AQS","9","49",".","61","47"
"03/19/2011","45","Ozone","BABYLON","36-103-0002","AQS","6","45",".","37","16"
"03/20/2011","52","PM2.5","Intermediate School 143","36-061-0115","AQS","9","44",".","52","25"
"03/21/2011","53","PM2.5","PS 154","36-005-0113","AQS","11","41",".","53","49"
"03/22/2011","48","PM2.5","Intermediate School 143","36-061-0115","AQS","9","42","22","48","36"
"03/23/2011","67","NO2","Newark Firehouse","34-013-0003","AQS","14","38",".","56","67"
"03/24/2011","60","PM2.5","Intermediate School 143","36-061-0115","AQS","7","44",".","60","32"
"03/25/2011","50","PM2.5","Intermediate School 143","36-061-0115","AQS","6","42",".","50","34"
"03/26/2011","49","PM2.5","Intermediate School 143","36-061-0115","AQS","6","45",".","49","23"
"03/27/2011","45","Ozone","Rockland County","36-087-0005","AQS","6","45",".","39","20"
