"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2012","28","Ozone","WESTFIELD","36-013-0011","AQS","28","21"
"01/02/2012","30","Ozone","DUNKIRK","36-013-0006","AQS","30","."
"01/03/2012","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"01/04/2012","29","Ozone","WESTFIELD","36-013-0011","AQS","29","."
"01/05/2012","27","Ozone","DUNKIRK","36-013-0006","AQS","27","."
"01/06/2012","28","Ozone","WESTFIELD","36-013-0011","AQS","28","."
"01/07/2012","27","Ozone","DUNKIRK","36-013-0006","AQS","27","."
"01/08/2012","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"01/09/2012","29","Ozone","WESTFIELD","36-013-0011","AQS","29","."
"01/10/2012","25","Ozone","DUNKIRK","36-013-0006","AQS","25","."
"01/11/2012","24","Ozone","WESTFIELD","36-013-0011","AQS","24","."
"01/12/2012","23","Ozone","WESTFIELD","36-013-0011","AQS","23","."
"01/13/2012","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"01/14/2012","34","Ozone","WESTFIELD","36-013-0011","AQS","34","."
"01/15/2012","32","Ozone","WESTFIELD","36-013-0011","AQS","32","."
"01/16/2012","31","Ozone","WESTFIELD","36-013-0011","AQS","31","26"
"01/17/2012","31","Ozone","WESTFIELD","36-013-0011","AQS","31","."
"01/18/2012","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"01/19/2012","29","Ozone","DUNKIRK","36-013-0006","AQS","29","22"
"01/20/2012","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"01/21/2012","28","Ozone","WESTFIELD","36-013-0011","AQS","28","."
"01/22/2012","31","Ozone","WESTFIELD","36-013-0011","AQS","31","26"
"01/23/2012","27","Ozone","WESTFIELD","36-013-0011","AQS","27","."
"01/24/2012","27","Ozone","DUNKIRK","36-013-0006","AQS","27","."
"01/25/2012","35","PM2.5","WESTFIELD","36-013-0011","AQS","27","35"
"01/26/2012","16","Ozone","WESTFIELD","36-013-0011","AQS","16","."
"01/27/2012","26","Ozone","DUNKIRK","36-013-0006","AQS","26","."
"01/28/2012","37","PM2.5","WESTFIELD","36-013-0011","AQS","33","37"
"01/29/2012","34","Ozone","WESTFIELD","36-013-0011","AQS","34","."
"01/30/2012","35","Ozone","WESTFIELD","36-013-0011","AQS","35","."
"01/31/2012","41","Ozone","WESTFIELD","36-013-0011","AQS","41","27"
"02/01/2012","35","Ozone","WESTFIELD","36-013-0011","AQS","35","."
"02/02/2012","30","Ozone","DUNKIRK","36-013-0006","AQS","30","."
"02/03/2012","31","PM2.5","WESTFIELD","36-013-0011","AQS","29","31"
"02/04/2012","28","Ozone","DUNKIRK","36-013-0006","AQS","28","."
"02/05/2012","31","Ozone","WESTFIELD","36-013-0011","AQS","31","."
"02/06/2012","44","PM2.5","WESTFIELD","36-013-0011","AQS","33","44"
"02/07/2012","24","Ozone","DUNKIRK","36-013-0006","AQS","24","."
"02/08/2012","30","Ozone","WESTFIELD","36-013-0011","AQS","30","."
"02/09/2012","36","PM2.5","WESTFIELD","36-013-0011","AQS","27","36"
"02/10/2012","26","Ozone","WESTFIELD","36-013-0011","AQS","26","."
"02/11/2012","34","Ozone","WESTFIELD","36-013-0011","AQS","34","."
"02/12/2012","37","Ozone","DUNKIRK","36-013-0006","AQS","37","11"
"02/13/2012","31","Ozone","WESTFIELD","36-013-0011","AQS","31","."
"02/14/2012","34","Ozone","WESTFIELD","36-013-0011","AQS","34","."
"02/15/2012","43","PM2.5","WESTFIELD","36-013-0011","AQS","31","43"
"02/16/2012","28","Ozone","WESTFIELD","36-013-0011","AQS","28","."
"02/17/2012","32","Ozone","WESTFIELD","36-013-0011","AQS","32","."
"02/18/2012","33","PM2.5","WESTFIELD","36-013-0011","AQS","32","33"
"02/19/2012","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"02/20/2012","35","Ozone","DUNKIRK","36-013-0006","AQS","35","."
"02/21/2012","34","Ozone","WESTFIELD","36-013-0011","AQS","34","23"
"02/22/2012","33","Ozone","WESTFIELD","36-013-0011","AQS","33","."
"02/23/2012","34","Ozone","WESTFIELD","36-013-0011","AQS","34","."
"02/24/2012","32","Ozone","DUNKIRK","36-013-0006","AQS","32","22"
"02/25/2012","39","Ozone","WESTFIELD","36-013-0011","AQS","39","."
"02/26/2012","40","Ozone","DUNKIRK","36-013-0006","AQS","40","."
"02/27/2012","34","Ozone","WESTFIELD","36-013-0011","AQS","34","31"
"02/28/2012","33","Ozone","WESTFIELD","36-013-0011","AQS","33","."
"02/29/2012","31","Ozone","WESTFIELD","36-013-0011","AQS","31","."
"03/01/2012","30","PM2.5","WESTFIELD","36-013-0011","AQS","26","30"
"03/02/2012","30","Ozone","WESTFIELD","36-013-0011","AQS","30","."
"03/03/2012","36","Ozone","WESTFIELD","36-013-0011","AQS","36","."
"03/04/2012","38","Ozone","WESTFIELD","36-013-0011","AQS","38","13"
"03/05/2012","34","Ozone","DUNKIRK","36-013-0006","AQS","34","."
"03/06/2012","36","Ozone","WESTFIELD","36-013-0011","AQS","36","."
"03/07/2012","54","Ozone","WESTFIELD","36-013-0011","AQS","54","35"
"03/08/2012","43","Ozone","WESTFIELD","36-013-0011","AQS","43","."
"03/09/2012","37","Ozone","DUNKIRK","36-013-0006","AQS","37","."
"03/10/2012","39","Ozone","WESTFIELD","36-013-0011","AQS","39","11"
"03/11/2012","44","Ozone","DUNKIRK","36-013-0006","AQS","44","."
"03/12/2012","43","Ozone","WESTFIELD","36-013-0011","AQS","43","."
"03/13/2012","45","Ozone","WESTFIELD","36-013-0011","AQS","45","25"
