"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2016","37","Ozone","DUNKIRK","36-013-0006","AQS","37","25"
"01/02/2016","30","Ozone","DUNKIRK","36-013-0006","AQS","30","."
"01/03/2016","34","Ozone","DUNKIRK","36-013-0006","AQS","34","."
"01/04/2016","13","PM2.5","DUNKIRK","36-013-0006","AQS",".","13"
"01/05/2016","26","Ozone","DUNKIRK","36-013-0006","AQS","26","."
"01/06/2016","24","Ozone","DUNKIRK","36-013-0006","AQS","24","."
"01/07/2016","38","PM2.5","DUNKIRK","36-013-0006","AQS","25","38"
"01/08/2016","22","Ozone","DUNKIRK","36-013-0006","AQS","22","."
"01/09/2016","28","Ozone","DUNKIRK","36-013-0006","AQS","28","."
"01/10/2016","32","Ozone","DUNKIRK","36-013-0006","AQS","32","4"
"01/11/2016","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"01/12/2016","34","Ozone","DUNKIRK","36-013-0006","AQS","34","."
"01/13/2016","34","Ozone","DUNKIRK","36-013-0006","AQS","34","18"
"01/14/2016","26","Ozone","DUNKIRK","36-013-0006","AQS","26","."
"01/15/2016","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"01/16/2016","32","Ozone","DUNKIRK","36-013-0006","AQS","32","15"
"01/17/2016","30","Ozone","DUNKIRK","36-013-0006","AQS","30","."
"01/18/2016","32","Ozone","DUNKIRK","36-013-0006","AQS","32","."
"01/19/2016","32","Ozone","DUNKIRK","36-013-0006","AQS","32","8"
"01/20/2016","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"01/21/2016","32","Ozone","DUNKIRK","36-013-0006","AQS","32","."
"01/22/2016","35","Ozone","DUNKIRK","36-013-0006","AQS","35","10"
"01/23/2016","33","Ozone","DUNKIRK","36-013-0006","AQS","33","."
"01/24/2016","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"01/25/2016","77","PM2.5","DUNKIRK","36-013-0006","AQS","32","77"
"01/26/2016","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"01/27/2016","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"01/28/2016","27","Ozone","DUNKIRK","36-013-0006","AQS","27","."
"01/29/2016","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"01/30/2016","33","Ozone","DUNKIRK","36-013-0006","AQS","33","."
"01/31/2016","40","Ozone","DUNKIRK","36-013-0006","AQS","40","26"
"02/01/2016","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
"02/02/2016","33","Ozone","DUNKIRK","36-013-0006","AQS","33","."
"02/03/2016","32","Ozone","DUNKIRK","36-013-0006","AQS","32","29"
"02/04/2016","30","Ozone","DUNKIRK","36-013-0006","AQS","30","."
"02/05/2016","34","Ozone","DUNKIRK","36-013-0006","AQS","34","."
"02/06/2016","39","PM2.5","DUNKIRK","36-013-0006","AQS","33","39"
"02/07/2016","33","Ozone","DUNKIRK","36-013-0006","AQS","33","."
"02/08/2016","34","Ozone","DUNKIRK","36-013-0006","AQS","34","."
"02/09/2016","28","PM2.5","DUNKIRK","36-013-0006","AQS","27","28"
"02/10/2016","36","Ozone","DUNKIRK","36-013-0006","AQS","36","."
"02/11/2016","37","Ozone","DUNKIRK","36-013-0006","AQS","37","."
"02/12/2016","37","Ozone","DUNKIRK","36-013-0006","AQS","37","20"
"02/13/2016","35","Ozone","DUNKIRK","36-013-0006","AQS","35","."
"02/14/2016","31","Ozone","DUNKIRK","36-013-0006","AQS","31","."
